Year,Profession,Employment status,Sex,Province,Units,Value
2024,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",87.7
2013,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",78.5
2014,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",80.6
2016,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",83.5
2018,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",86.5
2020,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",87.2
2012,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",77.4
2011,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",75.1
2015,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",82.0
2019,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",85.8
2015,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",82.6
2023,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",88.9
2011,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",76.5
2012,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",78.0
2022,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",88.4
2010,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.6
2014,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.1
2021,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",88.5
2019,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.2
2016,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",83.9
2017,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",85.2
2014,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",80.7
2023,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.4
2024,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",1.0
2017,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.2
2011,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",1.4
2012,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.6
2024,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",88.7
2013,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",78.1
2015,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.5
2025,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",89.5
2020,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",87.5
2019,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",85.6
2018,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.2
2020,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.4
2010,Nursing and midwifery professionals,Not retired,,Araba/Álava,"Per 10,000 inhabitants",74.4
2021,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.4
2025,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.3
2010,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",75.0
2022,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.4
2025,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",89.8
2017,Nursing and midwifery professionals,,,Araba/Álava,"Per 10,000 inhabitants",85.5
2013,Nursing and midwifery professionals,Retired,,Araba/Álava,"Per 10,000 inhabitants",0.4
2017,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",74.1
2011,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",67.8
2015,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",72.1
2010,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",65.4
2024,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",82.0
2013,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",69.0
2022,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",79.3
2012,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",68.6
2021,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",79.0
2021,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",79.0
2025,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",84.0
2019,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",75.8
2016,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",73.2
2023,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",80.7
2010,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",65.4
2020,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",78.2
2019,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",75.8
2017,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",74.1
2025,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",84.0
2018,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",75.1
2023,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",80.7
2020,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",78.2
2024,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",82.0
2023,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2013,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",69.0
2012,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",68.6
2018,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",75.1
2014,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",70.3
2011,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",67.8
2015,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",72.1
2016,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",73.2
2011,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2010,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2020,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2018,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2014,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2014,Nursing and midwifery professionals,Not retired,,Bizkaia,"Per 10,000 inhabitants",70.3
2022,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2025,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2017,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2024,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2021,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2016,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2019,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2022,Nursing and midwifery professionals,,,Bizkaia,"Per 10,000 inhabitants",79.3
2013,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2012,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2015,Nursing and midwifery professionals,Retired,,Bizkaia,"Per 10,000 inhabitants",0.0
2018,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",72.0
2019,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2017,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",72.1
2024,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",98.6
2021,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",75.7
2024,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",78.4
2018,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",72.0
2019,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",73.4
2022,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",76.0
2020,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",75.2
2023,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",77.2
2015,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",71.9
2013,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",69.9
2016,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",72.4
2012,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",69.9
2014,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",71.2
2010,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",69.0
2011,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",70.5
2011,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",70.5
2013,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",69.9
2021,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",75.7
2015,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",71.9
2023,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",102.8
2019,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",73.4
2025,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",79.5
2020,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",75.2
2016,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",72.4
2012,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",69.9
2010,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2022,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2018,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2014,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2025,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",101.1
2024,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",20.2
2023,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",25.5
2017,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2021,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2025,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",21.6
2016,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2020,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2012,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2011,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2013,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2015,Nursing and midwifery professionals,Retired,,Gipuzkoa,"Per 10,000 inhabitants",0.0
2017,Nursing and midwifery professionals,Not retired,,Gipuzkoa,"Per 10,000 inhabitants",72.1
2014,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",71.2
2022,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",76.0
2010,Nursing and midwifery professionals,,,Gipuzkoa,"Per 10,000 inhabitants",69.0
2013,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.1
2014,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",127.3
2012,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.2
2015,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.1
2021,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.1
2023,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",139.0
2018,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.1
2015,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",129.5
2013,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",124.8
2018,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",132.6
2024,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",140.6
2014,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.0
2017,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.1
2012,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",123.3
2010,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",120.7
2016,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",130.8
2017,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",131.7
2019,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",133.2
2011,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",122.4
2025,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",143.1
2022,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",137.3
2023,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",153.7
2020,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",136.2
2016,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",130.9
2024,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",12.2
2014,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",127.3
2019,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",133.3
2010,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",120.9
2020,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.1
2025,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",12.9
2022,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",137.4
2018,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",132.7
2019,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.1
2025,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",156.0
2022,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.1
2011,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.4
2011,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",122.8
2010,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.2
2016,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",0.1
2023,Nursing and midwifery professionals,Retired,Female,,"Per 10,000 inhabitants",14.6
2015,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",129.6
2017,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",131.8
2013,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",125.0
2021,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",137.3
2021,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",137.2
2024,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",152.8
2012,Nursing and midwifery professionals,,Female,,"Per 10,000 inhabitants",123.5
2020,Nursing and midwifery professionals,Not retired,Female,,"Per 10,000 inhabitants",136.1
2016,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",151.0
2024,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",152.4
2022,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.6
2012,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",141.5
2022,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",154.9
2023,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",154.5
2016,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",150.3
2019,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",152.0
2023,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",155.2
2013,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",143.0
2020,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.6
2017,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",153.4
2012,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.1
2025,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",156.0
2021,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",155.0
2019,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.4
2015,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",149.5
2014,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",146.3
2011,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",140.3
2018,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",155.1
2011,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",137.6
2010,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",137.3
2010,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",136.2
2017,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",152.9
2018,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",154.6
2020,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",154.7
2012,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",142.7
2024,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",154.2
2010,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.1
2018,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.5
2014,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.2
2024,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.7
2019,Nursing and midwifery professionals,,Female,Araba/Álava,"Per 10,000 inhabitants",152.3
2021,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.6
2025,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.6
2017,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.5
2016,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.7
2011,Nursing and midwifery professionals,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",2.7
2025,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",155.3
2014,Nursing and midwifery professionals,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",146.1
