Year,Sexo,Edad,Residencia,Personas sin y con discapacidad,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,Mujer,16 años y más,,,,,Laudio/Llodio,%,Laudio/Llodio,9.3
2021,Mujer,16 años y más,,,,,Laudio/Llodio,%,Laudio/Llodio,15.0
2015,Mujer,16 años y más,,,,,Laukiz,%,Laukiz,12.5
2020,Mujer,16 años y más,,,,,Laukiz,%,Laukiz,7.8
2018,Mujer,16 años y más,,,,,Laukiz,%,Laukiz,8.9
2019,Mujer,16 años y más,,,,,Laukiz,%,Laukiz,8.1
2010,Mujer,16 años y más,,,,,Laukiz,%,Laukiz,8.3
2016,Mujer,16 años y más,,,,,Laukiz,%,Laukiz,13.1
2021,Mujer,16 años y más,,,,,Laukiz,%,Laukiz,9.6
2018,Mujer,16 años y más,,,,,Lazkao,%,Lazkao,10.7
2021,Mujer,16 años y más,,,,,Lazkao,%,Lazkao,9.9
2010,Mujer,16 años y más,,,,,Lazkao,%,Lazkao,9.1
2016,Mujer,16 años y más,,,,,Lazkao,%,Lazkao,12.9
2019,Mujer,16 años y más,,,,,Lazkao,%,Lazkao,9.4
2020,Mujer,16 años y más,,,,,Lazkao,%,Lazkao,9.7
2015,Mujer,16 años y más,,,,,Lazkao,%,Lazkao,13.5
2016,Mujer,16 años y más,,,,,Leaburu,%,Leaburu,17.8
2018,Mujer,16 años y más,,,,,Leaburu,%,Leaburu,17.5
2021,Mujer,16 años y más,,,,,Leaburu,%,Leaburu,14.3
2010,Mujer,16 años y más,,,,,Leaburu,%,Leaburu,10.5
2019,Mujer,16 años y más,,,,,Leaburu,%,Leaburu,16.0
2015,Mujer,16 años y más,,,,,Leaburu,%,Leaburu,16.4
2020,Mujer,16 años y más,,,,,Leaburu,%,Leaburu,13.6
2020,Mujer,16 años y más,,,,,Legazpi,%,Legazpi,9.2
2021,Mujer,16 años y más,,,,,Legazpi,%,Legazpi,9.9
2010,Mujer,16 años y más,,,,,Legazpi,%,Legazpi,8.8
2016,Mujer,16 años y más,,,,,Legazpi,%,Legazpi,13.1
2015,Mujer,16 años y más,,,,,Legazpi,%,Legazpi,13.3
2019,Mujer,16 años y más,,,,,Legazpi,%,Legazpi,9.5
2018,Mujer,16 años y más,,,,,Legazpi,%,Legazpi,10.2
2010,Mujer,16 años y más,,,,,Legorreta,%,Legorreta,10.3
2016,Mujer,16 años y más,,,,,Legorreta,%,Legorreta,14.8
2018,Mujer,16 años y más,,,,,Legorreta,%,Legorreta,11.6
2020,Mujer,16 años y más,,,,,Legorreta,%,Legorreta,7.9
2021,Mujer,16 años y más,,,,,Legorreta,%,Legorreta,8.3
2019,Mujer,16 años y más,,,,,Legorreta,%,Legorreta,8.6
2015,Mujer,16 años y más,,,,,Legorreta,%,Legorreta,16.5
2015,Mujer,16 años y más,,,,,Legutio,%,Legutio,13.6
2010,Mujer,16 años y más,,,,,Legutio,%,Legutio,9.8
2018,Mujer,16 años y más,,,,,Legutio,%,Legutio,11.1
2019,Mujer,16 años y más,,,,,Legutio,%,Legutio,13.0
2016,Mujer,16 años y más,,,,,Legutio,%,Legutio,13.4
2021,Mujer,16 años y más,,,,,Legutio,%,Legutio,16.0
2020,Mujer,16 años y más,,,,,Legutio,%,Legutio,11.8
2021,Mujer,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,5.1
2019,Mujer,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,5.9
2018,Mujer,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,10.2
2015,Mujer,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,16.4
2020,Mujer,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,6.4
2016,Mujer,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,8.3
2010,Mujer,16 años y más,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,6.1
2021,Mujer,16 años y más,,,,,Leioa,%,Leioa,11.3
2020,Mujer,16 años y más,,,,,Leioa,%,Leioa,10.5
2019,Mujer,16 años y más,,,,,Leioa,%,Leioa,10.6
2010,Mujer,16 años y más,,,,,Leioa,%,Leioa,9.2
2015,Mujer,16 años y más,,,,,Leioa,%,Leioa,14.6
2016,Mujer,16 años y más,,,,,Leioa,%,Leioa,15.4
2018,Mujer,16 años y más,,,,,Leioa,%,Leioa,11.4
2019,Mujer,16 años y más,,,,,Lekeitio,%,Lekeitio,10.7
2020,Mujer,16 años y más,,,,,Lekeitio,%,Lekeitio,9.8
2018,Mujer,16 años y más,,,,,Lekeitio,%,Lekeitio,11.0
2010,Mujer,16 años y más,,,,,Lekeitio,%,Lekeitio,10.8
2016,Mujer,16 años y más,,,,,Lekeitio,%,Lekeitio,15.1
2015,Mujer,16 años y más,,,,,Lekeitio,%,Lekeitio,15.9
2021,Mujer,16 años y más,,,,,Lekeitio,%,Lekeitio,9.2
2018,Mujer,16 años y más,,,,,Lemoa,%,Lemoa,14.7
2010,Mujer,16 años y más,,,,,Lemoa,%,Lemoa,9.3
2021,Mujer,16 años y más,,,,,Lemoa,%,Lemoa,13.2
2020,Mujer,16 años y más,,,,,Lemoa,%,Lemoa,12.6
2019,Mujer,16 años y más,,,,,Lemoa,%,Lemoa,13.3
2016,Mujer,16 años y más,,,,,Lemoa,%,Lemoa,17.2
2015,Mujer,16 años y más,,,,,Lemoa,%,Lemoa,16.7
2019,Mujer,16 años y más,,,,,Lemoiz,%,Lemoiz,8.0
2016,Mujer,16 años y más,,,,,Lemoiz,%,Lemoiz,11.7
2018,Mujer,16 años y más,,,,,Lemoiz,%,Lemoiz,9.1
2010,Mujer,16 años y más,,,,,Lemoiz,%,Lemoiz,5.5
2021,Mujer,16 años y más,,,,,Lemoiz,%,Lemoiz,10.0
2020,Mujer,16 años y más,,,,,Lemoiz,%,Lemoiz,8.5
2015,Mujer,16 años y más,,,,,Lemoiz,%,Lemoiz,9.7
2015,Mujer,16 años y más,,,,,Leza,%,Leza,15.2
2020,Mujer,16 años y más,,,,,Leza,%,Leza,7.1
2010,Mujer,16 años y más,,,,,Leza,%,Leza,13.6
2019,Mujer,16 años y más,,,,,Leza,%,Leza,7.3
2016,Mujer,16 años y más,,,,,Leza,%,Leza,18.4
2021,Mujer,16 años y más,,,,,Leza,%,Leza,9.5
2018,Mujer,16 años y más,,,,,Leza,%,Leza,7.9
2021,Mujer,16 años y más,,,,,Lezama,%,Lezama,10.4
2016,Mujer,16 años y más,,,,,Lezama,%,Lezama,12.2
2018,Mujer,16 años y más,,,,,Lezama,%,Lezama,10.0
2015,Mujer,16 años y más,,,,,Lezama,%,Lezama,12.2
2020,Mujer,16 años y más,,,,,Lezama,%,Lezama,9.4
2019,Mujer,16 años y más,,,,,Lezama,%,Lezama,8.9
2010,Mujer,16 años y más,,,,,Lezama,%,Lezama,6.1
2021,Mujer,16 años y más,,,,,Lezo,%,Lezo,10.3
2010,Mujer,16 años y más,,,,,Lezo,%,Lezo,8.5
2020,Mujer,16 años y más,,,,,Lezo,%,Lezo,10.1
2019,Mujer,16 años y más,,,,,Lezo,%,Lezo,10.2
2016,Mujer,16 años y más,,,,,Lezo,%,Lezo,13.5
2018,Mujer,16 años y más,,,,,Lezo,%,Lezo,10.1
2015,Mujer,16 años y más,,,,,Lezo,%,Lezo,13.4
2015,Mujer,16 años y más,,,,,Lizartza,%,Lizartza,16.3
2020,Mujer,16 años y más,,,,,Lizartza,%,Lizartza,10.9
2016,Mujer,16 años y más,,,,,Lizartza,%,Lizartza,9.4
2019,Mujer,16 años y más,,,,,Lizartza,%,Lizartza,14.0
2010,Mujer,16 años y más,,,,,Lizartza,%,Lizartza,7.7
2021,Mujer,16 años y más,,,,,Lizartza,%,Lizartza,8.9
2018,Mujer,16 años y más,,,,,Lizartza,%,Lizartza,14.9
2018,Mujer,16 años y más,,,,,Loiu,%,Loiu,10.9
2021,Mujer,16 años y más,,,,,Loiu,%,Loiu,9.7
2020,Mujer,16 años y más,,,,,Loiu,%,Loiu,8.4
2016,Mujer,16 años y más,,,,,Loiu,%,Loiu,12.0
2015,Mujer,16 años y más,,,,,Loiu,%,Loiu,13.0
2019,Mujer,16 años y más,,,,,Loiu,%,Loiu,9.6
2010,Mujer,16 años y más,,,,,Loiu,%,Loiu,6.9
2016,Mujer,16 años y más,,,,,Mallabia,%,Mallabia,12.4
2021,Mujer,16 años y más,,,,,Mallabia,%,Mallabia,14.3
2010,Mujer,16 años y más,,,,,Mallabia,%,Mallabia,10.2
2015,Mujer,16 años y más,,,,,Mallabia,%,Mallabia,13.3
2020,Mujer,16 años y más,,,,,Mallabia,%,Mallabia,9.9
2019,Mujer,16 años y más,,,,,Mallabia,%,Mallabia,9.6
2018,Mujer,16 años y más,,,,,Mallabia,%,Mallabia,11.0
2016,Mujer,16 años y más,,,,,Mañaria,%,Mañaria,11.5
2018,Mujer,16 años y más,,,,,Mañaria,%,Mañaria,10.3
2015,Mujer,16 años y más,,,,,Mañaria,%,Mañaria,11.6
2020,Mujer,16 años y más,,,,,Mañaria,%,Mañaria,8.9
2019,Mujer,16 años y más,,,,,Mañaria,%,Mañaria,7.4
2021,Mujer,16 años y más,,,,,Mañaria,%,Mañaria,11.8
2010,Mujer,16 años y más,,,,,Mañaria,%,Mañaria,6.9
2019,Mujer,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,7.4
2010,Mujer,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,7.6
2020,Mujer,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,7.3
2015,Mujer,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,12.7
2018,Mujer,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,7.3
2021,Mujer,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,8.7
2016,Mujer,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,12.0
2021,Mujer,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,7.9
2010,Mujer,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,7.2
2016,Mujer,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,10.6
2020,Mujer,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,5.0
2018,Mujer,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,7.3
2015,Mujer,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,11.8
2019,Mujer,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,8.0
2015,Mujer,16 años y más,,,,,Mendaro,%,Mendaro,15.6
2010,Mujer,16 años y más,,,,,Mendaro,%,Mendaro,9.5
2019,Mujer,16 años y más,,,,,Mendaro,%,Mendaro,9.9
2021,Mujer,16 años y más,,,,,Mendaro,%,Mendaro,10.2
2016,Mujer,16 años y más,,,,,Mendaro,%,Mendaro,14.4
2020,Mujer,16 años y más,,,,,Mendaro,%,Mendaro,9.7
2018,Mujer,16 años y más,,,,,Mendaro,%,Mendaro,12.0
2020,Mujer,16 años y más,,,,,Mendata,%,Mendata,5.8
2021,Mujer,16 años y más,,,,,Mendata,%,Mendata,7.2
2016,Mujer,16 años y más,,,,,Mendata,%,Mendata,12.1
2018,Mujer,16 años y más,,,,,Mendata,%,Mendata,5.9
2015,Mujer,16 años y más,,,,,Mendata,%,Mendata,7.1
2010,Mujer,16 años y más,,,,,Mendata,%,Mendata,3.7
2019,Mujer,16 años y más,,,,,Mendata,%,Mendata,7.2
2021,Mujer,16 años y más,,,,,Mendexa,%,Mendexa,8.7
2016,Mujer,16 años y más,,,,,Mendexa,%,Mendexa,9.1
2015,Mujer,16 años y más,,,,,Mendexa,%,Mendexa,7.4
2019,Mujer,16 años y más,,,,,Mendexa,%,Mendexa,4.5
2020,Mujer,16 años y más,,,,,Mendexa,%,Mendexa,6.3
2018,Mujer,16 años y más,,,,,Mendexa,%,Mendexa,5.6
2010,Mujer,16 años y más,,,,,Mendexa,%,Mendexa,7.5
2015,Mujer,16 años y más,,,,,Meñaka,%,Meñaka,7.5
2010,Mujer,16 años y más,,,,,Meñaka,%,Meñaka,6.5
2020,Mujer,16 años y más,,,,,Meñaka,%,Meñaka,5.6
2018,Mujer,16 años y más,,,,,Meñaka,%,Meñaka,4.7
2019,Mujer,16 años y más,,,,,Meñaka,%,Meñaka,8.7
2016,Mujer,16 años y más,,,,,Meñaka,%,Meñaka,7.8
2021,Mujer,16 años y más,,,,,Meñaka,%,Meñaka,7.3
2020,Mujer,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,14.0
2021,Mujer,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,11.5
2019,Mujer,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,11.7
2015,Mujer,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,19.1
2018,Mujer,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,21.7
2016,Mujer,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,12.5
2010,Mujer,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,16.0
2021,Mujer,16 años y más,,,,,Morga,%,Morga,11.2
2016,Mujer,16 años y más,,,,,Morga,%,Morga,9.8
2015,Mujer,16 años y más,,,,,Morga,%,Morga,9.9
2020,Mujer,16 años y más,,,,,Morga,%,Morga,10.9
2010,Mujer,16 años y más,,,,,Morga,%,Morga,10.6
2019,Mujer,16 años y más,,,,,Morga,%,Morga,13.0
2018,Mujer,16 años y más,,,,,Morga,%,Morga,21.0
2015,Mujer,16 años y más,,,,,Mundaka,%,Mundaka,14.7
2016,Mujer,16 años y más,,,,,Mundaka,%,Mundaka,12.7
2020,Mujer,16 años y más,,,,,Mundaka,%,Mundaka,8.7
2010,Mujer,16 años y más,,,,,Mundaka,%,Mundaka,7.3
2019,Mujer,16 años y más,,,,,Mundaka,%,Mundaka,8.7
2021,Mujer,16 años y más,,,,,Mundaka,%,Mundaka,9.9
2018,Mujer,16 años y más,,,,,Mundaka,%,Mundaka,9.8
2015,Mujer,16 años y más,,,,,Mungia,%,Mungia,14.7
2019,Mujer,16 años y más,,,,,Mungia,%,Mungia,11.5
2010,Mujer,16 años y más,,,,,Mungia,%,Mungia,8.9
2016,Mujer,16 años y más,,,,,Mungia,%,Mungia,15.8
2020,Mujer,16 años y más,,,,,Mungia,%,Mungia,10.6
2021,Mujer,16 años y más,,,,,Mungia,%,Mungia,10.7
2018,Mujer,16 años y más,,,,,Mungia,%,Mungia,12.0
2021,Mujer,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,7.8
2018,Mujer,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,4.7
2015,Mujer,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,4.5
2016,Mujer,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,11.9
2019,Mujer,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,6.4
2010,Mujer,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,6.2
2020,Mujer,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,10.3
2016,Mujer,16 años y más,,,,,Murueta,%,Murueta,11.0
2020,Mujer,16 años y más,,,,,Murueta,%,Murueta,6.1
2018,Mujer,16 años y más,,,,,Murueta,%,Murueta,12.9
2019,Mujer,16 años y más,,,,,Murueta,%,Murueta,7.1
2021,Mujer,16 años y más,,,,,Murueta,%,Murueta,11.1
2015,Mujer,16 años y más,,,,,Murueta,%,Murueta,12.3
2010,Mujer,16 años y más,,,,,Murueta,%,Murueta,9.2
2018,Mujer,16 años y más,,,,,Muskiz,%,Muskiz,14.6
2010,Mujer,16 años y más,,,,,Muskiz,%,Muskiz,9.4
2015,Mujer,16 años y más,,,,,Muskiz,%,Muskiz,19.1
2019,Mujer,16 años y más,,,,,Muskiz,%,Muskiz,14.1
2020,Mujer,16 años y más,,,,,Muskiz,%,Muskiz,13.1
2016,Mujer,16 años y más,,,,,Muskiz,%,Muskiz,19.0
2021,Mujer,16 años y más,,,,,Muskiz,%,Muskiz,14.0
2016,Mujer,16 años y más,,,,,Mutiloa,%,Mutiloa,8.2
2020,Mujer,16 años y más,,,,,Mutiloa,%,Mutiloa,5.8
2019,Mujer,16 años y más,,,,,Mutiloa,%,Mutiloa,4.2
2018,Mujer,16 años y más,,,,,Mutiloa,%,Mutiloa,4.4
2015,Mujer,16 años y más,,,,,Mutiloa,%,Mutiloa,12.0
2021,Mujer,16 años y más,,,,,Mutiloa,%,Mutiloa,6.7
2010,Mujer,16 años y más,,,,,Mutiloa,%,Mutiloa,6.0
2015,Mujer,16 años y más,,,,,Mutriku,%,Mutriku,14.9
2020,Mujer,16 años y más,,,,,Mutriku,%,Mutriku,12.7
2010,Mujer,16 años y más,,,,,Mutriku,%,Mutriku,9.2
2016,Mujer,16 años y más,,,,,Mutriku,%,Mutriku,15.4
2018,Mujer,16 años y más,,,,,Mutriku,%,Mutriku,11.8
2019,Mujer,16 años y más,,,,,Mutriku,%,Mutriku,12.5
2021,Mujer,16 años y más,,,,,Mutriku,%,Mutriku,14.2
2021,Mujer,16 años y más,,,,,Muxika,%,Muxika,6.5
2020,Mujer,16 años y más,,,,,Muxika,%,Muxika,6.2
2019,Mujer,16 años y más,,,,,Muxika,%,Muxika,9.3
2010,Mujer,16 años y más,,,,,Muxika,%,Muxika,7.9
2016,Mujer,16 años y más,,,,,Muxika,%,Muxika,12.9
2015,Mujer,16 años y más,,,,,Muxika,%,Muxika,12.3
2018,Mujer,16 años y más,,,,,Muxika,%,Muxika,10.7
2018,Mujer,16 años y más,,,,,Nabarniz,%,Nabarniz,6.0
2010,Mujer,16 años y más,,,,,Nabarniz,%,Nabarniz,5.9
2021,Mujer,16 años y más,,,,,Nabarniz,%,Nabarniz,6.0
2020,Mujer,16 años y más,,,,,Nabarniz,%,Nabarniz,9.2
2016,Mujer,16 años y más,,,,,Nabarniz,%,Nabarniz,8.3
2019,Mujer,16 años y más,,,,,Nabarniz,%,Nabarniz,9.9
2015,Mujer,16 años y más,,,,,Nabarniz,%,Nabarniz,6.6
2020,Mujer,16 años y más,,,,,Navaridas,%,Navaridas,6.3
2021,Mujer,16 años y más,,,,,Navaridas,%,Navaridas,7.1
2015,Mujer,16 años y más,,,,,Navaridas,%,Navaridas,15.8
2018,Mujer,16 años y más,,,,,Navaridas,%,Navaridas,7.3
2016,Mujer,16 años y más,,,,,Navaridas,%,Navaridas,8.3
2019,Mujer,16 años y más,,,,,Navaridas,%,Navaridas,13.9
2010,Mujer,16 años y más,,,,,Navaridas,%,Navaridas,3.3
2016,Mujer,16 años y más,,,,,Oiartzun,%,Oiartzun,11.2
2021,Mujer,16 años y más,,,,,Oiartzun,%,Oiartzun,7.9
2015,Mujer,16 años y más,,,,,Oiartzun,%,Oiartzun,11.2
2020,Mujer,16 años y más,,,,,Oiartzun,%,Oiartzun,7.1
2018,Mujer,16 años y más,,,,,Oiartzun,%,Oiartzun,8.5
2019,Mujer,16 años y más,,,,,Oiartzun,%,Oiartzun,7.7
2010,Mujer,16 años y más,,,,,Oiartzun,%,Oiartzun,7.1
2016,Mujer,16 años y más,,,,,Okondo,%,Okondo,19.4
2021,Mujer,16 años y más,,,,,Okondo,%,Okondo,11.2
2019,Mujer,16 años y más,,,,,Okondo,%,Okondo,13.5
2018,Mujer,16 años y más,,,,,Okondo,%,Okondo,16.2
2015,Mujer,16 años y más,,,,,Okondo,%,Okondo,14.8
2020,Mujer,16 años y más,,,,,Okondo,%,Okondo,16.0
2010,Mujer,16 años y más,,,,,Okondo,%,Okondo,9.9
2016,Mujer,16 años y más,,,,,Olaberria,%,Olaberria,17.1
2015,Mujer,16 años y más,,,,,Olaberria,%,Olaberria,15.8
2019,Mujer,16 años y más,,,,,Olaberria,%,Olaberria,13.3
2018,Mujer,16 años y más,,,,,Olaberria,%,Olaberria,12.8
2020,Mujer,16 años y más,,,,,Olaberria,%,Olaberria,12.4
2010,Mujer,16 años y más,,,,,Olaberria,%,Olaberria,7.3
2021,Mujer,16 años y más,,,,,Olaberria,%,Olaberria,9.1
2021,Mujer,16 años y más,,,,,Ondarroa,%,Ondarroa,15.9
2015,Mujer,16 años y más,,,,,Ondarroa,%,Ondarroa,20.8
2018,Mujer,16 años y más,,,,,Ondarroa,%,Ondarroa,16.0
2020,Mujer,16 años y más,,,,,Ondarroa,%,Ondarroa,12.8
2010,Mujer,16 años y más,,,,,Ondarroa,%,Ondarroa,10.0
2019,Mujer,16 años y más,,,,,Ondarroa,%,Ondarroa,14.6
2016,Mujer,16 años y más,,,,,Ondarroa,%,Ondarroa,17.3
2019,Mujer,16 años y más,,,,,Oñati,%,Oñati,6.6
2015,Mujer,16 años y más,,,,,Oñati,%,Oñati,8.8
2010,Mujer,16 años y más,,,,,Oñati,%,Oñati,5.5
2020,Mujer,16 años y más,,,,,Oñati,%,Oñati,6.2
2016,Mujer,16 años y más,,,,,Oñati,%,Oñati,9.4
2021,Mujer,16 años y más,,,,,Oñati,%,Oñati,7.0
2018,Mujer,16 años y más,,,,,Oñati,%,Oñati,6.2
2010,Mujer,16 años y más,,,,,Ordizia,%,Ordizia,8.8
2018,Mujer,16 años y más,,,,,Ordizia,%,Ordizia,12.6
2015,Mujer,16 años y más,,,,,Ordizia,%,Ordizia,14.3
2019,Mujer,16 años y más,,,,,Ordizia,%,Ordizia,10.5
2016,Mujer,16 años y más,,,,,Ordizia,%,Ordizia,15.1
2020,Mujer,16 años y más,,,,,Ordizia,%,Ordizia,9.8
2021,Mujer,16 años y más,,,,,Ordizia,%,Ordizia,10.5
2021,Mujer,16 años y más,,,,,Orendain,%,Orendain,3.7
2018,Mujer,16 años y más,,,,,Orendain,%,Orendain,4.1
2010,Mujer,16 años y más,,,,,Orendain,%,Orendain,5.7
2020,Mujer,16 años y más,,,,,Orendain,%,Orendain,2.0
2016,Mujer,16 años y más,,,,,Orendain,%,Orendain,8.5
2019,Mujer,16 años y más,,,,,Orendain,%,Orendain,4.2
2015,Mujer,16 años y más,,,,,Orendain,%,Orendain,7.0
2021,Mujer,16 años y más,,,,,Orexa,%,Orexa,4.8
2010,Mujer,16 años y más,,,,,Orexa,%,Orexa,4.0
2020,Mujer,16 años y más,,,,,Orexa,%,Orexa,8.3
2016,Mujer,16 años y más,,,,,Orexa,%,Orexa,0.0
2018,Mujer,16 años y más,,,,,Orexa,%,Orexa,0.0
2019,Mujer,16 años y más,,,,,Orexa,%,Orexa,8.3
2015,Mujer,16 años y más,,,,,Orexa,%,Orexa,4.0
2020,Mujer,16 años y más,,,,,Orio,%,Orio,11.0
2015,Mujer,16 años y más,,,,,Orio,%,Orio,14.4
2018,Mujer,16 años y más,,,,,Orio,%,Orio,10.4
2010,Mujer,16 años y más,,,,,Orio,%,Orio,6.6
2021,Mujer,16 años y más,,,,,Orio,%,Orio,11.2
2016,Mujer,16 años y más,,,,,Orio,%,Orio,13.9
2019,Mujer,16 años y más,,,,,Orio,%,Orio,9.3
2016,Mujer,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,14.2
2021,Mujer,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,8.9
2018,Mujer,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,12.6
2019,Mujer,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,10.2
2015,Mujer,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,11.0
2010,Mujer,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,8.8
2020,Mujer,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,8.4
2019,Mujer,16 años y más,,,,,Orozko,%,Orozko,9.8
2020,Mujer,16 años y más,,,,,Orozko,%,Orozko,10.9
2015,Mujer,16 años y más,,,,,Orozko,%,Orozko,13.8
2018,Mujer,16 años y más,,,,,Orozko,%,Orozko,9.7
2010,Mujer,16 años y más,,,,,Orozko,%,Orozko,6.6
2016,Mujer,16 años y más,,,,,Orozko,%,Orozko,13.9
2021,Mujer,16 años y más,,,,,Orozko,%,Orozko,10.8
2020,Mujer,16 años y más,,,,,Ortuella,%,Ortuella,14.6
2018,Mujer,16 años y más,,,,,Ortuella,%,Ortuella,16.7
2015,Mujer,16 años y más,,,,,Ortuella,%,Ortuella,20.0
2010,Mujer,16 años y más,,,,,Ortuella,%,Ortuella,8.8
2019,Mujer,16 años y más,,,,,Ortuella,%,Ortuella,16.2
2016,Mujer,16 años y más,,,,,Ortuella,%,Ortuella,22.0
2021,Mujer,16 años y más,,,,,Ortuella,%,Ortuella,18.1
2021,Mujer,16 años y más,,,,,Otxandio,%,Otxandio,9.2
2020,Mujer,16 años y más,,,,,Otxandio,%,Otxandio,8.5
2016,Mujer,16 años y más,,,,,Otxandio,%,Otxandio,12.9
2019,Mujer,16 años y más,,,,,Otxandio,%,Otxandio,8.0
2015,Mujer,16 años y más,,,,,Otxandio,%,Otxandio,12.4
2010,Mujer,16 años y más,,,,,Otxandio,%,Otxandio,5.6
2018,Mujer,16 años y más,,,,,Otxandio,%,Otxandio,9.1
2010,Mujer,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,18.1
2021,Mujer,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,19.5
2016,Mujer,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,29.1
2019,Mujer,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,24.7
2015,Mujer,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,25.0
2018,Mujer,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,24.6
2020,Mujer,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,21.2
2019,Mujer,16 años y más,,,,,Pasaia,%,Pasaia,11.7
2010,Mujer,16 años y más,,,,,Pasaia,%,Pasaia,9.0
2018,Mujer,16 años y más,,,,,Pasaia,%,Pasaia,13.3
2015,Mujer,16 años y más,,,,,Pasaia,%,Pasaia,15.4
2020,Mujer,16 años y más,,,,,Pasaia,%,Pasaia,10.7
2021,Mujer,16 años y más,,,,,Pasaia,%,Pasaia,12.3
2016,Mujer,16 años y más,,,,,Pasaia,%,Pasaia,15.7
2018,Mujer,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,11.8
2019,Mujer,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,6.3
2020,Mujer,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,4.7
2021,Mujer,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,4.2
2015,Mujer,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,8.6
2010,Mujer,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,10.7
2016,Mujer,16 años y más,,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,6.8
2020,Mujer,16 años y más,,,,,Plentzia,%,Plentzia,11.6
2021,Mujer,16 años y más,,,,,Plentzia,%,Plentzia,12.0
2015,Mujer,16 años y más,,,,,Plentzia,%,Plentzia,16.2
2018,Mujer,16 años y más,,,,,Plentzia,%,Plentzia,13.6
