Year,Sexua,Adina,Nazionalitatea,Desgaitasuna,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2022,Gizona,,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,3.6
2010,Gizona,,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,5.3
2021,Gizona,,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,6.3
2015,Gizona,,,,,,Erriberagoitia / Ribera Alta,%,Erriberagoitia / Ribera Alta,9.9
2021,Gizona,,,,,,Errigoiti,%,Errigoiti,9.2
2015,Gizona,,,,,,Errigoiti,%,Errigoiti,10.2
2019,Gizona,,,,,,Errigoiti,%,Errigoiti,6.2
2010,Gizona,,,,,,Errigoiti,%,Errigoiti,6.7
2016,Gizona,,,,,,Errigoiti,%,Errigoiti,13.6
2020,Gizona,,,,,,Errigoiti,%,Errigoiti,8.4
2023,Gizona,,,,,,Errigoiti,%,Errigoiti,8.1
2022,Gizona,,,,,,Errigoiti,%,Errigoiti,4.3
2018,Gizona,,,,,,Errigoiti,%,Errigoiti,9.0
2015,Gizona,,,,,,Eskoriatza,%,Eskoriatza,13.7
2018,Gizona,,,,,,Eskoriatza,%,Eskoriatza,6.1
2019,Gizona,,,,,,Eskoriatza,%,Eskoriatza,6.0
2023,Gizona,,,,,,Eskoriatza,%,Eskoriatza,4.5
2021,Gizona,,,,,,Eskoriatza,%,Eskoriatza,7.2
2016,Gizona,,,,,,Eskoriatza,%,Eskoriatza,11.5
2022,Gizona,,,,,,Eskoriatza,%,Eskoriatza,6.3
2020,Gizona,,,,,,Eskoriatza,%,Eskoriatza,5.5
2010,Gizona,,,,,,Eskoriatza,%,Eskoriatza,7.9
2010,Gizona,,,,,,Etxebarri,%,Etxebarri,8.4
2018,Gizona,,,,,,Etxebarri,%,Etxebarri,8.4
2022,Gizona,,,,,,Etxebarri,%,Etxebarri,6.0
2015,Gizona,,,,,,Etxebarri,%,Etxebarri,14.1
2016,Gizona,,,,,,Etxebarri,%,Etxebarri,12.8
2020,Gizona,,,,,,Etxebarri,%,Etxebarri,6.4
2021,Gizona,,,,,,Etxebarri,%,Etxebarri,8.1
2023,Gizona,,,,,,Etxebarri,%,Etxebarri,4.8
2019,Gizona,,,,,,Etxebarri,%,Etxebarri,6.4
2023,Gizona,,,,,,Etxebarria,%,Etxebarria,5.1
2020,Gizona,,,,,,Etxebarria,%,Etxebarria,8.7
2022,Gizona,,,,,,Etxebarria,%,Etxebarria,7.2
2015,Gizona,,,,,,Etxebarria,%,Etxebarria,8.7
2010,Gizona,,,,,,Etxebarria,%,Etxebarria,8.3
2018,Gizona,,,,,,Etxebarria,%,Etxebarria,5.1
2021,Gizona,,,,,,Etxebarria,%,Etxebarria,9.8
2019,Gizona,,,,,,Etxebarria,%,Etxebarria,7.1
2016,Gizona,,,,,,Etxebarria,%,Etxebarria,11.3
2020,Gizona,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.6
2021,Gizona,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,10.7
2010,Gizona,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,10.1
2023,Gizona,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.9
2018,Gizona,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.5
2016,Gizona,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.7
2022,Gizona,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.6
2019,Gizona,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,5.5
2015,Gizona,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,8.4
2022,Gizona,,,,,,Forua,%,Forua,7.1
2020,Gizona,,,,,,Forua,%,Forua,8.9
2021,Gizona,,,,,,Forua,%,Forua,9.4
2018,Gizona,,,,,,Forua,%,Forua,9.4
2010,Gizona,,,,,,Forua,%,Forua,13.4
2023,Gizona,,,,,,Forua,%,Forua,4.7
2016,Gizona,,,,,,Forua,%,Forua,17.1
2015,Gizona,,,,,,Forua,%,Forua,16.5
2019,Gizona,,,,,,Forua,%,Forua,9.8
2019,Gizona,,,,,,Fruiz,%,Fruiz,7.1
2020,Gizona,,,,,,Fruiz,%,Fruiz,4.1
2016,Gizona,,,,,,Fruiz,%,Fruiz,11.4
2010,Gizona,,,,,,Fruiz,%,Fruiz,7.1
2018,Gizona,,,,,,Fruiz,%,Fruiz,5.3
2023,Gizona,,,,,,Fruiz,%,Fruiz,6.5
2021,Gizona,,,,,,Fruiz,%,Fruiz,5.3
2022,Gizona,,,,,,Fruiz,%,Fruiz,7.4
2015,Gizona,,,,,,Fruiz,%,Fruiz,12.0
2019,Gizona,,,,,,Gabiria,%,Gabiria,4.1
2022,Gizona,,,,,,Gabiria,%,Gabiria,3.8
2018,Gizona,,,,,,Gabiria,%,Gabiria,3.3
2016,Gizona,,,,,,Gabiria,%,Gabiria,4.0
2021,Gizona,,,,,,Gabiria,%,Gabiria,5.4
2015,Gizona,,,,,,Gabiria,%,Gabiria,5.2
2020,Gizona,,,,,,Gabiria,%,Gabiria,4.6
2023,Gizona,,,,,,Gabiria,%,Gabiria,2.0
2010,Gizona,,,,,,Gabiria,%,Gabiria,7.7
2023,Gizona,,,,,,Gaintza,%,Gaintza,5.6
2010,Gizona,,,,,,Gaintza,%,Gaintza,5.7
2015,Gizona,,,,,,Gaintza,%,Gaintza,9.1
2018,Gizona,,,,,,Gaintza,%,Gaintza,12.1
2021,Gizona,,,,,,Gaintza,%,Gaintza,2.7
2022,Gizona,,,,,,Gaintza,%,Gaintza,2.5
2020,Gizona,,,,,,Gaintza,%,Gaintza,0.0
2016,Gizona,,,,,,Gaintza,%,Gaintza,6.7
2019,Gizona,,,,,,Gaintza,%,Gaintza,0.0
2018,Gizona,,,,,,Galdakao,%,Galdakao,8.9
2016,Gizona,,,,,,Galdakao,%,Galdakao,12.1
2015,Gizona,,,,,,Galdakao,%,Galdakao,14.5
2022,Gizona,,,,,,Galdakao,%,Galdakao,6.7
2010,Gizona,,,,,,Galdakao,%,Galdakao,8.3
2019,Gizona,,,,,,Galdakao,%,Galdakao,8.3
2020,Gizona,,,,,,Galdakao,%,Galdakao,8.0
2021,Gizona,,,,,,Galdakao,%,Galdakao,8.4
2023,Gizona,,,,,,Galdakao,%,Galdakao,6.0
2022,Gizona,,,,,,Galdames,%,Galdames,8.0
2016,Gizona,,,,,,Galdames,%,Galdames,13.6
2023,Gizona,,,,,,Galdames,%,Galdames,5.2
2010,Gizona,,,,,,Galdames,%,Galdames,6.3
2018,Gizona,,,,,,Galdames,%,Galdames,10.3
2015,Gizona,,,,,,Galdames,%,Galdames,13.8
2021,Gizona,,,,,,Galdames,%,Galdames,11.1
2019,Gizona,,,,,,Galdames,%,Galdames,12.7
2020,Gizona,,,,,,Galdames,%,Galdames,9.1
2010,Gizona,,,,,,Gamiz-Fika,%,Gamiz-Fika,5.5
2022,Gizona,,,,,,Gamiz-Fika,%,Gamiz-Fika,6.3
2023,Gizona,,,,,,Gamiz-Fika,%,Gamiz-Fika,7.1
2016,Gizona,,,,,,Gamiz-Fika,%,Gamiz-Fika,9.9
2021,Gizona,,,,,,Gamiz-Fika,%,Gamiz-Fika,8.4
2015,Gizona,,,,,,Gamiz-Fika,%,Gamiz-Fika,11.5
2020,Gizona,,,,,,Gamiz-Fika,%,Gamiz-Fika,7.4
2018,Gizona,,,,,,Gamiz-Fika,%,Gamiz-Fika,9.3
2019,Gizona,,,,,,Gamiz-Fika,%,Gamiz-Fika,7.3
2022,Gizona,,,,,,Garai,%,Garai,3.2
2021,Gizona,,,,,,Garai,%,Garai,0.0
2015,Gizona,,,,,,Garai,%,Garai,9.5
2023,Gizona,,,,,,Garai,%,Garai,2.1
2020,Gizona,,,,,,Garai,%,Garai,1.0
2018,Gizona,,,,,,Garai,%,Garai,2.2
2019,Gizona,,,,,,Garai,%,Garai,3.2
2010,Gizona,,,,,,Garai,%,Garai,5.2
2016,Gizona,,,,,,Garai,%,Garai,5.4
2019,Gizona,,,,,,Gatika,%,Gatika,6.8
2018,Gizona,,,,,,Gatika,%,Gatika,6.6
2021,Gizona,,,,,,Gatika,%,Gatika,8.3
2015,Gizona,,,,,,Gatika,%,Gatika,12.9
2023,Gizona,,,,,,Gatika,%,Gatika,4.8
2010,Gizona,,,,,,Gatika,%,Gatika,7.7
2022,Gizona,,,,,,Gatika,%,Gatika,7.0
2020,Gizona,,,,,,Gatika,%,Gatika,6.1
2016,Gizona,,,,,,Gatika,%,Gatika,11.0
2016,Gizona,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,13.7
2020,Gizona,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,6.6
2018,Gizona,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,10.4
2022,Gizona,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,5.9
2010,Gizona,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,11.0
2019,Gizona,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,10.0
2023,Gizona,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,2.9
2021,Gizona,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,5.6
2015,Gizona,,,,,,Gautegiz Arteaga,%,Gautegiz Arteaga,14.5
2023,Gizona,,,,,,Gaztelu,%,Gaztelu,6.5
2010,Gizona,,,,,,Gaztelu,%,Gaztelu,5.5
2022,Gizona,,,,,,Gaztelu,%,Gaztelu,2.0
2015,Gizona,,,,,,Gaztelu,%,Gaztelu,18.8
2020,Gizona,,,,,,Gaztelu,%,Gaztelu,4.4
2018,Gizona,,,,,,Gaztelu,%,Gaztelu,6.5
2016,Gizona,,,,,,Gaztelu,%,Gaztelu,5.1
2019,Gizona,,,,,,Gaztelu,%,Gaztelu,2.3
2021,Gizona,,,,,,Gaztelu,%,Gaztelu,6.0
2020,Gizona,,,,,,Gernika-Lumo,%,Gernika-Lumo,8.9
2015,Gizona,,,,,,Gernika-Lumo,%,Gernika-Lumo,17.0
2010,Gizona,,,,,,Gernika-Lumo,%,Gernika-Lumo,9.6
2021,Gizona,,,,,,Gernika-Lumo,%,Gernika-Lumo,9.4
2023,Gizona,,,,,,Gernika-Lumo,%,Gernika-Lumo,6.7
2018,Gizona,,,,,,Gernika-Lumo,%,Gernika-Lumo,8.9
2022,Gizona,,,,,,Gernika-Lumo,%,Gernika-Lumo,7.6
2016,Gizona,,,,,,Gernika-Lumo,%,Gernika-Lumo,14.1
2019,Gizona,,,,,,Gernika-Lumo,%,Gernika-Lumo,8.5
2018,Gizona,,,,,,Getaria,%,Getaria,9.5
2015,Gizona,,,,,,Getaria,%,Getaria,16.6
2016,Gizona,,,,,,Getaria,%,Getaria,12.8
2023,Gizona,,,,,,Getaria,%,Getaria,2.1
2019,Gizona,,,,,,Getaria,%,Getaria,11.1
2022,Gizona,,,,,,Getaria,%,Getaria,3.7
2021,Gizona,,,,,,Getaria,%,Getaria,9.8
2010,Gizona,,,,,,Getaria,%,Getaria,10.1
2020,Gizona,,,,,,Getaria,%,Getaria,9.3
2010,Gizona,,,,,,Getxo,%,Getxo,11.1
2023,Gizona,,,,,,Getxo,%,Getxo,7.0
2016,Gizona,,,,,,Getxo,%,Getxo,13.6
2021,Gizona,,,,,,Getxo,%,Getxo,10.3
2019,Gizona,,,,,,Getxo,%,Getxo,8.9
2018,Gizona,,,,,,Getxo,%,Getxo,10.4
2022,Gizona,,,,,,Getxo,%,Getxo,8.4
2020,Gizona,,,,,,Getxo,%,Getxo,8.5
2015,Gizona,,,,,,Getxo,%,Getxo,16.5
2021,Gizona,,,,,,Gizaburuaga,%,Gizaburuaga,6.6
2018,Gizona,,,,,,Gizaburuaga,%,Gizaburuaga,11.7
2022,Gizona,,,,,,Gizaburuaga,%,Gizaburuaga,7.3
2023,Gizona,,,,,,Gizaburuaga,%,Gizaburuaga,1.7
2015,Gizona,,,,,,Gizaburuaga,%,Gizaburuaga,13.3
2019,Gizona,,,,,,Gizaburuaga,%,Gizaburuaga,5.8
2016,Gizona,,,,,,Gizaburuaga,%,Gizaburuaga,10.0
2010,Gizona,,,,,,Gizaburuaga,%,Gizaburuaga,1.7
2020,Gizona,,,,,,Gizaburuaga,%,Gizaburuaga,1.8
2016,Gizona,,,,,,Gordexola,%,Gordexola,12.2
2018,Gizona,,,,,,Gordexola,%,Gordexola,9.2
2010,Gizona,,,,,,Gordexola,%,Gordexola,8.7
2019,Gizona,,,,,,Gordexola,%,Gordexola,8.2
2022,Gizona,,,,,,Gordexola,%,Gordexola,8.6
2020,Gizona,,,,,,Gordexola,%,Gordexola,9.4
2023,Gizona,,,,,,Gordexola,%,Gordexola,6.7
2021,Gizona,,,,,,Gordexola,%,Gordexola,8.6
2015,Gizona,,,,,,Gordexola,%,Gordexola,14.2
2022,Gizona,,,,,,Gorliz,%,Gorliz,8.8
2010,Gizona,,,,,,Gorliz,%,Gorliz,9.5
2018,Gizona,,,,,,Gorliz,%,Gorliz,10.0
2015,Gizona,,,,,,Gorliz,%,Gorliz,14.9
2021,Gizona,,,,,,Gorliz,%,Gorliz,10.3
2020,Gizona,,,,,,Gorliz,%,Gorliz,8.7
2016,Gizona,,,,,,Gorliz,%,Gorliz,14.3
2023,Gizona,,,,,,Gorliz,%,Gorliz,6.9
2019,Gizona,,,,,,Gorliz,%,Gorliz,8.9
2016,Gizona,,,,,,Güeñes,%,Güeñes,18.1
2023,Gizona,,,,,,Güeñes,%,Güeñes,8.8
2022,Gizona,,,,,,Güeñes,%,Güeñes,9.7
2015,Gizona,,,,,,Güeñes,%,Güeñes,17.3
2021,Gizona,,,,,,Güeñes,%,Güeñes,10.0
2010,Gizona,,,,,,Güeñes,%,Güeñes,9.0
2020,Gizona,,,,,,Güeñes,%,Güeñes,9.8
2018,Gizona,,,,,,Güeñes,%,Güeñes,11.0
2019,Gizona,,,,,,Güeñes,%,Güeñes,9.8
2022,Gizona,,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,7.9
2019,Gizona,,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,6.3
2016,Gizona,,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,16.9
2023,Gizona,,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,6.7
2018,Gizona,,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,4.7
2010,Gizona,,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,8.2
2020,Gizona,,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,5.0
2021,Gizona,,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,13.6
2015,Gizona,,,,,,Harana / Valle de Arana,%,Harana / Valle de Arana,7.8
2023,Gizona,,,,,,Hernani,%,Hernani,6.7
2021,Gizona,,,,,,Hernani,%,Hernani,8.4
2022,Gizona,,,,,,Hernani,%,Hernani,6.8
2018,Gizona,,,,,,Hernani,%,Hernani,8.5
2019,Gizona,,,,,,Hernani,%,Hernani,7.4
2015,Gizona,,,,,,Hernani,%,Hernani,14.8
2016,Gizona,,,,,,Hernani,%,Hernani,12.9
2020,Gizona,,,,,,Hernani,%,Hernani,6.5
2010,Gizona,,,,,,Hernani,%,Hernani,8.8
2021,Gizona,,,,,,Hernialde,%,Hernialde,11.5
2018,Gizona,,,,,,Hernialde,%,Hernialde,8.2
2022,Gizona,,,,,,Hernialde,%,Hernialde,11.5
2020,Gizona,,,,,,Hernialde,%,Hernialde,6.8
2023,Gizona,,,,,,Hernialde,%,Hernialde,1.4
2016,Gizona,,,,,,Hernialde,%,Hernialde,10.3
2015,Gizona,,,,,,Hernialde,%,Hernialde,11.0
2010,Gizona,,,,,,Hernialde,%,Hernialde,3.3
2019,Gizona,,,,,,Hernialde,%,Hernialde,12.0
2019,Gizona,,,,,,Hondarribia,%,Hondarribia,8.9
2023,Gizona,,,,,,Hondarribia,%,Hondarribia,5.7
2021,Gizona,,,,,,Hondarribia,%,Hondarribia,9.9
2020,Gizona,,,,,,Hondarribia,%,Hondarribia,9.7
2022,Gizona,,,,,,Hondarribia,%,Hondarribia,6.3
2016,Gizona,,,,,,Hondarribia,%,Hondarribia,13.8
2018,Gizona,,,,,,Hondarribia,%,Hondarribia,9.8
2010,Gizona,,,,,,Hondarribia,%,Hondarribia,10.4
2015,Gizona,,,,,,Hondarribia,%,Hondarribia,16.0
2020,Gizona,,,,,,Ibarra,%,Ibarra,7.0
2016,Gizona,,,,,,Ibarra,%,Ibarra,12.2
2022,Gizona,,,,,,Ibarra,%,Ibarra,6.7
2021,Gizona,,,,,,Ibarra,%,Ibarra,7.8
2023,Gizona,,,,,,Ibarra,%,Ibarra,6.3
2018,Gizona,,,,,,Ibarra,%,Ibarra,10.1
2019,Gizona,,,,,,Ibarra,%,Ibarra,7.3
2010,Gizona,,,,,,Ibarra,%,Ibarra,8.9
2015,Gizona,,,,,,Ibarra,%,Ibarra,12.9
2021,Gizona,,,,,,Ibarrangelu,%,Ibarrangelu,11.7
2022,Gizona,,,,,,Ibarrangelu,%,Ibarrangelu,10.8
2019,Gizona,,,,,,Ibarrangelu,%,Ibarrangelu,7.4
2020,Gizona,,,,,,Ibarrangelu,%,Ibarrangelu,12.8
2016,Gizona,,,,,,Ibarrangelu,%,Ibarrangelu,12.6
2023,Gizona,,,,,,Ibarrangelu,%,Ibarrangelu,8.6
2010,Gizona,,,,,,Ibarrangelu,%,Ibarrangelu,8.0
2015,Gizona,,,,,,Ibarrangelu,%,Ibarrangelu,13.3
2018,Gizona,,,,,,Ibarrangelu,%,Ibarrangelu,9.3
2020,Gizona,,,,,,Idiazabal,%,Idiazabal,4.4
2010,Gizona,,,,,,Idiazabal,%,Idiazabal,7.5
2018,Gizona,,,,,,Idiazabal,%,Idiazabal,4.2
2019,Gizona,,,,,,Idiazabal,%,Idiazabal,5.2
2016,Gizona,,,,,,Idiazabal,%,Idiazabal,5.5
2015,Gizona,,,,,,Idiazabal,%,Idiazabal,8.4
2022,Gizona,,,,,,Idiazabal,%,Idiazabal,3.2
2023,Gizona,,,,,,Idiazabal,%,Idiazabal,3.1
2021,Gizona,,,,,,Idiazabal,%,Idiazabal,6.9
2021,Gizona,,,,,,Igorre,%,Igorre,9.9
2020,Gizona,,,,,,Igorre,%,Igorre,7.4
2023,Gizona,,,,,,Igorre,%,Igorre,6.7
2015,Gizona,,,,,,Igorre,%,Igorre,14.6
2010,Gizona,,,,,,Igorre,%,Igorre,8.6
2022,Gizona,,,,,,Igorre,%,Igorre,7.9
2019,Gizona,,,,,,Igorre,%,Igorre,6.2
2018,Gizona,,,,,,Igorre,%,Igorre,7.8
2016,Gizona,,,,,,Igorre,%,Igorre,12.3
2018,Gizona,,,,,,Ikaztegieta,%,Ikaztegieta,10.1
2023,Gizona,,,,,,Ikaztegieta,%,Ikaztegieta,7.2
2016,Gizona,,,,,,Ikaztegieta,%,Ikaztegieta,14.5
2019,Gizona,,,,,,Ikaztegieta,%,Ikaztegieta,5.4
2010,Gizona,,,,,,Ikaztegieta,%,Ikaztegieta,8.3
2021,Gizona,,,,,,Ikaztegieta,%,Ikaztegieta,7.1
2022,Gizona,,,,,,Ikaztegieta,%,Ikaztegieta,7.8
2020,Gizona,,,,,,Ikaztegieta,%,Ikaztegieta,6.3
2015,Gizona,,,,,,Ikaztegieta,%,Ikaztegieta,10.5
2022,Gizona,,,,,,Irun,%,Irun,8.6
2016,Gizona,,,,,,Irun,%,Irun,15.3
2023,Gizona,,,,,,Irun,%,Irun,8.1
2018,Gizona,,,,,,Irun,%,Irun,10.5
2015,Gizona,,,,,,Irun,%,Irun,18.4
2020,Gizona,,,,,,Irun,%,Irun,9.8
2010,Gizona,,,,,,Irun,%,Irun,11.3
2021,Gizona,,,,,,Irun,%,Irun,10.8
2019,Gizona,,,,,,Irun,%,Irun,9.4
2015,Gizona,,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,14.5
2016,Gizona,,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,11.4
2019,Gizona,,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,7.9
2021,Gizona,,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,9.0
2010,Gizona,,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,6.9
2020,Gizona,,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,7.2
2022,Gizona,,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,6.0
2023,Gizona,,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,7.2
2018,Gizona,,,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,7.1
2018,Gizona,,,,,,Irura,%,Irura,6.0
2021,Gizona,,,,,,Irura,%,Irura,5.9
2022,Gizona,,,,,,Irura,%,Irura,3.4
2020,Gizona,,,,,,Irura,%,Irura,3.8
2023,Gizona,,,,,,Irura,%,Irura,3.7
2019,Gizona,,,,,,Irura,%,Irura,6.1
2015,Gizona,,,,,,Irura,%,Irura,11.5
2016,Gizona,,,,,,Irura,%,Irura,9.6
2010,Gizona,,,,,,Irura,%,Irura,7.1
2010,Gizona,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.0
2016,Gizona,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,3.1
2023,Gizona,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.5
2020,Gizona,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.7
2015,Gizona,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,11.4
2018,Gizona,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.2
2019,Gizona,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,2.4
2021,Gizona,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,4.9
2022,Gizona,,,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,5.1
2020,Gizona,,,,,,Ispaster,%,Ispaster,5.4
2019,Gizona,,,,,,Ispaster,%,Ispaster,8.0
2016,Gizona,,,,,,Ispaster,%,Ispaster,7.8
2021,Gizona,,,,,,Ispaster,%,Ispaster,9.4
2018,Gizona,,,,,,Ispaster,%,Ispaster,8.0
2022,Gizona,,,,,,Ispaster,%,Ispaster,7.7
2015,Gizona,,,,,,Ispaster,%,Ispaster,9.0
2010,Gizona,,,,,,Ispaster,%,Ispaster,7.3
2023,Gizona,,,,,,Ispaster,%,Ispaster,3.8
2020,Gizona,,,,,,Itsasondo,%,Itsasondo,6.0
2018,Gizona,,,,,,Itsasondo,%,Itsasondo,6.7
2010,Gizona,,,,,,Itsasondo,%,Itsasondo,9.0
2015,Gizona,,,,,,Itsasondo,%,Itsasondo,14.0
2021,Gizona,,,,,,Itsasondo,%,Itsasondo,9.9
2023,Gizona,,,,,,Itsasondo,%,Itsasondo,7.7
2022,Gizona,,,,,,Itsasondo,%,Itsasondo,4.2
2019,Gizona,,,,,,Itsasondo,%,Itsasondo,7.8
2016,Gizona,,,,,,Itsasondo,%,Itsasondo,9.1
2021,Gizona,,,,,,Iurreta,%,Iurreta,10.6
2015,Gizona,,,,,,Iurreta,%,Iurreta,16.0
2022,Gizona,,,,,,Iurreta,%,Iurreta,7.6
2010,Gizona,,,,,,Iurreta,%,Iurreta,9.8
2023,Gizona,,,,,,Iurreta,%,Iurreta,7.2
2019,Gizona,,,,,,Iurreta,%,Iurreta,8.7
2016,Gizona,,,,,,Iurreta,%,Iurreta,13.4
2018,Gizona,,,,,,Iurreta,%,Iurreta,9.1
2020,Gizona,,,,,,Iurreta,%,Iurreta,10.2
2010,Gizona,,,,,,Izurtza,%,Izurtza,8.4
2016,Gizona,,,,,,Izurtza,%,Izurtza,16.3
2023,Gizona,,,,,,Izurtza,%,Izurtza,5.9
2015,Gizona,,,,,,Izurtza,%,Izurtza,14.0
2019,Gizona,,,,,,Izurtza,%,Izurtza,4.7
2018,Gizona,,,,,,Izurtza,%,Izurtza,4.9
2020,Gizona,,,,,,Izurtza,%,Izurtza,11.3
2022,Gizona,,,,,,Izurtza,%,Izurtza,3.2
2021,Gizona,,,,,,Izurtza,%,Izurtza,1.5
2023,Gizona,,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,10.2
2021,Gizona,,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,12.5
2016,Gizona,,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,21.4
2010,Gizona,,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,10.6
2019,Gizona,,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,15.4
2020,Gizona,,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,13.1
2022,Gizona,,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,10.5
2018,Gizona,,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,19.0
2015,Gizona,,,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,19.1
2016,Gizona,,,,,,Kortezubi,%,Kortezubi,5.9
2018,Gizona,,,,,,Kortezubi,%,Kortezubi,4.2
2020,Gizona,,,,,,Kortezubi,%,Kortezubi,6.1
2022,Gizona,,,,,,Kortezubi,%,Kortezubi,5.2
2019,Gizona,,,,,,Kortezubi,%,Kortezubi,5.2
2021,Gizona,,,,,,Kortezubi,%,Kortezubi,5.2
2023,Gizona,,,,,,Kortezubi,%,Kortezubi,7.6
2010,Gizona,,,,,,Kortezubi,%,Kortezubi,4.1
2015,Gizona,,,,,,Kortezubi,%,Kortezubi,8.3
2019,Gizona,,,,,,Kripan,%,Kripan,2.1
2022,Gizona,,,,,,Kripan,%,Kripan,4.1
2020,Gizona,,,,,,Kripan,%,Kripan,4.3
2023,Gizona,,,,,,Kripan,%,Kripan,0.0
2021,Gizona,,,,,,Kripan,%,Kripan,13.3
2010,Gizona,,,,,,Kripan,%,Kripan,4.3
2018,Gizona,,,,,,Kripan,%,Kripan,0.0
2016,Gizona,,,,,,Kripan,%,Kripan,9.3
2015,Gizona,,,,,,Kripan,%,Kripan,10.9
2010,Gizona,,,,,,Kuartango,%,Kuartango,4.2
2022,Gizona,,,,,,Kuartango,%,Kuartango,6.0
2020,Gizona,,,,,,Kuartango,%,Kuartango,8.2
2019,Gizona,,,,,,Kuartango,%,Kuartango,7.3
2016,Gizona,,,,,,Kuartango,%,Kuartango,7.8
2018,Gizona,,,,,,Kuartango,%,Kuartango,8.5
2021,Gizona,,,,,,Kuartango,%,Kuartango,8.3
2023,Gizona,,,,,,Kuartango,%,Kuartango,4.3
2015,Gizona,,,,,,Kuartango,%,Kuartango,11.3
2022,Gizona,,,,,,Labastida / Bastida,%,Labastida / Bastida,6.1
2023,Gizona,,,,,,Labastida / Bastida,%,Labastida / Bastida,8.5
2019,Gizona,,,,,,Labastida / Bastida,%,Labastida / Bastida,14.4
2010,Gizona,,,,,,Labastida / Bastida,%,Labastida / Bastida,14.3
2021,Gizona,,,,,,Labastida / Bastida,%,Labastida / Bastida,12.8
2020,Gizona,,,,,,Labastida / Bastida,%,Labastida / Bastida,12.7
2015,Gizona,,,,,,Labastida / Bastida,%,Labastida / Bastida,18.8
2018,Gizona,,,,,,Labastida / Bastida,%,Labastida / Bastida,13.8
2016,Gizona,,,,,,Labastida / Bastida,%,Labastida / Bastida,14.2
2018,Gizona,,,,,,Lagrán,%,Lagrán,12.5
