Year,Trebetasun informatikoa,Sexua,Adina,Lurralde historikoa,Units,Value
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,,%,56.24
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,,%,60.91
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,,%,57.35
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,,%,68.05
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Araba / Álava,%,55.98
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Araba / Álava,%,59.34
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Araba / Álava,%,69.67
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Araba / Álava,%,52.49
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Araba / Álava,%,58.72
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Bizkaia,%,57.05
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Bizkaia,%,58.97
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Bizkaia,%,59.84
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Bizkaia,%,68.17
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Bizkaia,%,54.6
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Gipuzkoa,%,55.07
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Gipuzkoa,%,53.9
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Gipuzkoa,%,63.68
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Gipuzkoa,%,54.55
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,16-74 urte,Gipuzkoa,%,67.13
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,,%,64.79
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,,%,52.49
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,,%,57.35
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,,%,54.65
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,,%,51.54
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Araba / Álava,%,53.44
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Araba / Álava,%,65.94
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Araba / Álava,%,56.94
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Araba / Álava,%,50.1
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Araba / Álava,%,54.06
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Bizkaia,%,53.37
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Bizkaia,%,56.62
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Bizkaia,%,65.64
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Bizkaia,%,56.39
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Bizkaia,%,52.24
2022,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Gipuzkoa,%,50.62
2019,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Gipuzkoa,%,50.81
2023,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Gipuzkoa,%,51.09
2021,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Gipuzkoa,%,62.86
2020,Softwarea edo aplikazioak instalatzea (app-ak),Gizona,25-74 urte,Gipuzkoa,%,60.11
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,,%,45.54
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,,%,47.09
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,,%,46.21
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,,%,36.68
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,,%,26.84
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Araba / Álava,%,40.31
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Araba / Álava,%,40.3
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Araba / Álava,%,50.88
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Araba / Álava,%,39.35
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Araba / Álava,%,24.81
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Bizkaia,%,45.54
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Bizkaia,%,46.35
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Bizkaia,%,28.04
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Bizkaia,%,47.25
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Bizkaia,%,36.42
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Gipuzkoa,%,47.31
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Gipuzkoa,%,35.6
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Gipuzkoa,%,46.46
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Gipuzkoa,%,26.03
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-24 urte,Gipuzkoa,%,48.36
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,,%,27.86
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,,%,15.99
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,,%,23.02
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,,%,28.44
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,,%,33.43
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Araba / Álava,%,26.99
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Araba / Álava,%,16.17
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Araba / Álava,%,31.66
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Araba / Álava,%,23.59
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Araba / Álava,%,26.81
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Bizkaia,%,16.73
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Bizkaia,%,27.9
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Bizkaia,%,34.41
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Bizkaia,%,27.96
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Bizkaia,%,22.47
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Gipuzkoa,%,32.69
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Gipuzkoa,%,28.08
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Gipuzkoa,%,30.07
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Gipuzkoa,%,23.66
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,16-74 urte,Gipuzkoa,%,14.73
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,,%,21.22
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,,%,14.77
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,,%,31.83
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,,%,25.39
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,,%,26.13
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Araba / Álava,%,21.59
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Araba / Álava,%,15.19
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Araba / Álava,%,30.59
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Araba / Álava,%,23.79
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Araba / Álava,%,25.17
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Bizkaia,%,33.0
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Bizkaia,%,15.54
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Bizkaia,%,25.51
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Bizkaia,%,25.71
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Bizkaia,%,20.65
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Gipuzkoa,%,27.92
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Gipuzkoa,%,25.3
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Gipuzkoa,%,13.32
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Gipuzkoa,%,30.5
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",,25-74 urte,Gipuzkoa,%,21.98
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,,%,20.92
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,,%,38.31
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,,%,43.67
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,,%,33.27
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,,%,46.26
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Araba / Álava,%,37.67
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Araba / Álava,%,37.98
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Araba / Álava,%,15.98
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Araba / Álava,%,53.03
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Araba / Álava,%,40.89
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Bizkaia,%,39.11
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Bizkaia,%,23.45
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Bizkaia,%,39.79
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Bizkaia,%,29.02
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Bizkaia,%,45.21
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Gipuzkoa,%,38.14
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Gipuzkoa,%,44.88
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Gipuzkoa,%,50.47
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Gipuzkoa,%,37.19
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-24 urte,Gipuzkoa,%,19.62
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,,%,29.31
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,,%,23.51
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,,%,11.61
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,,%,25.47
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,,%,19.46
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Araba / Álava,%,19.28
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Araba / Álava,%,24.4
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Araba / Álava,%,8.75
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Araba / Álava,%,26.0
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Araba / Álava,%,24.05
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Bizkaia,%,24.81
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Bizkaia,%,18.43
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Bizkaia,%,22.38
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Bizkaia,%,30.26
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Bizkaia,%,13.52
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Gipuzkoa,%,9.81
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Gipuzkoa,%,29.29
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Gipuzkoa,%,25.12
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Gipuzkoa,%,27.06
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,16-74 urte,Gipuzkoa,%,21.28
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,,%,27.52
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,,%,23.03
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,,%,17.71
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,,%,10.57
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,,%,21.65
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Araba / Álava,%,21.12
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Araba / Álava,%,22.35
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Araba / Álava,%,7.88
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Araba / Álava,%,17.14
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Araba / Álava,%,24.23
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Bizkaia,%,20.3
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Bizkaia,%,17.11
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Bizkaia,%,22.48
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Bizkaia,%,12.49
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Bizkaia,%,29.11
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Gipuzkoa,%,24.83
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Gipuzkoa,%,8.62
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Gipuzkoa,%,26.42
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Gipuzkoa,%,23.57
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Emakumea,25-74 urte,Gipuzkoa,%,19.01
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,,%,47.3
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,,%,39.99
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,,%,53.26
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,,%,32.81
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,,%,47.85
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Araba / Álava,%,49.01
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Araba / Álava,%,42.88
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Araba / Álava,%,35.16
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Araba / Álava,%,38.16
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Araba / Álava,%,42.22
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Bizkaia,%,51.15
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Bizkaia,%,32.63
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Bizkaia,%,43.76
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Bizkaia,%,47.43
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Bizkaia,%,55.21
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Gipuzkoa,%,46.3
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Gipuzkoa,%,47.94
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Gipuzkoa,%,32.18
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Gipuzkoa,%,33.21
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-24 urte,Gipuzkoa,%,55.51
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,,%,31.46
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,,%,32.22
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,,%,37.7
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,,%,20.51
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,,%,26.75
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Araba / Álava,%,29.91
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Araba / Álava,%,29.26
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Araba / Álava,%,23.92
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Araba / Álava,%,28.03
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Araba / Álava,%,37.29
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Bizkaia,%,20.07
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Bizkaia,%,31.07
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Bizkaia,%,26.8
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Bizkaia,%,33.67
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Bizkaia,%,38.78
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Gipuzkoa,%,31.0
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Gipuzkoa,%,19.69
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Gipuzkoa,%,33.15
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Gipuzkoa,%,36.17
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,16-74 urte,Gipuzkoa,%,26.07
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,,%,29.32
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,,%,29.21
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,,%,24.92
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,,%,36.35
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,,%,19.11
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,Araba / Álava,%,26.56
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,Araba / Álava,%,22.74
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,Araba / Álava,%,26.21
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,Araba / Álava,%,28.04
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,Araba / Álava,%,37.15
2019,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,Bizkaia,%,18.72
2023,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,Bizkaia,%,37.15
2020,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,Bizkaia,%,29.03
2022,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,Bizkaia,%,24.49
2021,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",Gizona,25-74 urte,Bizkaia,%,30.86
