Year,Teknologia berriztagarri mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2019,,,,Lazkao,Watts per capita,Lazkao,11.8
2011,,,,Leaburu,Watts per capita,Leaburu,7.9
2023,,,,Leaburu,Watts per capita,Leaburu,353.2
2018,,,,Leaburu,Watts per capita,Leaburu,41.3
2017,,,,Leaburu,Watts per capita,Leaburu,40.9
2019,,,,Leaburu,Watts per capita,Leaburu,39.7
2015,,,,Leaburu,Watts per capita,Leaburu,42.2
2016,,,,Leaburu,Watts per capita,Leaburu,41.8
2012,,,,Leaburu,Watts per capita,Leaburu,8.4
2013,,,,Leaburu,Watts per capita,Leaburu,8.1
2010,,,,Leaburu,Watts per capita,Leaburu,7.9
2022,,,,Leaburu,Watts per capita,Leaburu,39.2
2021,,,,Leaburu,Watts per capita,Leaburu,40.3
2014,,,,Leaburu,Watts per capita,Leaburu,8.4
2020,,,,Leaburu,Watts per capita,Leaburu,40.8
2012,,,,Legazpi,Watts per capita,Legazpi,8.0
2020,,,,Legazpi,Watts per capita,Legazpi,9.3
2018,,,,Legazpi,Watts per capita,Legazpi,8.7
2011,,,,Legazpi,Watts per capita,Legazpi,8.1
2021,,,,Legazpi,Watts per capita,Legazpi,9.3
2016,,,,Legazpi,Watts per capita,Legazpi,8.7
2017,,,,Legazpi,Watts per capita,Legazpi,8.7
2010,,,,Legazpi,Watts per capita,Legazpi,7.5
2013,,,,Legazpi,Watts per capita,Legazpi,8.1
2014,,,,Legazpi,Watts per capita,Legazpi,8.7
2015,,,,Legazpi,Watts per capita,Legazpi,8.7
2019,,,,Legazpi,Watts per capita,Legazpi,9.2
2023,,,,Legazpi,Watts per capita,Legazpi,15.7
2022,,,,Legazpi,Watts per capita,Legazpi,10.8
2014,,,,Legorreta,Watts per capita,Legorreta,3.2
2010,,,,Legorreta,Watts per capita,Legorreta,1.3
2021,,,,Legorreta,Watts per capita,Legorreta,3.0
2012,,,,Legorreta,Watts per capita,Legorreta,2.9
2022,,,,Legorreta,Watts per capita,Legorreta,5.4
2011,,,,Legorreta,Watts per capita,Legorreta,2.9
2018,,,,Legorreta,Watts per capita,Legorreta,3.0
2015,,,,Legorreta,Watts per capita,Legorreta,3.2
2016,,,,Legorreta,Watts per capita,Legorreta,3.0
2023,,,,Legorreta,Watts per capita,Legorreta,151.8
2019,,,,Legorreta,Watts per capita,Legorreta,3.0
2020,,,,Legorreta,Watts per capita,Legorreta,3.0
2013,,,,Legorreta,Watts per capita,Legorreta,3.0
2017,,,,Legorreta,Watts per capita,Legorreta,3.0
2023,,,,Legutio,Watts per capita,Legutio,868.6
2012,,,,Legutio,Watts per capita,Legutio,461.9
2020,,,,Legutio,Watts per capita,Legutio,490.7
2018,,,,Legutio,Watts per capita,Legutio,450.9
2022,,,,Legutio,Watts per capita,Legutio,731.2
2019,,,,Legutio,Watts per capita,Legutio,513.4
2017,,,,Legutio,Watts per capita,Legutio,455.6
2013,,,,Legutio,Watts per capita,Legutio,474.7
2011,,,,Legutio,Watts per capita,Legutio,456.0
2014,,,,Legutio,Watts per capita,Legutio,472.5
2015,,,,Legutio,Watts per capita,Legutio,465.5
2016,,,,Legutio,Watts per capita,Legutio,471.4
2010,,,,Legutio,Watts per capita,Legutio,456.5
2021,,,,Legutio,Watts per capita,Legutio,740.5
2023,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,127.1
2018,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,63.6
2010,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,37.2
2013,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,38.8
2012,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,36.7
2020,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,70.4
2017,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,64.1
2016,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,65.2
2021,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,72.3
2011,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,37.5
2015,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,64.7
2022,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,76.1
2014,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,63.5
2019,,,,Leintz-Gatzaga,Watts per capita,Leintz-Gatzaga,67.9
2021,,,,Leioa,Watts per capita,Leioa,123.2
2013,,,,Leioa,Watts per capita,Leioa,21.4
2017,,,,Leioa,Watts per capita,Leioa,125.4
2012,,,,Leioa,Watts per capita,Leioa,21.4
2014,,,,Leioa,Watts per capita,Leioa,21.3
2011,,,,Leioa,Watts per capita,Leioa,21.4
2016,,,,Leioa,Watts per capita,Leioa,125.0
2022,,,,Leioa,Watts per capita,Leioa,122.4
2015,,,,Leioa,Watts per capita,Leioa,21.2
2023,,,,Leioa,Watts per capita,Leioa,132.7
2019,,,,Leioa,Watts per capita,Leioa,123.4
2010,,,,Leioa,Watts per capita,Leioa,21.5
2020,,,,Leioa,Watts per capita,Leioa,121.5
2018,,,,Leioa,Watts per capita,Leioa,124.3
2011,,,,Lekeitio,Watts per capita,Lekeitio,10.5
2019,,,,Lekeitio,Watts per capita,Lekeitio,11.7
2015,,,,Lekeitio,Watts per capita,Lekeitio,10.8
2016,,,,Lekeitio,Watts per capita,Lekeitio,10.8
2012,,,,Lekeitio,Watts per capita,Lekeitio,10.5
2013,,,,Lekeitio,Watts per capita,Lekeitio,10.6
2022,,,,Lekeitio,Watts per capita,Lekeitio,12.4
2018,,,,Lekeitio,Watts per capita,Lekeitio,10.7
2014,,,,Lekeitio,Watts per capita,Lekeitio,10.7
2020,,,,Lekeitio,Watts per capita,Lekeitio,12.2
2017,,,,Lekeitio,Watts per capita,Lekeitio,10.7
2021,,,,Lekeitio,Watts per capita,Lekeitio,12.4
2010,,,,Lekeitio,Watts per capita,Lekeitio,10.5
2023,,,,Lekeitio,Watts per capita,Lekeitio,14.8
2023,,,,Lemoa,Watts per capita,Lemoa,111.7
2014,,,,Lemoa,Watts per capita,Lemoa,49.4
2013,,,,Lemoa,Watts per capita,Lemoa,49.0
2017,,,,Lemoa,Watts per capita,Lemoa,48.9
2022,,,,Lemoa,Watts per capita,Lemoa,53.6
2015,,,,Lemoa,Watts per capita,Lemoa,49.2
2021,,,,Lemoa,Watts per capita,Lemoa,53.7
2018,,,,Lemoa,Watts per capita,Lemoa,49.1
2011,,,,Lemoa,Watts per capita,Lemoa,48.7
2020,,,,Lemoa,Watts per capita,Lemoa,53.1
2012,,,,Lemoa,Watts per capita,Lemoa,48.1
2016,,,,Lemoa,Watts per capita,Lemoa,48.4
2010,,,,Lemoa,Watts per capita,Lemoa,49.5
2019,,,,Lemoa,Watts per capita,Lemoa,48.9
2017,,,,Lemoiz,Watts per capita,Lemoiz,64.0
2021,,,,Lemoiz,Watts per capita,Lemoiz,66.5
2022,,,,Lemoiz,Watts per capita,Lemoiz,66.5
2019,,,,Lemoiz,Watts per capita,Lemoiz,66.0
2012,,,,Lemoiz,Watts per capita,Lemoiz,63.6
2023,,,,Lemoiz,Watts per capita,Lemoiz,111.2
2016,,,,Lemoiz,Watts per capita,Lemoiz,64.3
2020,,,,Lemoiz,Watts per capita,Lemoiz,64.6
2010,,,,Lemoiz,Watts per capita,Lemoiz,69.8
2013,,,,Lemoiz,Watts per capita,Lemoiz,66.5
2011,,,,Lemoiz,Watts per capita,Lemoiz,67.1
2018,,,,Lemoiz,Watts per capita,Lemoiz,67.0
2014,,,,Lemoiz,Watts per capita,Lemoiz,64.5
2015,,,,Lemoiz,Watts per capita,Lemoiz,63.9
2010,,,,Leza,Watts per capita,Leza,0.0
2019,,,,Leza,Watts per capita,Leza,0.9
2016,,,,Leza,Watts per capita,Leza,0.9
2023,,,,Leza,Watts per capita,Leza,39.0
2015,,,,Leza,Watts per capita,Leza,0.9
2020,,,,Leza,Watts per capita,Leza,0.9
2017,,,,Leza,Watts per capita,Leza,0.9
2011,,,,Leza,Watts per capita,Leza,0.0
2022,,,,Leza,Watts per capita,Leza,0.9
2013,,,,Leza,Watts per capita,Leza,0.9
2018,,,,Leza,Watts per capita,Leza,0.9
2012,,,,Leza,Watts per capita,Leza,0.9
2021,,,,Leza,Watts per capita,Leza,0.9
2014,,,,Leza,Watts per capita,Leza,0.0
2011,,,,Lezama,Watts per capita,Lezama,31.6
2019,,,,Lezama,Watts per capita,Lezama,53.7
2020,,,,Lezama,Watts per capita,Lezama,54.5
2023,,,,Lezama,Watts per capita,Lezama,157.6
2014,,,,Lezama,Watts per capita,Lezama,40.6
2017,,,,Lezama,Watts per capita,Lezama,40.0
2018,,,,Lezama,Watts per capita,Lezama,40.4
2022,,,,Lezama,Watts per capita,Lezama,128.2
2016,,,,Lezama,Watts per capita,Lezama,40.6
2012,,,,Lezama,Watts per capita,Lezama,32.8
2021,,,,Lezama,Watts per capita,Lezama,120.0
2015,,,,Lezama,Watts per capita,Lezama,40.9
2010,,,,Lezama,Watts per capita,Lezama,22.3
2013,,,,Lezama,Watts per capita,Lezama,38.1
2021,,,,Lezo,Watts per capita,Lezo,33.8
2014,,,,Lezo,Watts per capita,Lezo,29.2
2018,,,,Lezo,Watts per capita,Lezo,33.0
2023,,,,Lezo,Watts per capita,Lezo,89.3
2016,,,,Lezo,Watts per capita,Lezo,30.4
2013,,,,Lezo,Watts per capita,Lezo,29.1
2022,,,,Lezo,Watts per capita,Lezo,33.9
2020,,,,Lezo,Watts per capita,Lezo,33.6
2011,,,,Lezo,Watts per capita,Lezo,24.9
2010,,,,Lezo,Watts per capita,Lezo,25.0
2017,,,,Lezo,Watts per capita,Lezo,30.4
2019,,,,Lezo,Watts per capita,Lezo,33.1
2012,,,,Lezo,Watts per capita,Lezo,28.9
2015,,,,Lezo,Watts per capita,Lezo,29.5
2014,,,,Lizartza,Watts per capita,Lizartza,553.1
2023,,,,Lizartza,Watts per capita,Lizartza,1399.6
2015,,,,Lizartza,Watts per capita,Lizartza,569.4
2021,,,,Lizartza,Watts per capita,Lizartza,1124.0
2012,,,,Lizartza,Watts per capita,Lizartza,540.2
2010,,,,Lizartza,Watts per capita,Lizartza,733.9
2013,,,,Lizartza,Watts per capita,Lizartza,540.2
2017,,,,Lizartza,Watts per capita,Lizartza,566.9
2018,,,,Lizartza,Watts per capita,Lizartza,564.3
2011,,,,Lizartza,Watts per capita,Lizartza,725.9
2022,,,,Lizartza,Watts per capita,Lizartza,1113.7
2016,,,,Lizartza,Watts per capita,Lizartza,569.6
2020,,,,Lizartza,Watts per capita,Lizartza,579.0
2019,,,,Lizartza,Watts per capita,Lizartza,562.6
2015,,,,Loiu,Watts per capita,Loiu,19.5
2010,,,,Loiu,Watts per capita,Loiu,16.9
2016,,,,Loiu,Watts per capita,Loiu,28.0
2023,,,,Loiu,Watts per capita,Loiu,1459.1
2017,,,,Loiu,Watts per capita,Loiu,31.4
2020,,,,Loiu,Watts per capita,Loiu,36.4
2013,,,,Loiu,Watts per capita,Loiu,17.8
2019,,,,Loiu,Watts per capita,Loiu,34.4
2012,,,,Loiu,Watts per capita,Loiu,17.1
2011,,,,Loiu,Watts per capita,Loiu,16.9
2022,,,,Loiu,Watts per capita,Loiu,604.4
2021,,,,Loiu,Watts per capita,Loiu,593.8
2014,,,,Loiu,Watts per capita,Loiu,19.4
2018,,,,Loiu,Watts per capita,Loiu,32.9
2016,,,,Mallabia,Watts per capita,Mallabia,6803.6
2018,,,,Mallabia,Watts per capita,Mallabia,6847.9
2013,,,,Mallabia,Watts per capita,Mallabia,6625.0
2012,,,,Mallabia,Watts per capita,Mallabia,6611.6
2019,,,,Mallabia,Watts per capita,Mallabia,6757.1
2015,,,,Mallabia,Watts per capita,Mallabia,6816.8
2017,,,,Mallabia,Watts per capita,Mallabia,6853.7
2023,,,,Mallabia,Watts per capita,Mallabia,7398.3
2021,,,,Mallabia,Watts per capita,Mallabia,6745.7
2011,,,,Mallabia,Watts per capita,Mallabia,6696.2
2022,,,,Mallabia,Watts per capita,Mallabia,6957.2
2020,,,,Mallabia,Watts per capita,Mallabia,6814.3
2014,,,,Mallabia,Watts per capita,Mallabia,6598.0
2010,,,,Mallabia,Watts per capita,Mallabia,6764.2
2012,,,,Mañaria,Watts per capita,Mañaria,557.2
2014,,,,Mañaria,Watts per capita,Mañaria,573.4
2015,,,,Mañaria,Watts per capita,Mañaria,578.4
2020,,,,Mañaria,Watts per capita,Mañaria,580.4
2010,,,,Mañaria,Watts per capita,Mañaria,558.8
2017,,,,Mañaria,Watts per capita,Mañaria,577.1
2013,,,,Mañaria,Watts per capita,Mañaria,575.4
2011,,,,Mañaria,Watts per capita,Mañaria,564.4
2021,,,,Mañaria,Watts per capita,Mañaria,587.5
2018,,,,Mañaria,Watts per capita,Mañaria,580.4
2023,,,,Mañaria,Watts per capita,Mañaria,590.8
2022,,,,Mañaria,Watts per capita,Mañaria,583.0
2019,,,,Mañaria,Watts per capita,Mañaria,573.8
2016,,,,Mañaria,Watts per capita,Mañaria,573.8
2013,,,,Markina-Xemein,Watts per capita,Markina-Xemein,91.1
2014,,,,Markina-Xemein,Watts per capita,Markina-Xemein,94.2
2010,,,,Markina-Xemein,Watts per capita,Markina-Xemein,87.9
2023,,,,Markina-Xemein,Watts per capita,Markina-Xemein,112.7
2016,,,,Markina-Xemein,Watts per capita,Markina-Xemein,98.2
2012,,,,Markina-Xemein,Watts per capita,Markina-Xemein,91.1
2015,,,,Markina-Xemein,Watts per capita,Markina-Xemein,94.3
2020,,,,Markina-Xemein,Watts per capita,Markina-Xemein,104.3
2017,,,,Markina-Xemein,Watts per capita,Markina-Xemein,99.0
2022,,,,Markina-Xemein,Watts per capita,Markina-Xemein,107.9
2018,,,,Markina-Xemein,Watts per capita,Markina-Xemein,102.6
2019,,,,Markina-Xemein,Watts per capita,Markina-Xemein,102.0
2011,,,,Markina-Xemein,Watts per capita,Markina-Xemein,88.7
2021,,,,Markina-Xemein,Watts per capita,Markina-Xemein,107.7
2013,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,80.8
2023,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,343.5
2018,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,81.4
2011,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,73.6
2016,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,81.6
2021,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,186.9
2019,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,101.2
2022,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,213.8
2014,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,80.0
2015,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,80.5
2012,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,80.1
2010,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,77.0
2017,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,82.3
2020,,,,Maruri-Jatabe,Watts per capita,Maruri-Jatabe,100.8
2020,,,,Mendaro,Watts per capita,Mendaro,67.6
2019,,,,Mendaro,Watts per capita,Mendaro,64.0
2011,,,,Mendaro,Watts per capita,Mendaro,8.2
2012,,,,Mendaro,Watts per capita,Mendaro,8.1
2022,,,,Mendaro,Watts per capita,Mendaro,90.2
2016,,,,Mendaro,Watts per capita,Mendaro,63.4
2018,,,,Mendaro,Watts per capita,Mendaro,63.3
2017,,,,Mendaro,Watts per capita,Mendaro,63.0
2021,,,,Mendaro,Watts per capita,Mendaro,91.7
2015,,,,Mendaro,Watts per capita,Mendaro,19.0
2013,,,,Mendaro,Watts per capita,Mendaro,19.2
2023,,,,Mendaro,Watts per capita,Mendaro,97.7
2014,,,,Mendaro,Watts per capita,Mendaro,19.2
2010,,,,Mendaro,Watts per capita,Mendaro,8.4
2016,,,,Mendata,Watts per capita,Mendata,20.7
2021,,,,Mendata,Watts per capita,Mendata,38.3
2020,,,,Mendata,Watts per capita,Mendata,26.7
2019,,,,Mendata,Watts per capita,Mendata,20.7
2014,,,,Mendata,Watts per capita,Mendata,20.7
2023,,,,Mendata,Watts per capita,Mendata,105.0
2012,,,,Mendata,Watts per capita,Mendata,22.3
2018,,,,Mendata,Watts per capita,Mendata,20.6
2017,,,,Mendata,Watts per capita,Mendata,20.8
2013,,,,Mendata,Watts per capita,Mendata,21.8
2010,,,,Mendata,Watts per capita,Mendata,21.8
2022,,,,Mendata,Watts per capita,Mendata,39.3
2011,,,,Mendata,Watts per capita,Mendata,21.9
2015,,,,Mendata,Watts per capita,Mendata,20.3
2013,,,,Mendexa,Watts per capita,Mendexa,0.0
2017,,,,Mendexa,Watts per capita,Mendexa,3.8
2011,,,,Mendexa,Watts per capita,Mendexa,0.0
2016,,,,Mendexa,Watts per capita,Mendexa,0.0
2012,,,,Mendexa,Watts per capita,Mendexa,0.0
2018,,,,Mendexa,Watts per capita,Mendexa,3.7
2010,,,,Mendexa,Watts per capita,Mendexa,0.0
2021,,,,Mendexa,Watts per capita,Mendexa,48.8
2023,,,,Mendexa,Watts per capita,Mendexa,101.3
2022,,,,Mendexa,Watts per capita,Mendexa,49.0
2014,,,,Mendexa,Watts per capita,Mendexa,0.0
2019,,,,Mendexa,Watts per capita,Mendexa,3.8
2015,,,,Mendexa,Watts per capita,Mendexa,0.0
2020,,,,Mendexa,Watts per capita,Mendexa,4.0
2018,,,,Meñaka,Watts per capita,Meñaka,64.1
2015,,,,Meñaka,Watts per capita,Meñaka,63.4
2011,,,,Meñaka,Watts per capita,Meñaka,47.6
2023,,,,Meñaka,Watts per capita,Meñaka,120.4
2014,,,,Meñaka,Watts per capita,Meñaka,63.6
2016,,,,Meñaka,Watts per capita,Meñaka,64.1
2022,,,,Meñaka,Watts per capita,Meñaka,69.4
2017,,,,Meñaka,Watts per capita,Meñaka,64.7
2021,,,,Meñaka,Watts per capita,Meñaka,70.5
2020,,,,Meñaka,Watts per capita,Meñaka,70.8
2010,,,,Meñaka,Watts per capita,Meñaka,28.6
2012,,,,Meñaka,Watts per capita,Meñaka,49.5
2019,,,,Meñaka,Watts per capita,Meñaka,64.9
2013,,,,Meñaka,Watts per capita,Meñaka,49.8
2012,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,33.2
2021,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,419.6
2013,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,33.6
2017,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,382.8
2014,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,34.9
2018,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,392.4
2010,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,31.7
2020,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,426.2
2019,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,405.6
2022,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,431.2
2016,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,393.9
2015,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,417.3
2011,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,32.1
2023,,,,Moreda de Álava / Moreda Araba,Watts per capita,Moreda de Álava / Moreda Araba,422.9
2019,,,,Morga,Watts per capita,Morga,110.9
2010,,,,Morga,Watts per capita,Morga,102.2
2023,,,,Morga,Watts per capita,Morga,175.1
2022,,,,Morga,Watts per capita,Morga,131.8
2012,,,,Morga,Watts per capita,Morga,98.4
2016,,,,Morga,Watts per capita,Morga,106.7
2020,,,,Morga,Watts per capita,Morga,117.9
2017,,,,Morga,Watts per capita,Morga,105.9
2021,,,,Morga,Watts per capita,Morga,130.0
2014,,,,Morga,Watts per capita,Morga,100.8
2015,,,,Morga,Watts per capita,Morga,102.1
2018,,,,Morga,Watts per capita,Morga,109.7
2013,,,,Morga,Watts per capita,Morga,100.7
2011,,,,Morga,Watts per capita,Morga,102.7
2019,,,,Mundaka,Watts per capita,Mundaka,72.4
2018,,,,Mundaka,Watts per capita,Mundaka,72.3
2013,,,,Mundaka,Watts per capita,Mundaka,71.0
2011,,,,Mundaka,Watts per capita,Mundaka,65.6
2014,,,,Mundaka,Watts per capita,Mundaka,71.0
2023,,,,Mundaka,Watts per capita,Mundaka,136.9
2017,,,,Mundaka,Watts per capita,Mundaka,73.1
2021,,,,Mundaka,Watts per capita,Mundaka,134.8
2020,,,,Mundaka,Watts per capita,Mundaka,73.8
2012,,,,Mundaka,Watts per capita,Mundaka,66.1
2022,,,,Mundaka,Watts per capita,Mundaka,135.7
2010,,,,Mundaka,Watts per capita,Mundaka,59.4
2015,,,,Mundaka,Watts per capita,Mundaka,72.0
2016,,,,Mundaka,Watts per capita,Mundaka,72.5
2017,,,,Mungia,Watts per capita,Mungia,22.7
2021,,,,Mungia,Watts per capita,Mungia,74.5
2015,,,,Mungia,Watts per capita,Mungia,18.4
2016,,,,Mungia,Watts per capita,Mungia,20.3
2014,,,,Mungia,Watts per capita,Mungia,18.5
2010,,,,Mungia,Watts per capita,Mungia,16.4
2020,,,,Mungia,Watts per capita,Mungia,47.9
2022,,,,Mungia,Watts per capita,Mungia,76.3
2011,,,,Mungia,Watts per capita,Mungia,16.4
2019,,,,Mungia,Watts per capita,Mungia,46.8
2018,,,,Mungia,Watts per capita,Mungia,26.3
2023,,,,Mungia,Watts per capita,Mungia,122.5
2013,,,,Mungia,Watts per capita,Mungia,17.6
2012,,,,Mungia,Watts per capita,Mungia,17.5
2021,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,14460.7
2014,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,14753.4
2019,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,14849.8
2022,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,14647.3
2013,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,14594.9
2017,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,15181.3
2015,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,14721.5
2011,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,15422.2
2018,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,14882.3
2023,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,14615.9
2020,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,13994.2
2010,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,15927.9
2012,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,14849.8
2016,,,,Munitibar-Arbatzegi Gerrikaitz,Watts per capita,Munitibar-Arbatzegi Gerrikaitz,15113.8
2012,,,,Murueta,Watts per capita,Murueta,8.1
2020,,,,Murueta,Watts per capita,Murueta,59.5
2016,,,,Murueta,Watts per capita,Murueta,8.0
2011,,,,Murueta,Watts per capita,Murueta,8.3
2019,,,,Murueta,Watts per capita,Murueta,39.6
2017,,,,Murueta,Watts per capita,Murueta,8.0
2015,,,,Murueta,Watts per capita,Murueta,8.1
2023,,,,Murueta,Watts per capita,Murueta,80.5
2022,,,,Murueta,Watts per capita,Murueta,56.5
2013,,,,Murueta,Watts per capita,Murueta,8.1
2010,,,,Murueta,Watts per capita,Murueta,8.2
2014,,,,Murueta,Watts per capita,Murueta,8.1
2021,,,,Murueta,Watts per capita,Murueta,58.4
2018,,,,Murueta,Watts per capita,Murueta,7.9
2013,,,,Muskiz,Watts per capita,Muskiz,32.0
2012,,,,Muskiz,Watts per capita,Muskiz,31.9
2016,,,,Muskiz,Watts per capita,Muskiz,31.9
2015,,,,Muskiz,Watts per capita,Muskiz,32.1
2017,,,,Muskiz,Watts per capita,Muskiz,31.9
2021,,,,Muskiz,Watts per capita,Muskiz,33.8
2014,,,,Muskiz,Watts per capita,Muskiz,32.0
2023,,,,Muskiz,Watts per capita,Muskiz,52.2
2010,,,,Muskiz,Watts per capita,Muskiz,32.6
2022,,,,Muskiz,Watts per capita,Muskiz,34.9
2020,,,,Muskiz,Watts per capita,Muskiz,33.4
2018,,,,Muskiz,Watts per capita,Muskiz,32.1
2019,,,,Muskiz,Watts per capita,Muskiz,32.0
2011,,,,Muskiz,Watts per capita,Muskiz,32.1
2016,,,,Mutiloa,Watts per capita,Mutiloa,10.3
2010,,,,Mutiloa,Watts per capita,Mutiloa,10.2
2011,,,,Mutiloa,Watts per capita,Mutiloa,10.0
2014,,,,Mutiloa,Watts per capita,Mutiloa,9.0
2020,,,,Mutiloa,Watts per capita,Mutiloa,155.8
2013,,,,Mutiloa,Watts per capita,Mutiloa,10.4
2018,,,,Mutiloa,Watts per capita,Mutiloa,10.4
2017,,,,Mutiloa,Watts per capita,Mutiloa,10.4
2019,,,,Mutiloa,Watts per capita,Mutiloa,146.7
2021,,,,Mutiloa,Watts per capita,Mutiloa,171.2
2023,,,,Mutiloa,Watts per capita,Mutiloa,217.1
2022,,,,Mutiloa,Watts per capita,Mutiloa,174.0
2012,,,,Mutiloa,Watts per capita,Mutiloa,10.8
2015,,,,Mutiloa,Watts per capita,Mutiloa,10.2
2022,,,,Mutriku,Watts per capita,Mutriku,28.3
2021,,,,Mutriku,Watts per capita,Mutriku,25.7
2019,,,,Mutriku,Watts per capita,Mutriku,19.8
2011,,,,Mutriku,Watts per capita,Mutriku,16.8
2014,,,,Mutriku,Watts per capita,Mutriku,19.8
2010,,,,Mutriku,Watts per capita,Mutriku,17.1
2013,,,,Mutriku,Watts per capita,Mutriku,18.8
2018,,,,Mutriku,Watts per capita,Mutriku,19.7
2023,,,,Mutriku,Watts per capita,Mutriku,38.0
2015,,,,Mutriku,Watts per capita,Mutriku,19.7
2020,,,,Mutriku,Watts per capita,Mutriku,22.1
2012,,,,Mutriku,Watts per capita,Mutriku,16.4
2017,,,,Mutriku,Watts per capita,Mutriku,19.7
2016,,,,Mutriku,Watts per capita,Mutriku,19.7
2015,,,,Muxika,Watts per capita,Muxika,31.6
2022,,,,Muxika,Watts per capita,Muxika,75.0
2012,,,,Muxika,Watts per capita,Muxika,23.8
2014,,,,Muxika,Watts per capita,Muxika,31.6
2016,,,,Muxika,Watts per capita,Muxika,35.7
2017,,,,Muxika,Watts per capita,Muxika,45.8
2011,,,,Muxika,Watts per capita,Muxika,24.0
2020,,,,Muxika,Watts per capita,Muxika,51.8
2023,,,,Muxika,Watts per capita,Muxika,107.4
