Year,Lanbidea,Lan-egoera,Sexua,Lurralde historikoa,Units,Value
2016,Dentista,Ez erretiratuak,,,10.000 biztanleko,8.2
2013,Dentista,Ez erretiratuak,,,10.000 biztanleko,7.7
2021,Dentista,Ez erretiratuak,,,10.000 biztanleko,8.8
2024,Dentista,Ez erretiratuak,,,10.000 biztanleko,8.7
2017,Dentista,Ez erretiratuak,,,10.000 biztanleko,8.3
2010,Dentista,Erretiratuak,,,10.000 biztanleko,0.0
2023,Dentista,,,,10.000 biztanleko,9.0
2024,Dentista,Erretiratuak,,,10.000 biztanleko,0.4
2017,Dentista,,,,10.000 biztanleko,8.4
2019,Dentista,,,,10.000 biztanleko,8.6
2013,Dentista,,,,10.000 biztanleko,7.8
2018,Dentista,Erretiratuak,,,10.000 biztanleko,0.1
2012,Dentista,Erretiratuak,,,10.000 biztanleko,0.2
2021,Dentista,,,,10.000 biztanleko,9.0
2021,Dentista,Erretiratuak,,,10.000 biztanleko,0.3
2015,Dentista,,,,10.000 biztanleko,8.2
2014,Dentista,Erretiratuak,,,10.000 biztanleko,0.1
2024,Dentista,,,,10.000 biztanleko,9.1
2020,Dentista,,,,10.000 biztanleko,8.8
2016,Dentista,,,,10.000 biztanleko,8.3
2019,Dentista,Erretiratuak,,,10.000 biztanleko,0.2
2010,Dentista,,,,10.000 biztanleko,7.3
2020,Dentista,Erretiratuak,,,10.000 biztanleko,0.2
2017,Dentista,Erretiratuak,,,10.000 biztanleko,0.1
2023,Dentista,Erretiratuak,,,10.000 biztanleko,0.3
2012,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,5.7
2018,Dentista,,,Araba / Álava,10.000 biztanleko,6.4
2017,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.3
2023,Dentista,,,Araba / Álava,10.000 biztanleko,6.4
2018,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.4
2012,Dentista,,,Araba / Álava,10.000 biztanleko,5.7
2021,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.6
2020,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.7
2022,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.4
2012,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2011,Dentista,,,Araba / Álava,10.000 biztanleko,5.7
2015,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2020,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2022,Dentista,,,Araba / Álava,10.000 biztanleko,6.4
2024,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.7
2010,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2023,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.4
2019,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.7
2014,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.2
2016,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.5
2015,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.5
2013,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,6.0
2016,Dentista,,,Araba / Álava,10.000 biztanleko,6.5
2016,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2022,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2014,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2021,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2020,Dentista,,,Araba / Álava,10.000 biztanleko,6.7
2010,Dentista,,,Araba / Álava,10.000 biztanleko,5.6
2017,Dentista,,,Araba / Álava,10.000 biztanleko,6.3
2023,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2017,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2014,Dentista,,,Araba / Álava,10.000 biztanleko,6.2
2018,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2013,Dentista,,,Araba / Álava,10.000 biztanleko,6.0
2021,Dentista,,,Araba / Álava,10.000 biztanleko,6.6
2019,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2024,Dentista,,,Araba / Álava,10.000 biztanleko,6.7
2015,Dentista,,,Araba / Álava,10.000 biztanleko,6.5
2013,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2010,Dentista,Ez erretiratuak,,Araba / Álava,10.000 biztanleko,5.6
2019,Dentista,,,Araba / Álava,10.000 biztanleko,6.7
2024,Dentista,Erretiratuak,,Araba / Álava,10.000 biztanleko,0.0
2019,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2022,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2010,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2012,Dentista,,,Bizkaia,10.000 biztanleko,7.9
2022,Dentista,,,Bizkaia,10.000 biztanleko,9.3
2010,Dentista,,,Bizkaia,10.000 biztanleko,7.7
2017,Dentista,,,Bizkaia,10.000 biztanleko,8.9
2016,Dentista,,,Bizkaia,10.000 biztanleko,8.7
2024,Dentista,,,Bizkaia,10.000 biztanleko,9.1
2019,Dentista,,,Bizkaia,10.000 biztanleko,9.1
2018,Dentista,,,Bizkaia,10.000 biztanleko,9.0
2013,Dentista,,,Bizkaia,10.000 biztanleko,8.1
2021,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,9.3
2014,Dentista,,,Bizkaia,10.000 biztanleko,8.3
2015,Dentista,,,Bizkaia,10.000 biztanleko,8.5
2011,Dentista,,,Bizkaia,10.000 biztanleko,7.9
2021,Dentista,,,Bizkaia,10.000 biztanleko,9.3
2023,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,9.2
2024,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,9.1
2020,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,9.1
2015,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,8.5
2018,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,9.0
2019,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,9.1
2016,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,8.7
2022,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,9.3
2013,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,8.1
2014,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,8.3
2017,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,8.9
2010,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,7.7
2012,Dentista,Ez erretiratuak,,Bizkaia,10.000 biztanleko,7.9
2020,Dentista,,,Bizkaia,10.000 biztanleko,9.1
2018,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2024,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2020,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2016,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2013,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2017,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2014,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2023,Dentista,,,Bizkaia,10.000 biztanleko,9.2
2012,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2021,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2023,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2015,Dentista,Erretiratuak,,Bizkaia,10.000 biztanleko,0.0
2011,Dentista,,,Gipuzkoa,10.000 biztanleko,7.3
2017,Dentista,,,Gipuzkoa,10.000 biztanleko,8.7
2021,Dentista,,,Gipuzkoa,10.000 biztanleko,9.7
2013,Dentista,,,Gipuzkoa,10.000 biztanleko,8.1
2016,Dentista,,,Gipuzkoa,10.000 biztanleko,8.7
2010,Dentista,,,Gipuzkoa,10.000 biztanleko,7.3
2024,Dentista,,,Gipuzkoa,10.000 biztanleko,10.0
2012,Dentista,,,Gipuzkoa,10.000 biztanleko,8.0
2022,Dentista,,,Gipuzkoa,10.000 biztanleko,9.8
2015,Dentista,,,Gipuzkoa,10.000 biztanleko,8.5
2021,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,8.9
2014,Dentista,,,Gipuzkoa,10.000 biztanleko,8.0
2019,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,8.2
2022,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,8.8
2018,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,8.4
2023,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,8.9
2024,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,8.9
2020,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,8.5
2015,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,8.1
2016,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,8.2
2017,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,8.3
2013,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,7.7
2010,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,7.3
2012,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,7.5
2014,Dentista,Ez erretiratuak,,Gipuzkoa,10.000 biztanleko,7.7
2018,Dentista,,,Gipuzkoa,10.000 biztanleko,8.8
2014,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.3
2019,Dentista,,,Gipuzkoa,10.000 biztanleko,8.8
2022,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.0
2018,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.4
2023,Dentista,,,Gipuzkoa,10.000 biztanleko,10.0
2019,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.6
2015,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.4
2010,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.0
2023,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.1
2024,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,1.2
2016,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.4
2020,Dentista,,,Gipuzkoa,10.000 biztanleko,9.2
2020,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.7
2021,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.8
2013,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.4
2017,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.4
2012,Dentista,Erretiratuak,,Gipuzkoa,10.000 biztanleko,0.5
2023,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.2
2013,Dentista,,Emakumea,,10.000 biztanleko,9.3
2019,Dentista,,Emakumea,,10.000 biztanleko,10.6
2014,Dentista,,Emakumea,,10.000 biztanleko,9.5
2013,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.0
2022,Dentista,,Emakumea,,10.000 biztanleko,11.4
2018,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.0
2017,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.0
2014,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.0
2022,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.2
2010,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.0
2012,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.0
2020,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2015,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.0
2016,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.0
2019,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2011,Dentista,,Emakumea,,10.000 biztanleko,6.8
2024,Dentista,,Emakumea,,10.000 biztanleko,11.7
2015,Dentista,,Emakumea,,10.000 biztanleko,9.9
2017,Dentista,,Emakumea,,10.000 biztanleko,10.4
2010,Dentista,,Emakumea,,10.000 biztanleko,6.7
2017,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,10.3
2021,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,11.3
2013,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,9.2
2019,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,10.5
2023,Dentista,,Emakumea,,10.000 biztanleko,11.5
2018,Dentista,,Emakumea,,10.000 biztanleko,10.6
2012,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,9.0
2023,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,11.3
2016,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,10.1
2012,Dentista,,Emakumea,,10.000 biztanleko,9.1
2022,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,11.2
2014,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,9.5
2020,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,11.1
2021,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.1
2010,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,6.7
2020,Dentista,,Emakumea,,10.000 biztanleko,11.1
2024,Dentista,Erretiratuak,Emakumea,,10.000 biztanleko,0.2
2016,Dentista,,Emakumea,,10.000 biztanleko,10.2
2015,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,9.9
2024,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,11.5
2018,Dentista,Ez erretiratuak,Emakumea,,10.000 biztanleko,10.6
2021,Dentista,,Emakumea,,10.000 biztanleko,11.4
2020,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,8.5
2014,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,7.9
2010,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,5.3
2023,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,8.1
2013,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,7.7
2016,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,8.2
2014,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2020,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2024,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2019,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2018,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2022,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,8.0
2011,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,5.5
2017,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2024,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,8.6
2015,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,8.2
2018,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,8.0
2024,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,8.6
2019,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,8.4
2014,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,7.9
2012,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2016,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2013,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,7.7
2021,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,8.2
2017,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,7.9
2023,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,8.1
2012,Dentista,,Emakumea,Araba / Álava,10.000 biztanleko,7.2
2010,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,5.3
2019,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,8.4
2012,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,7.2
2016,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,8.2
2015,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,8.2
2018,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,8.0
2021,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,8.2
2022,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,8.0
2022,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2015,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2021,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2010,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2023,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2013,Dentista,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.0
2020,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,8.5
2017,Dentista,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,7.9
2012,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,9.3
2020,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,11.5
2010,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,7.2
2016,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2024,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2020,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2014,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,9.7
2017,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2016,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,10.4
2018,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2021,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2023,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2019,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2019,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,11.3
2017,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,10.8
2016,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,10.4
2013,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,9.5
2021,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,11.8
2015,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,10.1
2018,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,11.1
2022,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,11.8
2012,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,9.3
2022,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,11.8
2020,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,11.5
2019,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,11.3
2021,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,11.8
2024,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,11.9
2023,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,11.9
2022,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2017,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,10.8
2013,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,9.5
2018,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,11.1
2010,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,7.2
2012,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2010,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2015,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2013,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2014,Dentista,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.0
2015,Dentista,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,10.1
2024,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,11.9
2023,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,11.9
2011,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,7.3
2014,Dentista,,Emakumea,Bizkaia,10.000 biztanleko,9.7
2023,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,12.6
2014,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.1
2018,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.1
2022,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.5
2013,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.1
2021,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.3
2020,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.2
2017,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.1
2019,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.2
2024,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.7
2010,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,6.6
2018,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,11.0
2012,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,9.4
2021,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,12.1
2013,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,9.6
2021,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,11.8
2018,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,10.9
2017,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,10.8
2010,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,6.6
2020,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,11.6
2022,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,11.6
2014,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,9.8
2019,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,10.4
2023,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,11.9
2013,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,9.5
2016,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,10.5
2012,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,9.3
2017,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,10.7
2012,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.1
2023,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.6
2010,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.0
2024,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,12.1
2015,Dentista,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,10.2
2015,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.1
2016,Dentista,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.1
2016,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,10.6
2019,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,10.5
2024,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,12.8
2014,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,9.8
2011,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,6.7
2020,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,11.8
2022,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,12.1
2015,Dentista,,Emakumea,Gipuzkoa,10.000 biztanleko,10.3
2010,Dentista,,Gizona,,10.000 biztanleko,7.8
2013,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.3
2019,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,6.2
2021,Dentista,,Gizona,,10.000 biztanleko,6.5
2019,Dentista,,Gizona,,10.000 biztanleko,6.5
2014,Dentista,,Gizona,,10.000 biztanleko,6.2
2020,Dentista,,Gizona,,10.000 biztanleko,6.2
2014,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.2
2018,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.2
2023,Dentista,,Gizona,,10.000 biztanleko,6.4
2012,Dentista,,Gizona,,10.000 biztanleko,6.1
2017,Dentista,,Gizona,,10.000 biztanleko,6.4
2015,Dentista,,Gizona,,10.000 biztanleko,6.4
2022,Dentista,,Gizona,,10.000 biztanleko,6.5
2012,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.3
2013,Dentista,,Gizona,,10.000 biztanleko,6.3
2016,Dentista,,Gizona,,10.000 biztanleko,6.4
2021,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.4
2016,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.3
2024,Dentista,,Gizona,,10.000 biztanleko,6.3
2017,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.3
2011,Dentista,,Gizona,,10.000 biztanleko,7.9
2023,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.5
2020,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.4
2018,Dentista,,Gizona,,10.000 biztanleko,6.4
2014,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,6.0
2017,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,6.1
2023,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,5.9
2012,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,5.8
2010,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,7.8
2024,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,5.7
2020,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,5.9
2018,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,6.1
2022,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,6.0
2015,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,6.2
2013,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,6.0
2024,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.5
2016,Dentista,Ez erretiratuak,Gizona,,10.000 biztanleko,6.1
2010,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.0
2022,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.5
2019,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.3
2015,Dentista,Erretiratuak,Gizona,,10.000 biztanleko,0.3
