Year,Series,Sexua,Kontratu mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2016,Okupazio-tasa,,,,,Artzentales,%,Artzentales,61.1
2010,Okupazio-tasa,,,,,Artzentales,%,Artzentales,67.6
2023,Okupazio-tasa,,,,,Artzentales,%,Artzentales,67.6
2019,Okupazio-tasa,,,,,Artzentales,%,Artzentales,62.4
2015,Okupazio-tasa,,,,,Artziniega,%,Artziniega,68.0
2023,Okupazio-tasa,,,,,Artziniega,%,Artziniega,74.4
2019,Okupazio-tasa,,,,,Artziniega,%,Artziniega,70.1
2022,Okupazio-tasa,,,,,Artziniega,%,Artziniega,72.8
2018,Okupazio-tasa,,,,,Artziniega,%,Artziniega,70.3
2021,Okupazio-tasa,,,,,Artziniega,%,Artziniega,71.8
2020,Okupazio-tasa,,,,,Artziniega,%,Artziniega,71.2
2010,Okupazio-tasa,,,,,Artziniega,%,Artziniega,67.9
2016,Okupazio-tasa,,,,,Artziniega,%,Artziniega,67.0
2010,Okupazio-tasa,,,,,Asparrena,%,Asparrena,70.1
2015,Okupazio-tasa,,,,,Asparrena,%,Asparrena,66.0
2022,Okupazio-tasa,,,,,Asparrena,%,Asparrena,69.7
2018,Okupazio-tasa,,,,,Asparrena,%,Asparrena,69.1
2019,Okupazio-tasa,,,,,Asparrena,%,Asparrena,68.2
2020,Okupazio-tasa,,,,,Asparrena,%,Asparrena,68.3
2021,Okupazio-tasa,,,,,Asparrena,%,Asparrena,67.5
2016,Okupazio-tasa,,,,,Asparrena,%,Asparrena,68.2
2023,Okupazio-tasa,,,,,Asparrena,%,Asparrena,72.8
2016,Okupazio-tasa,,,,,Asteasu,%,Asteasu,74.7
2010,Okupazio-tasa,,,,,Asteasu,%,Asteasu,75.0
2020,Okupazio-tasa,,,,,Asteasu,%,Asteasu,79.3
2018,Okupazio-tasa,,,,,Asteasu,%,Asteasu,79.0
2023,Okupazio-tasa,,,,,Asteasu,%,Asteasu,80.8
2021,Okupazio-tasa,,,,,Asteasu,%,Asteasu,77.9
2022,Okupazio-tasa,,,,,Asteasu,%,Asteasu,79.4
2019,Okupazio-tasa,,,,,Asteasu,%,Asteasu,78.2
2015,Okupazio-tasa,,,,,Asteasu,%,Asteasu,75.5
2023,Okupazio-tasa,,,,,Astigarraga,%,Astigarraga,85.2
2015,Okupazio-tasa,,,,,Astigarraga,%,Astigarraga,76.4
2016,Okupazio-tasa,,,,,Astigarraga,%,Astigarraga,77.3
2019,Okupazio-tasa,,,,,Astigarraga,%,Astigarraga,82.0
2021,Okupazio-tasa,,,,,Astigarraga,%,Astigarraga,82.5
2020,Okupazio-tasa,,,,,Astigarraga,%,Astigarraga,82.3
2018,Okupazio-tasa,,,,,Astigarraga,%,Astigarraga,79.8
2022,Okupazio-tasa,,,,,Astigarraga,%,Astigarraga,83.7
2010,Okupazio-tasa,,,,,Astigarraga,%,Astigarraga,73.6
2020,Okupazio-tasa,,,,,Ataun,%,Ataun,76.4
2022,Okupazio-tasa,,,,,Ataun,%,Ataun,79.2
2015,Okupazio-tasa,,,,,Ataun,%,Ataun,74.5
2023,Okupazio-tasa,,,,,Ataun,%,Ataun,79.0
2018,Okupazio-tasa,,,,,Ataun,%,Ataun,77.9
2021,Okupazio-tasa,,,,,Ataun,%,Ataun,76.4
2010,Okupazio-tasa,,,,,Ataun,%,Ataun,74.1
2019,Okupazio-tasa,,,,,Ataun,%,Ataun,76.9
2016,Okupazio-tasa,,,,,Ataun,%,Ataun,73.0
2018,Okupazio-tasa,,,,,Atxondo,%,Atxondo,70.7
2021,Okupazio-tasa,,,,,Atxondo,%,Atxondo,72.2
2016,Okupazio-tasa,,,,,Atxondo,%,Atxondo,68.5
2023,Okupazio-tasa,,,,,Atxondo,%,Atxondo,76.9
2010,Okupazio-tasa,,,,,Atxondo,%,Atxondo,65.8
2020,Okupazio-tasa,,,,,Atxondo,%,Atxondo,69.6
2022,Okupazio-tasa,,,,,Atxondo,%,Atxondo,73.9
2015,Okupazio-tasa,,,,,Atxondo,%,Atxondo,63.6
2019,Okupazio-tasa,,,,,Atxondo,%,Atxondo,72.2
2019,Okupazio-tasa,,,,,Aulesti,%,Aulesti,73.7
2018,Okupazio-tasa,,,,,Aulesti,%,Aulesti,73.8
2022,Okupazio-tasa,,,,,Aulesti,%,Aulesti,72.5
2023,Okupazio-tasa,,,,,Aulesti,%,Aulesti,72.9
2021,Okupazio-tasa,,,,,Aulesti,%,Aulesti,72.6
2015,Okupazio-tasa,,,,,Aulesti,%,Aulesti,74.2
2016,Okupazio-tasa,,,,,Aulesti,%,Aulesti,74.9
2020,Okupazio-tasa,,,,,Aulesti,%,Aulesti,73.3
2010,Okupazio-tasa,,,,,Aulesti,%,Aulesti,71.5
2010,Okupazio-tasa,,,,,Ayala / Aiara,%,Ayala / Aiara,72.9
2020,Okupazio-tasa,,,,,Ayala / Aiara,%,Ayala / Aiara,75.5
2021,Okupazio-tasa,,,,,Ayala / Aiara,%,Ayala / Aiara,75.7
2023,Okupazio-tasa,,,,,Ayala / Aiara,%,Ayala / Aiara,79.6
2016,Okupazio-tasa,,,,,Ayala / Aiara,%,Ayala / Aiara,73.3
2015,Okupazio-tasa,,,,,Ayala / Aiara,%,Ayala / Aiara,73.3
2018,Okupazio-tasa,,,,,Ayala / Aiara,%,Ayala / Aiara,75.7
2019,Okupazio-tasa,,,,,Ayala / Aiara,%,Ayala / Aiara,75.9
2022,Okupazio-tasa,,,,,Ayala / Aiara,%,Ayala / Aiara,77.6
2015,Okupazio-tasa,,,,,Azkoitia,%,Azkoitia,67.6
2018,Okupazio-tasa,,,,,Azkoitia,%,Azkoitia,72.3
2016,Okupazio-tasa,,,,,Azkoitia,%,Azkoitia,67.7
2021,Okupazio-tasa,,,,,Azkoitia,%,Azkoitia,73.0
2022,Okupazio-tasa,,,,,Azkoitia,%,Azkoitia,75.6
2020,Okupazio-tasa,,,,,Azkoitia,%,Azkoitia,74.2
2010,Okupazio-tasa,,,,,Azkoitia,%,Azkoitia,67.6
2019,Okupazio-tasa,,,,,Azkoitia,%,Azkoitia,73.8
2023,Okupazio-tasa,,,,,Azkoitia,%,Azkoitia,76.4
2015,Okupazio-tasa,,,,,Azpeitia,%,Azpeitia,66.7
2022,Okupazio-tasa,,,,,Azpeitia,%,Azpeitia,76.0
2016,Okupazio-tasa,,,,,Azpeitia,%,Azpeitia,68.2
2010,Okupazio-tasa,,,,,Azpeitia,%,Azpeitia,67.7
2023,Okupazio-tasa,,,,,Azpeitia,%,Azpeitia,77.7
2020,Okupazio-tasa,,,,,Azpeitia,%,Azpeitia,74.8
2018,Okupazio-tasa,,,,,Azpeitia,%,Azpeitia,73.2
2019,Okupazio-tasa,,,,,Azpeitia,%,Azpeitia,74.4
2021,Okupazio-tasa,,,,,Azpeitia,%,Azpeitia,74.3
2018,Okupazio-tasa,,,,,Bakio,%,Bakio,72.4
2010,Okupazio-tasa,,,,,Bakio,%,Bakio,68.9
2022,Okupazio-tasa,,,,,Bakio,%,Bakio,76.0
2021,Okupazio-tasa,,,,,Bakio,%,Bakio,74.1
2015,Okupazio-tasa,,,,,Bakio,%,Bakio,71.4
2019,Okupazio-tasa,,,,,Bakio,%,Bakio,73.8
2016,Okupazio-tasa,,,,,Bakio,%,Bakio,71.1
2023,Okupazio-tasa,,,,,Bakio,%,Bakio,78.4
2020,Okupazio-tasa,,,,,Bakio,%,Bakio,74.0
2023,Okupazio-tasa,,,,,Baliarrain,%,Baliarrain,88.2
2016,Okupazio-tasa,,,,,Baliarrain,%,Baliarrain,75.0
2020,Okupazio-tasa,,,,,Baliarrain,%,Baliarrain,77.2
2019,Okupazio-tasa,,,,,Baliarrain,%,Baliarrain,82.1
2022,Okupazio-tasa,,,,,Baliarrain,%,Baliarrain,79.1
2010,Okupazio-tasa,,,,,Baliarrain,%,Baliarrain,75.0
2015,Okupazio-tasa,,,,,Baliarrain,%,Baliarrain,74.2
2018,Okupazio-tasa,,,,,Baliarrain,%,Baliarrain,80.5
2021,Okupazio-tasa,,,,,Baliarrain,%,Baliarrain,75.8
2018,Okupazio-tasa,,,,,Balmaseda,%,Balmaseda,62.9
2015,Okupazio-tasa,,,,,Balmaseda,%,Balmaseda,61.0
2023,Okupazio-tasa,,,,,Balmaseda,%,Balmaseda,68.5
2010,Okupazio-tasa,,,,,Balmaseda,%,Balmaseda,62.9
2022,Okupazio-tasa,,,,,Balmaseda,%,Balmaseda,66.5
2021,Okupazio-tasa,,,,,Balmaseda,%,Balmaseda,65.0
2020,Okupazio-tasa,,,,,Balmaseda,%,Balmaseda,65.7
2019,Okupazio-tasa,,,,,Balmaseda,%,Balmaseda,64.3
2016,Okupazio-tasa,,,,,Balmaseda,%,Balmaseda,60.7
2019,Okupazio-tasa,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,69.9
2023,Okupazio-tasa,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,72.4
2016,Okupazio-tasa,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,70.3
2022,Okupazio-tasa,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,69.2
2021,Okupazio-tasa,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,69.2
2015,Okupazio-tasa,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,72.9
2020,Okupazio-tasa,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,67.7
2018,Okupazio-tasa,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,72.4
2010,Okupazio-tasa,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,72.9
2010,Okupazio-tasa,,,,,Barakaldo,%,Barakaldo,64.4
2021,Okupazio-tasa,,,,,Barakaldo,%,Barakaldo,68.5
2019,Okupazio-tasa,,,,,Barakaldo,%,Barakaldo,68.4
2020,Okupazio-tasa,,,,,Barakaldo,%,Barakaldo,69.2
2018,Okupazio-tasa,,,,,Barakaldo,%,Barakaldo,67.0
2015,Okupazio-tasa,,,,,Barakaldo,%,Barakaldo,63.7
2016,Okupazio-tasa,,,,,Barakaldo,%,Barakaldo,64.2
2023,Okupazio-tasa,,,,,Barakaldo,%,Barakaldo,73.0
2022,Okupazio-tasa,,,,,Barakaldo,%,Barakaldo,70.9
2019,Okupazio-tasa,,,,,Barrika,%,Barrika,66.2
2023,Okupazio-tasa,,,,,Barrika,%,Barrika,74.1
2018,Okupazio-tasa,,,,,Barrika,%,Barrika,67.9
2021,Okupazio-tasa,,,,,Barrika,%,Barrika,67.2
2010,Okupazio-tasa,,,,,Barrika,%,Barrika,65.5
2016,Okupazio-tasa,,,,,Barrika,%,Barrika,64.8
2015,Okupazio-tasa,,,,,Barrika,%,Barrika,66.3
2022,Okupazio-tasa,,,,,Barrika,%,Barrika,70.7
2020,Okupazio-tasa,,,,,Barrika,%,Barrika,68.5
2022,Okupazio-tasa,,,,,Barrundia,%,Barrundia,77.8
2010,Okupazio-tasa,,,,,Barrundia,%,Barrundia,78.7
2019,Okupazio-tasa,,,,,Barrundia,%,Barrundia,81.6
2021,Okupazio-tasa,,,,,Barrundia,%,Barrundia,79.1
2023,Okupazio-tasa,,,,,Barrundia,%,Barrundia,78.6
2016,Okupazio-tasa,,,,,Barrundia,%,Barrundia,80.1
2020,Okupazio-tasa,,,,,Barrundia,%,Barrundia,78.0
2018,Okupazio-tasa,,,,,Barrundia,%,Barrundia,81.5
2015,Okupazio-tasa,,,,,Barrundia,%,Barrundia,80.4
2022,Okupazio-tasa,,,,,Basauri,%,Basauri,69.5
2018,Okupazio-tasa,,,,,Basauri,%,Basauri,67.2
2010,Okupazio-tasa,,,,,Basauri,%,Basauri,63.3
2023,Okupazio-tasa,,,,,Basauri,%,Basauri,71.6
2016,Okupazio-tasa,,,,,Basauri,%,Basauri,63.8
2021,Okupazio-tasa,,,,,Basauri,%,Basauri,67.9
2015,Okupazio-tasa,,,,,Basauri,%,Basauri,63.0
2020,Okupazio-tasa,,,,,Basauri,%,Basauri,68.7
2019,Okupazio-tasa,,,,,Basauri,%,Basauri,67.9
2010,Okupazio-tasa,,,,,Beasain,%,Beasain,67.0
2023,Okupazio-tasa,,,,,Beasain,%,Beasain,74.6
2021,Okupazio-tasa,,,,,Beasain,%,Beasain,72.1
2022,Okupazio-tasa,,,,,Beasain,%,Beasain,73.5
2020,Okupazio-tasa,,,,,Beasain,%,Beasain,73.3
2015,Okupazio-tasa,,,,,Beasain,%,Beasain,68.3
2016,Okupazio-tasa,,,,,Beasain,%,Beasain,68.1
2019,Okupazio-tasa,,,,,Beasain,%,Beasain,73.0
2018,Okupazio-tasa,,,,,Beasain,%,Beasain,71.8
2022,Okupazio-tasa,,,,,Bedia,%,Bedia,71.4
2018,Okupazio-tasa,,,,,Bedia,%,Bedia,69.7
2015,Okupazio-tasa,,,,,Bedia,%,Bedia,69.6
2010,Okupazio-tasa,,,,,Bedia,%,Bedia,67.1
2020,Okupazio-tasa,,,,,Bedia,%,Bedia,71.6
2023,Okupazio-tasa,,,,,Bedia,%,Bedia,75.4
2019,Okupazio-tasa,,,,,Bedia,%,Bedia,73.2
2016,Okupazio-tasa,,,,,Bedia,%,Bedia,67.0
2021,Okupazio-tasa,,,,,Bedia,%,Bedia,71.0
2021,Okupazio-tasa,,,,,Beizama,%,Beizama,82.4
2019,Okupazio-tasa,,,,,Beizama,%,Beizama,67.6
2020,Okupazio-tasa,,,,,Beizama,%,Beizama,74.4
2016,Okupazio-tasa,,,,,Beizama,%,Beizama,67.1
2023,Okupazio-tasa,,,,,Beizama,%,Beizama,80.6
2010,Okupazio-tasa,,,,,Beizama,%,Beizama,72.5
2018,Okupazio-tasa,,,,,Beizama,%,Beizama,71.3
2022,Okupazio-tasa,,,,,Beizama,%,Beizama,76.7
2015,Okupazio-tasa,,,,,Beizama,%,Beizama,76.9
2019,Okupazio-tasa,,,,,Belauntza,%,Belauntza,66.9
2015,Okupazio-tasa,,,,,Belauntza,%,Belauntza,67.6
2016,Okupazio-tasa,,,,,Belauntza,%,Belauntza,68.6
2018,Okupazio-tasa,,,,,Belauntza,%,Belauntza,69.9
2023,Okupazio-tasa,,,,,Belauntza,%,Belauntza,75.0
2020,Okupazio-tasa,,,,,Belauntza,%,Belauntza,71.1
2021,Okupazio-tasa,,,,,Belauntza,%,Belauntza,71.7
2010,Okupazio-tasa,,,,,Belauntza,%,Belauntza,67.0
2022,Okupazio-tasa,,,,,Belauntza,%,Belauntza,68.9
2020,Okupazio-tasa,,,,,Berango,%,Berango,72.4
2023,Okupazio-tasa,,,,,Berango,%,Berango,74.8
2015,Okupazio-tasa,,,,,Berango,%,Berango,67.7
2022,Okupazio-tasa,,,,,Berango,%,Berango,73.5
2016,Okupazio-tasa,,,,,Berango,%,Berango,68.1
2010,Okupazio-tasa,,,,,Berango,%,Berango,67.2
2021,Okupazio-tasa,,,,,Berango,%,Berango,71.8
2019,Okupazio-tasa,,,,,Berango,%,Berango,71.5
2018,Okupazio-tasa,,,,,Berango,%,Berango,70.5
2016,Okupazio-tasa,,,,,Berantevilla,%,Berantevilla,61.5
2018,Okupazio-tasa,,,,,Berantevilla,%,Berantevilla,69.5
2020,Okupazio-tasa,,,,,Berantevilla,%,Berantevilla,68.7
2015,Okupazio-tasa,,,,,Berantevilla,%,Berantevilla,63.2
2022,Okupazio-tasa,,,,,Berantevilla,%,Berantevilla,74.3
2023,Okupazio-tasa,,,,,Berantevilla,%,Berantevilla,75.9
2010,Okupazio-tasa,,,,,Berantevilla,%,Berantevilla,65.9
2021,Okupazio-tasa,,,,,Berantevilla,%,Berantevilla,75.5
2019,Okupazio-tasa,,,,,Berantevilla,%,Berantevilla,71.8
2015,Okupazio-tasa,,,,,Berastegi,%,Berastegi,72.9
2021,Okupazio-tasa,,,,,Berastegi,%,Berastegi,79.2
2016,Okupazio-tasa,,,,,Berastegi,%,Berastegi,69.5
2018,Okupazio-tasa,,,,,Berastegi,%,Berastegi,73.2
2019,Okupazio-tasa,,,,,Berastegi,%,Berastegi,75.3
2022,Okupazio-tasa,,,,,Berastegi,%,Berastegi,81.3
2010,Okupazio-tasa,,,,,Berastegi,%,Berastegi,70.1
2020,Okupazio-tasa,,,,,Berastegi,%,Berastegi,78.5
2023,Okupazio-tasa,,,,,Berastegi,%,Berastegi,81.4
2020,Okupazio-tasa,,,,,Bergara,%,Bergara,73.6
2010,Okupazio-tasa,,,,,Bergara,%,Bergara,69.4
2018,Okupazio-tasa,,,,,Bergara,%,Bergara,72.0
2021,Okupazio-tasa,,,,,Bergara,%,Bergara,72.8
2015,Okupazio-tasa,,,,,Bergara,%,Bergara,68.9
2023,Okupazio-tasa,,,,,Bergara,%,Bergara,75.7
2016,Okupazio-tasa,,,,,Bergara,%,Bergara,68.4
2019,Okupazio-tasa,,,,,Bergara,%,Bergara,73.2
2022,Okupazio-tasa,,,,,Bergara,%,Bergara,74.8
2022,Okupazio-tasa,,,,,Bermeo,%,Bermeo,66.8
2019,Okupazio-tasa,,,,,Bermeo,%,Bermeo,63.3
2018,Okupazio-tasa,,,,,Bermeo,%,Bermeo,63.1
2016,Okupazio-tasa,,,,,Bermeo,%,Bermeo,60.5
2010,Okupazio-tasa,,,,,Bermeo,%,Bermeo,60.9
2023,Okupazio-tasa,,,,,Bermeo,%,Bermeo,69.3
2015,Okupazio-tasa,,,,,Bermeo,%,Bermeo,59.8
2021,Okupazio-tasa,,,,,Bermeo,%,Bermeo,64.2
2020,Okupazio-tasa,,,,,Bermeo,%,Bermeo,64.0
2010,Okupazio-tasa,,,,,Bernedo,%,Bernedo,79.2
2015,Okupazio-tasa,,,,,Bernedo,%,Bernedo,79.5
2020,Okupazio-tasa,,,,,Bernedo,%,Bernedo,77.4
2018,Okupazio-tasa,,,,,Bernedo,%,Bernedo,76.1
2022,Okupazio-tasa,,,,,Bernedo,%,Bernedo,75.6
2019,Okupazio-tasa,,,,,Bernedo,%,Bernedo,81.2
2023,Okupazio-tasa,,,,,Bernedo,%,Bernedo,77.2
2021,Okupazio-tasa,,,,,Bernedo,%,Bernedo,76.5
2016,Okupazio-tasa,,,,,Bernedo,%,Bernedo,78.7
2019,Okupazio-tasa,,,,,Berriatua,%,Berriatua,71.6
2021,Okupazio-tasa,,,,,Berriatua,%,Berriatua,73.2
2016,Okupazio-tasa,,,,,Berriatua,%,Berriatua,69.6
2022,Okupazio-tasa,,,,,Berriatua,%,Berriatua,74.9
2015,Okupazio-tasa,,,,,Berriatua,%,Berriatua,67.8
2018,Okupazio-tasa,,,,,Berriatua,%,Berriatua,68.5
2020,Okupazio-tasa,,,,,Berriatua,%,Berriatua,71.2
2010,Okupazio-tasa,,,,,Berriatua,%,Berriatua,64.9
2023,Okupazio-tasa,,,,,Berriatua,%,Berriatua,77.6
2020,Okupazio-tasa,,,,,Berriz,%,Berriz,73.6
2018,Okupazio-tasa,,,,,Berriz,%,Berriz,72.4
2010,Okupazio-tasa,,,,,Berriz,%,Berriz,68.4
2021,Okupazio-tasa,,,,,Berriz,%,Berriz,73.7
2022,Okupazio-tasa,,,,,Berriz,%,Berriz,74.8
2023,Okupazio-tasa,,,,,Berriz,%,Berriz,76.4
2019,Okupazio-tasa,,,,,Berriz,%,Berriz,72.9
2016,Okupazio-tasa,,,,,Berriz,%,Berriz,70.0
2015,Okupazio-tasa,,,,,Berriz,%,Berriz,68.8
2023,Okupazio-tasa,,,,,Berrobi,%,Berrobi,81.3
2022,Okupazio-tasa,,,,,Berrobi,%,Berrobi,78.9
2019,Okupazio-tasa,,,,,Berrobi,%,Berrobi,73.9
2021,Okupazio-tasa,,,,,Berrobi,%,Berrobi,75.6
2015,Okupazio-tasa,,,,,Berrobi,%,Berrobi,67.1
2010,Okupazio-tasa,,,,,Berrobi,%,Berrobi,68.6
2020,Okupazio-tasa,,,,,Berrobi,%,Berrobi,75.9
2016,Okupazio-tasa,,,,,Berrobi,%,Berrobi,66.5
2018,Okupazio-tasa,,,,,Berrobi,%,Berrobi,71.8
2022,Okupazio-tasa,,,,,Bidania-Goiatz,%,Bidania-Goiatz,79.8
2016,Okupazio-tasa,,,,,Bidania-Goiatz,%,Bidania-Goiatz,77.9
2015,Okupazio-tasa,,,,,Bidania-Goiatz,%,Bidania-Goiatz,74.7
2021,Okupazio-tasa,,,,,Bidania-Goiatz,%,Bidania-Goiatz,74.2
2020,Okupazio-tasa,,,,,Bidania-Goiatz,%,Bidania-Goiatz,76.5
2018,Okupazio-tasa,,,,,Bidania-Goiatz,%,Bidania-Goiatz,80.2
2010,Okupazio-tasa,,,,,Bidania-Goiatz,%,Bidania-Goiatz,67.7
2023,Okupazio-tasa,,,,,Bidania-Goiatz,%,Bidania-Goiatz,80.3
2019,Okupazio-tasa,,,,,Bidania-Goiatz,%,Bidania-Goiatz,77.8
2020,Okupazio-tasa,,,,,Bilbao,%,Bilbao,67.7
2010,Okupazio-tasa,,,,,Bilbao,%,Bilbao,63.2
2015,Okupazio-tasa,,,,,Bilbao,%,Bilbao,63.4
2021,Okupazio-tasa,,,,,Bilbao,%,Bilbao,66.8
2023,Okupazio-tasa,,,,,Bilbao,%,Bilbao,70.9
2022,Okupazio-tasa,,,,,Bilbao,%,Bilbao,68.4
2016,Okupazio-tasa,,,,,Bilbao,%,Bilbao,63.1
2019,Okupazio-tasa,,,,,Bilbao,%,Bilbao,67.1
2018,Okupazio-tasa,,,,,Bilbao,%,Bilbao,65.7
2010,Okupazio-tasa,,,,,Busturia,%,Busturia,66.7
2018,Okupazio-tasa,,,,,Busturia,%,Busturia,64.9
2015,Okupazio-tasa,,,,,Busturia,%,Busturia,65.5
2022,Okupazio-tasa,,,,,Busturia,%,Busturia,71.4
2019,Okupazio-tasa,,,,,Busturia,%,Busturia,69.3
2020,Okupazio-tasa,,,,,Busturia,%,Busturia,67.9
2016,Okupazio-tasa,,,,,Busturia,%,Busturia,63.7
2023,Okupazio-tasa,,,,,Busturia,%,Busturia,73.1
2021,Okupazio-tasa,,,,,Busturia,%,Busturia,68.6
2016,Okupazio-tasa,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,72.2
2019,Okupazio-tasa,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,75.3
2020,Okupazio-tasa,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,73.9
2023,Okupazio-tasa,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,77.3
2018,Okupazio-tasa,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,72.4
2022,Okupazio-tasa,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,76.2
2015,Okupazio-tasa,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,68.6
2010,Okupazio-tasa,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,71.1
2021,Okupazio-tasa,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,71.8
2010,Okupazio-tasa,,,,,Deba,%,Deba,67.4
2019,Okupazio-tasa,,,,,Deba,%,Deba,74.7
2016,Okupazio-tasa,,,,,Deba,%,Deba,69.8
2023,Okupazio-tasa,,,,,Deba,%,Deba,77.7
2022,Okupazio-tasa,,,,,Deba,%,Deba,76.0
2015,Okupazio-tasa,,,,,Deba,%,Deba,68.1
2021,Okupazio-tasa,,,,,Deba,%,Deba,73.3
2018,Okupazio-tasa,,,,,Deba,%,Deba,72.7
2020,Okupazio-tasa,,,,,Deba,%,Deba,74.1
2019,Okupazio-tasa,,,,,Derio,%,Derio,77.4
2016,Okupazio-tasa,,,,,Derio,%,Derio,75.1
2021,Okupazio-tasa,,,,,Derio,%,Derio,77.2
2018,Okupazio-tasa,,,,,Derio,%,Derio,77.4
2023,Okupazio-tasa,,,,,Derio,%,Derio,79.1
2020,Okupazio-tasa,,,,,Derio,%,Derio,78.7
2022,Okupazio-tasa,,,,,Derio,%,Derio,78.5
2010,Okupazio-tasa,,,,,Derio,%,Derio,70.0
2015,Okupazio-tasa,,,,,Derio,%,Derio,72.6
2016,Okupazio-tasa,,,,,Dima,%,Dima,75.3
2018,Okupazio-tasa,,,,,Dima,%,Dima,76.4
2010,Okupazio-tasa,,,,,Dima,%,Dima,71.1
2019,Okupazio-tasa,,,,,Dima,%,Dima,79.1
2020,Okupazio-tasa,,,,,Dima,%,Dima,76.9
2023,Okupazio-tasa,,,,,Dima,%,Dima,77.3
2015,Okupazio-tasa,,,,,Dima,%,Dima,75.2
2021,Okupazio-tasa,,,,,Dima,%,Dima,75.8
2022,Okupazio-tasa,,,,,Dima,%,Dima,77.3
2021,Okupazio-tasa,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,70.9
2018,Okupazio-tasa,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,70.8
2020,Okupazio-tasa,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,72.3
2016,Okupazio-tasa,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,68.2
2015,Okupazio-tasa,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,68.5
2023,Okupazio-tasa,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,75.4
2010,Okupazio-tasa,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,67.2
2019,Okupazio-tasa,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,71.9
2022,Okupazio-tasa,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,72.8
2020,Okupazio-tasa,,,,,Durango,%,Durango,72.5
2018,Okupazio-tasa,,,,,Durango,%,Durango,71.2
2015,Okupazio-tasa,,,,,Durango,%,Durango,68.7
2010,Okupazio-tasa,,,,,Durango,%,Durango,66.3
2021,Okupazio-tasa,,,,,Durango,%,Durango,71.9
2022,Okupazio-tasa,,,,,Durango,%,Durango,73.8
2019,Okupazio-tasa,,,,,Durango,%,Durango,72.5
2023,Okupazio-tasa,,,,,Durango,%,Durango,75.9
2016,Okupazio-tasa,,,,,Durango,%,Durango,69.3
2015,Okupazio-tasa,,,,,Ea,%,Ea,68.0
2018,Okupazio-tasa,,,,,Ea,%,Ea,65.2
2022,Okupazio-tasa,,,,,Ea,%,Ea,67.9
2016,Okupazio-tasa,,,,,Ea,%,Ea,64.7
2021,Okupazio-tasa,,,,,Ea,%,Ea,66.6
2019,Okupazio-tasa,,,,,Ea,%,Ea,68.5
2010,Okupazio-tasa,,,,,Ea,%,Ea,66.5
2020,Okupazio-tasa,,,,,Ea,%,Ea,66.2
2023,Okupazio-tasa,,,,,Ea,%,Ea,69.6
2021,Okupazio-tasa,,,,,Eibar,%,Eibar,69.5
2016,Okupazio-tasa,,,,,Eibar,%,Eibar,65.2
2015,Okupazio-tasa,,,,,Eibar,%,Eibar,65.1
2020,Okupazio-tasa,,,,,Eibar,%,Eibar,69.6
2022,Okupazio-tasa,,,,,Eibar,%,Eibar,71.3
2010,Okupazio-tasa,,,,,Eibar,%,Eibar,66.0
2018,Okupazio-tasa,,,,,Eibar,%,Eibar,69.4
2019,Okupazio-tasa,,,,,Eibar,%,Eibar,70.2
2023,Okupazio-tasa,,,,,Eibar,%,Eibar,73.8
2018,Okupazio-tasa,,,,,Elantxobe,%,Elantxobe,58.7
2015,Okupazio-tasa,,,,,Elantxobe,%,Elantxobe,60.5
2010,Okupazio-tasa,,,,,Elantxobe,%,Elantxobe,55.9
2019,Okupazio-tasa,,,,,Elantxobe,%,Elantxobe,58.3
2023,Okupazio-tasa,,,,,Elantxobe,%,Elantxobe,67.0
2020,Okupazio-tasa,,,,,Elantxobe,%,Elantxobe,65.0
2021,Okupazio-tasa,,,,,Elantxobe,%,Elantxobe,60.1
2016,Okupazio-tasa,,,,,Elantxobe,%,Elantxobe,55.9
