Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2017,,,Ibarra,%,Ibarra,0.5
2021,,,Ibarrangelu,%,Ibarrangelu,5.0
2016,,,Ibarrangelu,%,Ibarrangelu,4.7
2020,,,Ibarrangelu,%,Ibarrangelu,4.6
2014,,,Ibarrangelu,%,Ibarrangelu,4.6
2018,,,Ibarrangelu,%,Ibarrangelu,3.7
2022,,,Ibarrangelu,%,Ibarrangelu,6.1
2019,,,Ibarrangelu,%,Ibarrangelu,4.1
2017,,,Ibarrangelu,%,Ibarrangelu,4.7
2015,,,Ibarrangelu,%,Ibarrangelu,4.9
2018,,,Idiazabal,%,Idiazabal,1.1
2016,,,Idiazabal,%,Idiazabal,1.4
2015,,,Idiazabal,%,Idiazabal,2.2
2022,,,Idiazabal,%,Idiazabal,1.3
2020,,,Idiazabal,%,Idiazabal,0.9
2019,,,Idiazabal,%,Idiazabal,1.1
2021,,,Idiazabal,%,Idiazabal,1.0
2014,,,Idiazabal,%,Idiazabal,1.5
2017,,,Idiazabal,%,Idiazabal,1.6
2022,,,Igorre,%,Igorre,0.8
2021,,,Igorre,%,Igorre,0.6
2017,,,Igorre,%,Igorre,0.4
2014,,,Igorre,%,Igorre,0.3
2019,,,Igorre,%,Igorre,0.5
2020,,,Igorre,%,Igorre,0.5
2018,,,Igorre,%,Igorre,0.4
2016,,,Igorre,%,Igorre,0.4
2015,,,Igorre,%,Igorre,0.4
2015,,,Ikaztegieta,%,Ikaztegieta,0.7
2017,,,Ikaztegieta,%,Ikaztegieta,0.5
2021,,,Ikaztegieta,%,Ikaztegieta,0.4
2014,,,Ikaztegieta,%,Ikaztegieta,0.5
2019,,,Ikaztegieta,%,Ikaztegieta,0.4
2022,,,Ikaztegieta,%,Ikaztegieta,0.4
2016,,,Ikaztegieta,%,Ikaztegieta,0.5
2018,,,Ikaztegieta,%,Ikaztegieta,0.3
2020,,,Ikaztegieta,%,Ikaztegieta,0.4
2014,,,Irun,%,Irun,0.1
2021,,,Irun,%,Irun,0.1
2016,,,Irun,%,Irun,0.1
2022,,,Irun,%,Irun,0.1
2020,,,Irun,%,Irun,0.1
2018,,,Irun,%,Irun,0.1
2015,,,Irun,%,Irun,0.2
2017,,,Irun,%,Irun,0.1
2019,,,Irun,%,Irun,0.1
2018,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,0.8
2015,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,1.0
2019,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,0.7
2022,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,0.5
2016,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,0.8
2020,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,0.6
2014,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,1.2
2017,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,0.8
2021,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,0.6
2020,,,Irura,%,Irura,0.1
2021,,,Irura,%,Irura,0.1
2016,,,Irura,%,Irura,0.1
2014,,,Irura,%,Irura,0.1
2019,,,Irura,%,Irura,0.1
2017,,,Irura,%,Irura,0.1
2018,,,Irura,%,Irura,0.1
2015,,,Irura,%,Irura,0.1
2022,,,Irura,%,Irura,0.1
2015,,,Iruraiz-Gauna,%,Iruraiz-Gauna,35.4
2018,,,Iruraiz-Gauna,%,Iruraiz-Gauna,28.8
2020,,,Iruraiz-Gauna,%,Iruraiz-Gauna,30.6
2022,,,Iruraiz-Gauna,%,Iruraiz-Gauna,23.9
2016,,,Iruraiz-Gauna,%,Iruraiz-Gauna,30.4
2021,,,Iruraiz-Gauna,%,Iruraiz-Gauna,32.3
2017,,,Iruraiz-Gauna,%,Iruraiz-Gauna,28.7
2019,,,Iruraiz-Gauna,%,Iruraiz-Gauna,31.1
2014,,,Iruraiz-Gauna,%,Iruraiz-Gauna,28.7
2016,,,Ispaster,%,Ispaster,8.7
2019,,,Ispaster,%,Ispaster,11.4
2014,,,Ispaster,%,Ispaster,7.1
2017,,,Ispaster,%,Ispaster,8.0
2022,,,Ispaster,%,Ispaster,16.2
2021,,,Ispaster,%,Ispaster,13.4
2020,,,Ispaster,%,Ispaster,11.1
2018,,,Ispaster,%,Ispaster,10.0
2015,,,Ispaster,%,Ispaster,8.3
2022,,,Itsasondo,%,Itsasondo,1.5
2014,,,Itsasondo,%,Itsasondo,0.9
2021,,,Itsasondo,%,Itsasondo,1.3
2017,,,Itsasondo,%,Itsasondo,1.4
2019,,,Itsasondo,%,Itsasondo,1.6
2016,,,Itsasondo,%,Itsasondo,1.2
2015,,,Itsasondo,%,Itsasondo,1.0
2018,,,Itsasondo,%,Itsasondo,1.4
2020,,,Itsasondo,%,Itsasondo,1.1
2021,,,Iurreta,%,Iurreta,0.2
2019,,,Iurreta,%,Iurreta,0.2
2022,,,Iurreta,%,Iurreta,0.3
2016,,,Iurreta,%,Iurreta,0.2
2020,,,Iurreta,%,Iurreta,0.2
2018,,,Iurreta,%,Iurreta,0.1
2017,,,Iurreta,%,Iurreta,0.2
2014,,,Iurreta,%,Iurreta,0.2
2015,,,Iurreta,%,Iurreta,0.1
2014,,,Izurtza,%,Izurtza,0.3
2017,,,Izurtza,%,Izurtza,0.5
2022,,,Izurtza,%,Izurtza,1.2
2016,,,Izurtza,%,Izurtza,0.5
2015,,,Izurtza,%,Izurtza,0.3
2019,,,Izurtza,%,Izurtza,0.7
2020,,,Izurtza,%,Izurtza,0.7
2021,,,Izurtza,%,Izurtza,0.8
2018,,,Izurtza,%,Izurtza,0.5
2021,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,18.8
2020,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,14.4
2017,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,16.8
2016,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,16.0
2015,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,14.8
2014,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,19.0
2019,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,12.6
2018,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,13.0
2022,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,23.2
2018,,,Kortezubi,%,Kortezubi,15.1
2019,,,Kortezubi,%,Kortezubi,16.3
2015,,,Kortezubi,%,Kortezubi,25.8
2020,,,Kortezubi,%,Kortezubi,19.0
2021,,,Kortezubi,%,Kortezubi,17.0
2014,,,Kortezubi,%,Kortezubi,20.7
2016,,,Kortezubi,%,Kortezubi,20.5
2017,,,Kortezubi,%,Kortezubi,18.2
2022,,,Kortezubi,%,Kortezubi,17.6
2018,,,Kripan,%,Kripan,53.9
2021,,,Kripan,%,Kripan,53.3
2014,,,Kripan,%,Kripan,30.6
2016,,,Kripan,%,Kripan,51.3
2017,,,Kripan,%,Kripan,50.5
2022,,,Kripan,%,Kripan,43.5
2020,,,Kripan,%,Kripan,49.7
2019,,,Kripan,%,Kripan,50.5
2015,,,Kripan,%,Kripan,49.4
2021,,,Kuartango,%,Kuartango,28.1
2015,,,Kuartango,%,Kuartango,27.0
2018,,,Kuartango,%,Kuartango,34.0
2019,,,Kuartango,%,Kuartango,31.6
2022,,,Kuartango,%,Kuartango,31.4
2017,,,Kuartango,%,Kuartango,30.7
2020,,,Kuartango,%,Kuartango,30.9
2014,,,Kuartango,%,Kuartango,38.0
2016,,,Kuartango,%,Kuartango,29.6
2016,,,Labastida / Bastida,%,Labastida / Bastida,7.2
2014,,,Labastida / Bastida,%,Labastida / Bastida,6.7
2015,,,Labastida / Bastida,%,Labastida / Bastida,8.7
2020,,,Labastida / Bastida,%,Labastida / Bastida,5.7
2018,,,Labastida / Bastida,%,Labastida / Bastida,8.0
2017,,,Labastida / Bastida,%,Labastida / Bastida,6.9
2019,,,Labastida / Bastida,%,Labastida / Bastida,6.7
2022,,,Labastida / Bastida,%,Labastida / Bastida,4.2
2021,,,Labastida / Bastida,%,Labastida / Bastida,7.3
2022,,,Lagrán,%,Lagrán,18.8
2016,,,Lagrán,%,Lagrán,18.7
2014,,,Lagrán,%,Lagrán,16.4
2015,,,Lagrán,%,Lagrán,20.6
2018,,,Lagrán,%,Lagrán,18.7
2020,,,Lagrán,%,Lagrán,19.2
2017,,,Lagrán,%,Lagrán,15.4
2019,,,Lagrán,%,Lagrán,16.6
2021,,,Lagrán,%,Lagrán,19.2
2017,,,Laguardia,%,Laguardia,8.8
2015,,,Laguardia,%,Laguardia,8.3
2018,,,Laguardia,%,Laguardia,10.1
2022,,,Laguardia,%,Laguardia,5.2
2021,,,Laguardia,%,Laguardia,7.8
2020,,,Laguardia,%,Laguardia,7.8
2019,,,Laguardia,%,Laguardia,8.1
2014,,,Laguardia,%,Laguardia,7.3
2016,,,Laguardia,%,Laguardia,9.4
2016,,,Lanciego / Lantziego,%,Lanciego / Lantziego,14.4
2017,,,Lanciego / Lantziego,%,Lanciego / Lantziego,14.6
2021,,,Lanciego / Lantziego,%,Lanciego / Lantziego,10.7
2020,,,Lanciego / Lantziego,%,Lanciego / Lantziego,10.8
2015,,,Lanciego / Lantziego,%,Lanciego / Lantziego,15.1
2022,,,Lanciego / Lantziego,%,Lanciego / Lantziego,8.4
2014,,,Lanciego / Lantziego,%,Lanciego / Lantziego,10.9
2018,,,Lanciego / Lantziego,%,Lanciego / Lantziego,15.9
2019,,,Lanciego / Lantziego,%,Lanciego / Lantziego,13.5
2020,,,Lanestosa,%,Lanestosa,5.7
2017,,,Lanestosa,%,Lanestosa,4.9
2016,,,Lanestosa,%,Lanestosa,4.6
2015,,,Lanestosa,%,Lanestosa,4.1
2014,,,Lanestosa,%,Lanestosa,4.8
2019,,,Lanestosa,%,Lanestosa,5.0
2018,,,Lanestosa,%,Lanestosa,5.0
2022,,,Lanestosa,%,Lanestosa,7.2
2021,,,Lanestosa,%,Lanestosa,6.5
2016,,,Lantarón,%,Lantarón,3.2
2020,,,Lantarón,%,Lantarón,2.4
2015,,,Lantarón,%,Lantarón,3.8
2022,,,Lantarón,%,Lantarón,2.9
2021,,,Lantarón,%,Lantarón,2.6
2014,,,Lantarón,%,Lantarón,4.8
2019,,,Lantarón,%,Lantarón,2.6
2017,,,Lantarón,%,Lantarón,2.9
2018,,,Lantarón,%,Lantarón,2.6
2020,,,Lapuebla de Labarca,%,Lapuebla de Labarca,5.0
2022,,,Lapuebla de Labarca,%,Lapuebla de Labarca,4.2
2014,,,Lapuebla de Labarca,%,Lapuebla de Labarca,1.5
2017,,,Lapuebla de Labarca,%,Lapuebla de Labarca,3.2
2018,,,Lapuebla de Labarca,%,Lapuebla de Labarca,4.1
2016,,,Lapuebla de Labarca,%,Lapuebla de Labarca,2.6
2021,,,Lapuebla de Labarca,%,Lapuebla de Labarca,6.2
2015,,,Lapuebla de Labarca,%,Lapuebla de Labarca,2.1
2019,,,Lapuebla de Labarca,%,Lapuebla de Labarca,4.8
2020,,,Larrabetzu,%,Larrabetzu,1.2
2019,,,Larrabetzu,%,Larrabetzu,1.1
2015,,,Larrabetzu,%,Larrabetzu,2.4
2018,,,Larrabetzu,%,Larrabetzu,1.0
2017,,,Larrabetzu,%,Larrabetzu,1.3
2022,,,Larrabetzu,%,Larrabetzu,1.1
2021,,,Larrabetzu,%,Larrabetzu,0.9
2016,,,Larrabetzu,%,Larrabetzu,1.8
2014,,,Larrabetzu,%,Larrabetzu,2.6
2022,,,Larraul,%,Larraul,5.0
2021,,,Larraul,%,Larraul,4.7
2019,,,Larraul,%,Larraul,3.8
2018,,,Larraul,%,Larraul,3.7
2016,,,Larraul,%,Larraul,4.1
2014,,,Larraul,%,Larraul,5.4
2017,,,Larraul,%,Larraul,3.9
2015,,,Larraul,%,Larraul,6.3
2020,,,Larraul,%,Larraul,4.4
2017,,,Lasarte-Oria,%,Lasarte-Oria,0.1
2021,,,Lasarte-Oria,%,Lasarte-Oria,0.1
2016,,,Lasarte-Oria,%,Lasarte-Oria,0.1
2020,,,Lasarte-Oria,%,Lasarte-Oria,0.1
2015,,,Lasarte-Oria,%,Lasarte-Oria,0.1
2014,,,Lasarte-Oria,%,Lasarte-Oria,0.1
2019,,,Lasarte-Oria,%,Lasarte-Oria,0.1
2018,,,Lasarte-Oria,%,Lasarte-Oria,0.1
2022,,,Lasarte-Oria,%,Lasarte-Oria,0.1
2014,,,Laudio / Llodio,%,Laudio / Llodio,0.3
2017,,,Laudio / Llodio,%,Laudio / Llodio,0.3
2016,,,Laudio / Llodio,%,Laudio / Llodio,0.3
2015,,,Laudio / Llodio,%,Laudio / Llodio,0.3
2018,,,Laudio / Llodio,%,Laudio / Llodio,0.2
2019,,,Laudio / Llodio,%,Laudio / Llodio,0.2
2021,,,Laudio / Llodio,%,Laudio / Llodio,0.3
2022,,,Laudio / Llodio,%,Laudio / Llodio,0.4
2020,,,Laudio / Llodio,%,Laudio / Llodio,0.2
2018,,,Laukiz,%,Laukiz,2.7
2019,,,Laukiz,%,Laukiz,2.4
2014,,,Laukiz,%,Laukiz,3.2
2022,,,Laukiz,%,Laukiz,3.5
2017,,,Laukiz,%,Laukiz,2.9
2016,,,Laukiz,%,Laukiz,3.1
2021,,,Laukiz,%,Laukiz,3.4
2020,,,Laukiz,%,Laukiz,2.6
2015,,,Laukiz,%,Laukiz,3.2
2016,,,Lazkao,%,Lazkao,0.6
2021,,,Lazkao,%,Lazkao,0.6
2015,,,Lazkao,%,Lazkao,0.6
2022,,,Lazkao,%,Lazkao,0.6
2014,,,Lazkao,%,Lazkao,0.7
2018,,,Lazkao,%,Lazkao,0.5
2020,,,Lazkao,%,Lazkao,0.6
2017,,,Lazkao,%,Lazkao,0.7
2019,,,Lazkao,%,Lazkao,0.6
2015,,,Leaburu,%,Leaburu,1.6
2022,,,Leaburu,%,Leaburu,1.9
2016,,,Leaburu,%,Leaburu,1.5
2014,,,Leaburu,%,Leaburu,1.6
2020,,,Leaburu,%,Leaburu,1.6
2018,,,Leaburu,%,Leaburu,1.4
2017,,,Leaburu,%,Leaburu,1.7
2019,,,Leaburu,%,Leaburu,1.7
2021,,,Leaburu,%,Leaburu,1.7
2016,,,Legazpi,%,Legazpi,0.3
2017,,,Legazpi,%,Legazpi,0.4
2018,,,Legazpi,%,Legazpi,0.3
2020,,,Legazpi,%,Legazpi,0.4
2021,,,Legazpi,%,Legazpi,0.4
2022,,,Legazpi,%,Legazpi,0.6
2019,,,Legazpi,%,Legazpi,0.4
2015,,,Legazpi,%,Legazpi,0.3
2014,,,Legazpi,%,Legazpi,0.3
2015,,,Legorreta,%,Legorreta,1.7
2016,,,Legorreta,%,Legorreta,1.3
2017,,,Legorreta,%,Legorreta,1.3
2019,,,Legorreta,%,Legorreta,1.0
2020,,,Legorreta,%,Legorreta,0.8
2021,,,Legorreta,%,Legorreta,0.8
2022,,,Legorreta,%,Legorreta,0.8
2014,,,Legorreta,%,Legorreta,1.6
2018,,,Legorreta,%,Legorreta,1.0
2014,,,Legutio,%,Legutio,1.4
2017,,,Legutio,%,Legutio,0.5
2022,,,Legutio,%,Legutio,0.6
2016,,,Legutio,%,Legutio,0.7
2018,,,Legutio,%,Legutio,0.5
2015,,,Legutio,%,Legutio,1.0
2020,,,Legutio,%,Legutio,0.4
2019,,,Legutio,%,Legutio,0.3
2021,,,Legutio,%,Legutio,0.3
2017,,,Leintz-Gatzaga,%,Leintz-Gatzaga,5.4
2014,,,Leintz-Gatzaga,%,Leintz-Gatzaga,3.4
2016,,,Leintz-Gatzaga,%,Leintz-Gatzaga,4.8
2018,,,Leintz-Gatzaga,%,Leintz-Gatzaga,3.8
2020,,,Leintz-Gatzaga,%,Leintz-Gatzaga,6.4
2022,,,Leintz-Gatzaga,%,Leintz-Gatzaga,7.8
2015,,,Leintz-Gatzaga,%,Leintz-Gatzaga,4.4
2019,,,Leintz-Gatzaga,%,Leintz-Gatzaga,5.3
2021,,,Leintz-Gatzaga,%,Leintz-Gatzaga,6.4
2018,,,Leioa,%,Leioa,0.0
2022,,,Leioa,%,Leioa,0.0
2021,,,Leioa,%,Leioa,0.0
2016,,,Leioa,%,Leioa,0.0
2015,,,Leioa,%,Leioa,0.0
2020,,,Leioa,%,Leioa,0.0
2019,,,Leioa,%,Leioa,0.0
2014,,,Leioa,%,Leioa,0.0
2017,,,Leioa,%,Leioa,0.0
2022,,,Lekeitio,%,Lekeitio,1.6
2015,,,Lekeitio,%,Lekeitio,2.2
2018,,,Lekeitio,%,Lekeitio,3.7
2016,,,Lekeitio,%,Lekeitio,3.0
2020,,,Lekeitio,%,Lekeitio,2.6
2021,,,Lekeitio,%,Lekeitio,1.9
2017,,,Lekeitio,%,Lekeitio,3.6
2019,,,Lekeitio,%,Lekeitio,3.1
2014,,,Lekeitio,%,Lekeitio,1.9
2021,,,Lemoa,%,Lemoa,0.6
2017,,,Lemoa,%,Lemoa,0.5
2015,,,Lemoa,%,Lemoa,0.4
2014,,,Lemoa,%,Lemoa,0.4
2019,,,Lemoa,%,Lemoa,0.5
2018,,,Lemoa,%,Lemoa,0.5
2022,,,Lemoa,%,Lemoa,0.6
2020,,,Lemoa,%,Lemoa,0.5
2016,,,Lemoa,%,Lemoa,0.5
2020,,,Lemoiz,%,Lemoiz,11.9
2015,,,Lemoiz,%,Lemoiz,5.8
2019,,,Lemoiz,%,Lemoiz,9.5
2018,,,Lemoiz,%,Lemoiz,6.2
2017,,,Lemoiz,%,Lemoiz,7.4
2022,,,Lemoiz,%,Lemoiz,9.9
2021,,,Lemoiz,%,Lemoiz,10.9
2016,,,Lemoiz,%,Lemoiz,6.0
2014,,,Lemoiz,%,Lemoiz,7.6
2014,,,Leza,%,Leza,20.5
2019,,,Leza,%,Leza,37.8
2016,,,Leza,%,Leza,27.9
2021,,,Leza,%,Leza,30.4
2015,,,Leza,%,Leza,26.3
2017,,,Leza,%,Leza,25.5
2020,,,Leza,%,Leza,32.1
2022,,,Leza,%,Leza,24.3
2018,,,Leza,%,Leza,42.2
2022,,,Lezama,%,Lezama,0.5
2014,,,Lezama,%,Lezama,0.5
2021,,,Lezama,%,Lezama,0.5
2017,,,Lezama,%,Lezama,0.6
2018,,,Lezama,%,Lezama,0.6
2019,,,Lezama,%,Lezama,0.5
2016,,,Lezama,%,Lezama,0.6
2020,,,Lezama,%,Lezama,0.5
2015,,,Lezama,%,Lezama,0.5
2015,,,Lezo,%,Lezo,0.1
2014,,,Lezo,%,Lezo,0.1
2016,,,Lezo,%,Lezo,0.1
2022,,,Lezo,%,Lezo,0.1
2020,,,Lezo,%,Lezo,0.1
2017,,,Lezo,%,Lezo,0.1
2019,,,Lezo,%,Lezo,0.1
2018,,,Lezo,%,Lezo,0.1
2021,,,Lezo,%,Lezo,0.1
2021,,,Lizartza,%,Lizartza,1.5
2017,,,Lizartza,%,Lizartza,1.6
2022,,,Lizartza,%,Lizartza,1.5
2018,,,Lizartza,%,Lizartza,1.1
2020,,,Lizartza,%,Lizartza,1.3
2016,,,Lizartza,%,Lizartza,1.4
2014,,,Lizartza,%,Lizartza,1.4
2015,,,Lizartza,%,Lizartza,1.4
2019,,,Lizartza,%,Lizartza,1.5
2016,,,Loiu,%,Loiu,0.2
2018,,,Loiu,%,Loiu,0.1
2022,,,Loiu,%,Loiu,0.2
2020,,,Loiu,%,Loiu,0.2
2015,,,Loiu,%,Loiu,0.2
2017,,,Loiu,%,Loiu,0.1
2021,,,Loiu,%,Loiu,0.2
2019,,,Loiu,%,Loiu,0.1
2014,,,Loiu,%,Loiu,0.2
2018,,,Mallabia,%,Mallabia,0.7
2022,,,Mallabia,%,Mallabia,0.7
2017,,,Mallabia,%,Mallabia,0.8
2016,,,Mallabia,%,Mallabia,0.9
2020,,,Mallabia,%,Mallabia,0.7
2019,,,Mallabia,%,Mallabia,0.7
2014,,,Mallabia,%,Mallabia,0.9
2021,,,Mallabia,%,Mallabia,0.6
2015,,,Mallabia,%,Mallabia,0.9
2017,,,Mañaria,%,Mañaria,2.6
2021,,,Mañaria,%,Mañaria,3.4
2020,,,Mañaria,%,Mañaria,2.5
2015,,,Mañaria,%,Mañaria,1.6
2014,,,Mañaria,%,Mañaria,1.6
2019,,,Mañaria,%,Mañaria,2.3
2018,,,Mañaria,%,Mañaria,2.1
2022,,,Mañaria,%,Mañaria,4.4
2016,,,Mañaria,%,Mañaria,2.4
2018,,,Markina-Xemein,%,Markina-Xemein,2.1
2019,,,Markina-Xemein,%,Markina-Xemein,2.5
2022,,,Markina-Xemein,%,Markina-Xemein,4.4
2021,,,Markina-Xemein,%,Markina-Xemein,3.6
2016,,,Markina-Xemein,%,Markina-Xemein,2.3
2020,,,Markina-Xemein,%,Markina-Xemein,2.8
2014,,,Markina-Xemein,%,Markina-Xemein,1.7
2015,,,Markina-Xemein,%,Markina-Xemein,2.1
2017,,,Markina-Xemein,%,Markina-Xemein,2.2
2022,,,Maruri-Jatabe,%,Maruri-Jatabe,5.6
2014,,,Maruri-Jatabe,%,Maruri-Jatabe,5.4
2018,,,Maruri-Jatabe,%,Maruri-Jatabe,4.4
2021,,,Maruri-Jatabe,%,Maruri-Jatabe,6.1
2015,,,Maruri-Jatabe,%,Maruri-Jatabe,3.9
2020,,,Maruri-Jatabe,%,Maruri-Jatabe,6.6
2019,,,Maruri-Jatabe,%,Maruri-Jatabe,5.3
2016,,,Maruri-Jatabe,%,Maruri-Jatabe,6.0
2017,,,Maruri-Jatabe,%,Maruri-Jatabe,4.8
2022,,,Mendaro,%,Mendaro,0.9
2017,,,Mendaro,%,Mendaro,0.7
2014,,,Mendaro,%,Mendaro,0.5
2018,,,Mendaro,%,Mendaro,0.4
2021,,,Mendaro,%,Mendaro,0.7
2016,,,Mendaro,%,Mendaro,0.6
2015,,,Mendaro,%,Mendaro,0.5
2020,,,Mendaro,%,Mendaro,0.5
2019,,,Mendaro,%,Mendaro,0.6
2020,,,Mendata,%,Mendata,23.2
2015,,,Mendata,%,Mendata,20.2
2014,,,Mendata,%,Mendata,18.5
2018,,,Mendata,%,Mendata,23.1
2022,,,Mendata,%,Mendata,33.2
2016,,,Mendata,%,Mendata,24.3
2019,,,Mendata,%,Mendata,26.0
2017,,,Mendata,%,Mendata,25.9
2021,,,Mendata,%,Mendata,28.9
2020,,,Mendexa,%,Mendexa,10.0
2019,,,Mendexa,%,Mendexa,8.1
2018,,,Mendexa,%,Mendexa,6.2
2015,,,Mendexa,%,Mendexa,8.9
2016,,,Mendexa,%,Mendexa,7.5
2014,,,Mendexa,%,Mendexa,8.9
2017,,,Mendexa,%,Mendexa,7.3
2022,,,Mendexa,%,Mendexa,10.7
2021,,,Mendexa,%,Mendexa,10.3
2022,,,Meñaka,%,Meñaka,6.6
2015,,,Meñaka,%,Meñaka,4.4
2016,,,Meñaka,%,Meñaka,5.6
2018,,,Meñaka,%,Meñaka,5.3
2019,,,Meñaka,%,Meñaka,5.4
2014,,,Meñaka,%,Meñaka,4.4
2017,,,Meñaka,%,Meñaka,5.6
2021,,,Meñaka,%,Meñaka,6.9
2020,,,Meñaka,%,Meñaka,5.6
2015,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,26.2
2014,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,24.5
2016,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,31.8
2019,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,28.5
2018,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,32.4
2020,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,21.7
2022,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,17.8
2017,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,30.0
2021,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,21.5
2018,,,Morga,%,Morga,13.4
2021,,,Morga,%,Morga,19.5
2022,,,Morga,%,Morga,21.4
2017,,,Morga,%,Morga,16.7
2015,,,Morga,%,Morga,16.0
2019,,,Morga,%,Morga,12.6
2014,,,Morga,%,Morga,14.3
2016,,,Morga,%,Morga,17.9
2020,,,Morga,%,Morga,18.0
2014,,,Mundaka,%,Mundaka,0.9
2015,,,Mundaka,%,Mundaka,0.9
2016,,,Mundaka,%,Mundaka,0.9
2018,,,Mundaka,%,Mundaka,0.5
2020,,,Mundaka,%,Mundaka,0.5
2022,,,Mundaka,%,Mundaka,0.5
2021,,,Mundaka,%,Mundaka,0.6
2019,,,Mundaka,%,Mundaka,0.5
2017,,,Mundaka,%,Mundaka,0.4
2017,,,Mungia,%,Mungia,0.4
2021,,,Mungia,%,Mungia,0.4
2022,,,Mungia,%,Mungia,0.4
2015,,,Mungia,%,Mungia,0.6
2019,,,Mungia,%,Mungia,0.4
2014,,,Mungia,%,Mungia,0.5
2020,,,Mungia,%,Mungia,0.4
2018,,,Mungia,%,Mungia,0.3
2016,,,Mungia,%,Mungia,0.5
2018,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,9.0
2022,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,19.7
2014,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,6.6
2021,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,15.8
2017,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,9.2
2015,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,8.6
2016,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,10.1
2020,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,9.8
2019,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,11.0
2018,,,Murueta,%,Murueta,4.1
2020,,,Murueta,%,Murueta,9.5
2022,,,Murueta,%,Murueta,3.5
2021,,,Murueta,%,Murueta,4.2
2015,,,Murueta,%,Murueta,3.9
2019,,,Murueta,%,Murueta,4.1
2016,,,Murueta,%,Murueta,4.8
2014,,,Murueta,%,Murueta,3.5
2017,,,Murueta,%,Murueta,4.9
2021,,,Muskiz,%,Muskiz,0.3
2016,,,Muskiz,%,Muskiz,0.2
2017,,,Muskiz,%,Muskiz,0.3
2014,,,Muskiz,%,Muskiz,0.7
2018,,,Muskiz,%,Muskiz,0.3
2020,,,Muskiz,%,Muskiz,0.4
2022,,,Muskiz,%,Muskiz,0.1
2019,,,Muskiz,%,Muskiz,0.3
2015,,,Muskiz,%,Muskiz,0.3
2017,,,Mutiloa,%,Mutiloa,11.0
2021,,,Mutiloa,%,Mutiloa,10.7
2014,,,Mutiloa,%,Mutiloa,8.2
2015,,,Mutiloa,%,Mutiloa,8.1
2016,,,Mutiloa,%,Mutiloa,9.4
2018,,,Mutiloa,%,Mutiloa,7.6
2019,,,Mutiloa,%,Mutiloa,7.5
2020,,,Mutiloa,%,Mutiloa,8.3
2022,,,Mutiloa,%,Mutiloa,14.8
2014,,,Mutriku,%,Mutriku,1.8
2020,,,Mutriku,%,Mutriku,2.3
2019,,,Mutriku,%,Mutriku,2.2
2022,,,Mutriku,%,Mutriku,3.3
