Year,Sexua,Adina,Egoitza,Desgaitasunik ez duten pertsonak,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2015,Gizona,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,11.9
2020,Gizona,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,5.3
2016,Gizona,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,9.3
2021,Gizona,16 urte eta gehiago,,,,,Astigarraga,%,Astigarraga,4.9
2020,Gizona,16 urte eta gehiago,,,,,Ataun,%,Ataun,6.1
2015,Gizona,16 urte eta gehiago,,,,,Ataun,%,Ataun,8.2
2018,Gizona,16 urte eta gehiago,,,,,Ataun,%,Ataun,4.5
2010,Gizona,16 urte eta gehiago,,,,,Ataun,%,Ataun,4.6
2019,Gizona,16 urte eta gehiago,,,,,Ataun,%,Ataun,5.0
2016,Gizona,16 urte eta gehiago,,,,,Ataun,%,Ataun,8.2
2021,Gizona,16 urte eta gehiago,,,,,Ataun,%,Ataun,4.6
2018,Gizona,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,7.0
2010,Gizona,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,7.3
2021,Gizona,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,11.1
2020,Gizona,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,6.6
2016,Gizona,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,7.5
2019,Gizona,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,6.6
2015,Gizona,16 urte eta gehiago,,,,,Atxondo,%,Atxondo,13.2
2010,Gizona,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,8.2
2018,Gizona,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,4.7
2019,Gizona,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,4.0
2016,Gizona,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,5.9
2021,Gizona,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,6.3
2020,Gizona,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,4.1
2015,Gizona,16 urte eta gehiago,,,,,Aulesti,%,Aulesti,7.5
2019,Gizona,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,5.5
2016,Gizona,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,8.5
2020,Gizona,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,5.8
2010,Gizona,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,6.6
2015,Gizona,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,10.3
2021,Gizona,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,6.1
2018,Gizona,16 urte eta gehiago,,,,,Ayala / Aiara,%,Ayala / Aiara,6.0
2015,Gizona,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,15.2
2010,Gizona,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,8.7
2021,Gizona,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,7.6
2018,Gizona,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,7.8
2020,Gizona,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,6.7
2016,Gizona,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,12.0
2019,Gizona,16 urte eta gehiago,,,,,Azkoitia,%,Azkoitia,6.6
2015,Gizona,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,16.8
2021,Gizona,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,6.9
2018,Gizona,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,6.5
2020,Gizona,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,6.0
2010,Gizona,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,8.0
2019,Gizona,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,6.0
2016,Gizona,16 urte eta gehiago,,,,,Azpeitia,%,Azpeitia,12.0
2019,Gizona,16 urte eta gehiago,,,,,Bakio,%,Bakio,10.3
2010,Gizona,16 urte eta gehiago,,,,,Bakio,%,Bakio,8.3
2016,Gizona,16 urte eta gehiago,,,,,Bakio,%,Bakio,14.5
2018,Gizona,16 urte eta gehiago,,,,,Bakio,%,Bakio,10.8
2021,Gizona,16 urte eta gehiago,,,,,Bakio,%,Bakio,11.1
2015,Gizona,16 urte eta gehiago,,,,,Bakio,%,Bakio,14.8
2020,Gizona,16 urte eta gehiago,,,,,Bakio,%,Bakio,9.8
2020,Gizona,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,7.1
2015,Gizona,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,4.4
2010,Gizona,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,2.8
2016,Gizona,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,7.7
2021,Gizona,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,7.5
2018,Gizona,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,2.6
2019,Gizona,16 urte eta gehiago,,,,,Baliarrain,%,Baliarrain,0.0
2021,Gizona,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,12.3
2010,Gizona,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,11.1
2016,Gizona,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,19.6
2020,Gizona,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,11.5
2019,Gizona,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,12.6
2018,Gizona,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,14.1
2015,Gizona,16 urte eta gehiago,,,,,Balmaseda,%,Balmaseda,20.9
2021,Gizona,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,11.1
2020,Gizona,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,3.2
2015,Gizona,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,8.6
2010,Gizona,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,1.0
2018,Gizona,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,5.4
2019,Gizona,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,4.1
2016,Gizona,16 urte eta gehiago,,,,,Baños de Ebro / Mañueta,%,Baños de Ebro / Mañueta,2.3
2015,Gizona,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,20.0
2021,Gizona,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,11.9
2010,Gizona,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,11.2
2020,Gizona,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,10.9
2018,Gizona,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,13.0
2016,Gizona,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,18.3
2019,Gizona,16 urte eta gehiago,,,,,Barakaldo,%,Barakaldo,11.4
2020,Gizona,16 urte eta gehiago,,,,,Barrika,%,Barrika,7.4
2015,Gizona,16 urte eta gehiago,,,,,Barrika,%,Barrika,17.3
2019,Gizona,16 urte eta gehiago,,,,,Barrika,%,Barrika,11.7
2016,Gizona,16 urte eta gehiago,,,,,Barrika,%,Barrika,16.6
2021,Gizona,16 urte eta gehiago,,,,,Barrika,%,Barrika,14.6
2010,Gizona,16 urte eta gehiago,,,,,Barrika,%,Barrika,14.9
2018,Gizona,16 urte eta gehiago,,,,,Barrika,%,Barrika,11.0
2019,Gizona,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,4.2
2021,Gizona,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,5.0
2020,Gizona,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,5.6
2015,Gizona,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,7.6
2010,Gizona,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,5.7
2016,Gizona,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,6.6
2018,Gizona,16 urte eta gehiago,,,,,Barrundia,%,Barrundia,4.8
2016,Gizona,16 urte eta gehiago,,,,,Basauri,%,Basauri,17.2
2020,Gizona,16 urte eta gehiago,,,,,Basauri,%,Basauri,11.0
2015,Gizona,16 urte eta gehiago,,,,,Basauri,%,Basauri,18.8
2021,Gizona,16 urte eta gehiago,,,,,Basauri,%,Basauri,11.9
2019,Gizona,16 urte eta gehiago,,,,,Basauri,%,Basauri,11.1
2018,Gizona,16 urte eta gehiago,,,,,Basauri,%,Basauri,11.7
2010,Gizona,16 urte eta gehiago,,,,,Basauri,%,Basauri,10.6
2018,Gizona,16 urte eta gehiago,,,,,Beasain,%,Beasain,6.8
2019,Gizona,16 urte eta gehiago,,,,,Beasain,%,Beasain,5.9
2021,Gizona,16 urte eta gehiago,,,,,Beasain,%,Beasain,7.2
2010,Gizona,16 urte eta gehiago,,,,,Beasain,%,Beasain,9.1
2016,Gizona,16 urte eta gehiago,,,,,Beasain,%,Beasain,9.9
2020,Gizona,16 urte eta gehiago,,,,,Beasain,%,Beasain,6.0
2015,Gizona,16 urte eta gehiago,,,,,Beasain,%,Beasain,12.9
2010,Gizona,16 urte eta gehiago,,,,,Bedia,%,Bedia,8.3
2016,Gizona,16 urte eta gehiago,,,,,Bedia,%,Bedia,15.7
2021,Gizona,16 urte eta gehiago,,,,,Bedia,%,Bedia,6.3
2020,Gizona,16 urte eta gehiago,,,,,Bedia,%,Bedia,7.3
2015,Gizona,16 urte eta gehiago,,,,,Bedia,%,Bedia,12.4
2019,Gizona,16 urte eta gehiago,,,,,Bedia,%,Bedia,7.0
2018,Gizona,16 urte eta gehiago,,,,,Bedia,%,Bedia,9.3
2015,Gizona,16 urte eta gehiago,,,,,Beizama,%,Beizama,10.9
2010,Gizona,16 urte eta gehiago,,,,,Beizama,%,Beizama,6.4
2021,Gizona,16 urte eta gehiago,,,,,Beizama,%,Beizama,5.0
2019,Gizona,16 urte eta gehiago,,,,,Beizama,%,Beizama,5.0
2020,Gizona,16 urte eta gehiago,,,,,Beizama,%,Beizama,5.0
2016,Gizona,16 urte eta gehiago,,,,,Beizama,%,Beizama,13.6
2018,Gizona,16 urte eta gehiago,,,,,Beizama,%,Beizama,2.3
2015,Gizona,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,12.5
2021,Gizona,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,0.0
2019,Gizona,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,1.6
2016,Gizona,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,7.1
2020,Gizona,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,6.0
2010,Gizona,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,11.4
2018,Gizona,16 urte eta gehiago,,,,,Belauntza,%,Belauntza,5.0
2010,Gizona,16 urte eta gehiago,,,,,Berango,%,Berango,9.7
2019,Gizona,16 urte eta gehiago,,,,,Berango,%,Berango,7.2
2021,Gizona,16 urte eta gehiago,,,,,Berango,%,Berango,8.8
2020,Gizona,16 urte eta gehiago,,,,,Berango,%,Berango,8.2
2016,Gizona,16 urte eta gehiago,,,,,Berango,%,Berango,10.8
2015,Gizona,16 urte eta gehiago,,,,,Berango,%,Berango,14.3
2018,Gizona,16 urte eta gehiago,,,,,Berango,%,Berango,7.8
2010,Gizona,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,12.0
2021,Gizona,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,6.6
2020,Gizona,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,8.2
2018,Gizona,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,11.9
2015,Gizona,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,19.2
2016,Gizona,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,13.3
2019,Gizona,16 urte eta gehiago,,,,,Berantevilla,%,Berantevilla,8.0
2010,Gizona,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,7.9
2021,Gizona,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,1.7
2019,Gizona,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,4.5
2018,Gizona,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,4.9
2015,Gizona,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,8.0
2020,Gizona,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,3.5
2016,Gizona,16 urte eta gehiago,,,,,Berastegi,%,Berastegi,6.6
2018,Gizona,16 urte eta gehiago,,,,,Bergara,%,Bergara,7.5
2010,Gizona,16 urte eta gehiago,,,,,Bergara,%,Bergara,8.2
2019,Gizona,16 urte eta gehiago,,,,,Bergara,%,Bergara,7.4
2021,Gizona,16 urte eta gehiago,,,,,Bergara,%,Bergara,7.4
2020,Gizona,16 urte eta gehiago,,,,,Bergara,%,Bergara,7.1
2016,Gizona,16 urte eta gehiago,,,,,Bergara,%,Bergara,11.1
2015,Gizona,16 urte eta gehiago,,,,,Bergara,%,Bergara,13.6
2020,Gizona,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,13.4
2019,Gizona,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,13.7
2010,Gizona,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,13.9
2018,Gizona,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,14.5
2021,Gizona,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,14.6
2016,Gizona,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,19.2
2015,Gizona,16 urte eta gehiago,,,,,Bermeo,%,Bermeo,22.9
2019,Gizona,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,6.4
2016,Gizona,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,7.6
2021,Gizona,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,8.1
2020,Gizona,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,7.7
2018,Gizona,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,11.5
2015,Gizona,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,8.5
2010,Gizona,16 urte eta gehiago,,,,,Bernedo,%,Bernedo,4.8
2015,Gizona,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,17.8
2020,Gizona,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,9.1
2021,Gizona,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,8.1
2016,Gizona,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,14.5
2010,Gizona,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,16.1
2019,Gizona,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,8.2
2018,Gizona,16 urte eta gehiago,,,,,Berriatua,%,Berriatua,9.4
2021,Gizona,16 urte eta gehiago,,,,,Berriz,%,Berriz,8.3
2018,Gizona,16 urte eta gehiago,,,,,Berriz,%,Berriz,8.5
2016,Gizona,16 urte eta gehiago,,,,,Berriz,%,Berriz,10.8
2015,Gizona,16 urte eta gehiago,,,,,Berriz,%,Berriz,15.5
2020,Gizona,16 urte eta gehiago,,,,,Berriz,%,Berriz,7.1
2010,Gizona,16 urte eta gehiago,,,,,Berriz,%,Berriz,10.1
2019,Gizona,16 urte eta gehiago,,,,,Berriz,%,Berriz,6.5
2018,Gizona,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,10.7
2019,Gizona,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,7.3
2016,Gizona,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,16.2
2010,Gizona,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,4.9
2021,Gizona,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,10.1
2020,Gizona,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,5.3
2015,Gizona,16 urte eta gehiago,,,,,Berrobi,%,Berrobi,15.1
2020,Gizona,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.9
2021,Gizona,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,8.6
2010,Gizona,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,11.4
2016,Gizona,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.6
2019,Gizona,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.1
2015,Gizona,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,13.0
2018,Gizona,16 urte eta gehiago,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.4
2010,Gizona,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,12.2
2015,Gizona,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,20.1
2019,Gizona,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,12.5
2020,Gizona,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,11.9
2021,Gizona,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,13.0
2016,Gizona,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,18.6
2018,Gizona,16 urte eta gehiago,,,,,Bilbao,%,Bilbao,13.9
2016,Gizona,16 urte eta gehiago,,,,,Busturia,%,Busturia,18.4
2020,Gizona,16 urte eta gehiago,,,,,Busturia,%,Busturia,9.7
2021,Gizona,16 urte eta gehiago,,,,,Busturia,%,Busturia,9.3
2015,Gizona,16 urte eta gehiago,,,,,Busturia,%,Busturia,15.5
2019,Gizona,16 urte eta gehiago,,,,,Busturia,%,Busturia,10.5
2018,Gizona,16 urte eta gehiago,,,,,Busturia,%,Busturia,14.7
2010,Gizona,16 urte eta gehiago,,,,,Busturia,%,Busturia,9.9
2016,Gizona,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,11.8
2010,Gizona,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,7.6
2019,Gizona,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,8.6
2015,Gizona,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,12.7
2020,Gizona,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,7.4
2018,Gizona,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,9.9
2021,Gizona,16 urte eta gehiago,,,,,Campezo / Kanpezu,%,Campezo / Kanpezu,9.7
2016,Gizona,16 urte eta gehiago,,,,,Deba,%,Deba,10.3
2010,Gizona,16 urte eta gehiago,,,,,Deba,%,Deba,8.1
2018,Gizona,16 urte eta gehiago,,,,,Deba,%,Deba,7.0
2015,Gizona,16 urte eta gehiago,,,,,Deba,%,Deba,13.2
2021,Gizona,16 urte eta gehiago,,,,,Deba,%,Deba,7.2
2020,Gizona,16 urte eta gehiago,,,,,Deba,%,Deba,5.6
2019,Gizona,16 urte eta gehiago,,,,,Deba,%,Deba,6.6
2010,Gizona,16 urte eta gehiago,,,,,Derio,%,Derio,7.9
2021,Gizona,16 urte eta gehiago,,,,,Derio,%,Derio,6.7
2020,Gizona,16 urte eta gehiago,,,,,Derio,%,Derio,5.0
2016,Gizona,16 urte eta gehiago,,,,,Derio,%,Derio,10.5
2015,Gizona,16 urte eta gehiago,,,,,Derio,%,Derio,13.2
2018,Gizona,16 urte eta gehiago,,,,,Derio,%,Derio,6.7
2019,Gizona,16 urte eta gehiago,,,,,Derio,%,Derio,6.3
2021,Gizona,16 urte eta gehiago,,,,,Dima,%,Dima,6.2
2020,Gizona,16 urte eta gehiago,,,,,Dima,%,Dima,6.0
2010,Gizona,16 urte eta gehiago,,,,,Dima,%,Dima,8.1
2019,Gizona,16 urte eta gehiago,,,,,Dima,%,Dima,5.6
2016,Gizona,16 urte eta gehiago,,,,,Dima,%,Dima,8.3
2015,Gizona,16 urte eta gehiago,,,,,Dima,%,Dima,9.2
2018,Gizona,16 urte eta gehiago,,,,,Dima,%,Dima,6.8
2018,Gizona,16 urte eta gehiago,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.0
2021,Gizona,16 urte eta gehiago,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.1
2019,Gizona,16 urte eta gehiago,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,8.2
2015,Gizona,16 urte eta gehiago,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,15.1
2020,Gizona,16 urte eta gehiago,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,7.6
2016,Gizona,16 urte eta gehiago,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,12.3
2010,Gizona,16 urte eta gehiago,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.9
2016,Gizona,16 urte eta gehiago,,,,,Durango,%,Durango,11.3
2021,Gizona,16 urte eta gehiago,,,,,Durango,%,Durango,9.2
2010,Gizona,16 urte eta gehiago,,,,,Durango,%,Durango,9.8
2018,Gizona,16 urte eta gehiago,,,,,Durango,%,Durango,8.7
2019,Gizona,16 urte eta gehiago,,,,,Durango,%,Durango,8.0
2020,Gizona,16 urte eta gehiago,,,,,Durango,%,Durango,8.3
2015,Gizona,16 urte eta gehiago,,,,,Durango,%,Durango,14.2
2010,Gizona,16 urte eta gehiago,,,,,Ea,%,Ea,11.2
2018,Gizona,16 urte eta gehiago,,,,,Ea,%,Ea,6.4
2020,Gizona,16 urte eta gehiago,,,,,Ea,%,Ea,8.1
2019,Gizona,16 urte eta gehiago,,,,,Ea,%,Ea,6.0
2016,Gizona,16 urte eta gehiago,,,,,Ea,%,Ea,12.7
2015,Gizona,16 urte eta gehiago,,,,,Ea,%,Ea,11.1
2021,Gizona,16 urte eta gehiago,,,,,Ea,%,Ea,12.4
2021,Gizona,16 urte eta gehiago,,,,,Eibar,%,Eibar,10.0
2015,Gizona,16 urte eta gehiago,,,,,Eibar,%,Eibar,16.8
2020,Gizona,16 urte eta gehiago,,,,,Eibar,%,Eibar,9.5
2010,Gizona,16 urte eta gehiago,,,,,Eibar,%,Eibar,9.0
2016,Gizona,16 urte eta gehiago,,,,,Eibar,%,Eibar,14.3
2018,Gizona,16 urte eta gehiago,,,,,Eibar,%,Eibar,10.2
2019,Gizona,16 urte eta gehiago,,,,,Eibar,%,Eibar,9.8
2019,Gizona,16 urte eta gehiago,,,,,Elantxobe,%,Elantxobe,13.8
2018,Gizona,16 urte eta gehiago,,,,,Elantxobe,%,Elantxobe,13.3
2010,Gizona,16 urte eta gehiago,,,,,Elantxobe,%,Elantxobe,13.0
2015,Gizona,16 urte eta gehiago,,,,,Elantxobe,%,Elantxobe,15.7
2021,Gizona,16 urte eta gehiago,,,,,Elantxobe,%,Elantxobe,14.1
2016,Gizona,16 urte eta gehiago,,,,,Elantxobe,%,Elantxobe,17.5
2020,Gizona,16 urte eta gehiago,,,,,Elantxobe,%,Elantxobe,12.0
2018,Gizona,16 urte eta gehiago,,,,,Elburgo / Burgelu,%,Elburgo / Burgelu,6.4
2019,Gizona,16 urte eta gehiago,,,,,Elburgo / Burgelu,%,Elburgo / Burgelu,4.9
2010,Gizona,16 urte eta gehiago,,,,,Elburgo / Burgelu,%,Elburgo / Burgelu,4.0
2020,Gizona,16 urte eta gehiago,,,,,Elburgo / Burgelu,%,Elburgo / Burgelu,3.6
2015,Gizona,16 urte eta gehiago,,,,,Elburgo / Burgelu,%,Elburgo / Burgelu,7.2
2021,Gizona,16 urte eta gehiago,,,,,Elburgo / Burgelu,%,Elburgo / Burgelu,7.9
2016,Gizona,16 urte eta gehiago,,,,,Elburgo / Burgelu,%,Elburgo / Burgelu,7.0
2016,Gizona,16 urte eta gehiago,,,,,Elciego,%,Elciego,9.5
2018,Gizona,16 urte eta gehiago,,,,,Elciego,%,Elciego,6.8
2010,Gizona,16 urte eta gehiago,,,,,Elciego,%,Elciego,11.3
2019,Gizona,16 urte eta gehiago,,,,,Elciego,%,Elciego,7.5
2021,Gizona,16 urte eta gehiago,,,,,Elciego,%,Elciego,8.6
2020,Gizona,16 urte eta gehiago,,,,,Elciego,%,Elciego,6.0
2015,Gizona,16 urte eta gehiago,,,,,Elciego,%,Elciego,22.2
2010,Gizona,16 urte eta gehiago,,,,,Elduain,%,Elduain,5.8
2018,Gizona,16 urte eta gehiago,,,,,Elduain,%,Elduain,11.1
2020,Gizona,16 urte eta gehiago,,,,,Elduain,%,Elduain,6.3
2019,Gizona,16 urte eta gehiago,,,,,Elduain,%,Elduain,4.8
2021,Gizona,16 urte eta gehiago,,,,,Elduain,%,Elduain,6.8
2016,Gizona,16 urte eta gehiago,,,,,Elduain,%,Elduain,9.1
2015,Gizona,16 urte eta gehiago,,,,,Elduain,%,Elduain,4.6
2016,Gizona,16 urte eta gehiago,,,,,Elgeta,%,Elgeta,9.7
2020,Gizona,16 urte eta gehiago,,,,,Elgeta,%,Elgeta,4.7
2021,Gizona,16 urte eta gehiago,,,,,Elgeta,%,Elgeta,4.1
2010,Gizona,16 urte eta gehiago,,,,,Elgeta,%,Elgeta,7.9
2019,Gizona,16 urte eta gehiago,,,,,Elgeta,%,Elgeta,6.5
2015,Gizona,16 urte eta gehiago,,,,,Elgeta,%,Elgeta,12.3
2018,Gizona,16 urte eta gehiago,,,,,Elgeta,%,Elgeta,7.0
2016,Gizona,16 urte eta gehiago,,,,,Elgoibar,%,Elgoibar,10.9
2021,Gizona,16 urte eta gehiago,,,,,Elgoibar,%,Elgoibar,6.3
2015,Gizona,16 urte eta gehiago,,,,,Elgoibar,%,Elgoibar,12.5
2020,Gizona,16 urte eta gehiago,,,,,Elgoibar,%,Elgoibar,5.6
2019,Gizona,16 urte eta gehiago,,,,,Elgoibar,%,Elgoibar,6.2
2018,Gizona,16 urte eta gehiago,,,,,Elgoibar,%,Elgoibar,7.5
2010,Gizona,16 urte eta gehiago,,,,,Elgoibar,%,Elgoibar,8.3
2015,Gizona,16 urte eta gehiago,,,,,Elorrio,%,Elorrio,12.4
2010,Gizona,16 urte eta gehiago,,,,,Elorrio,%,Elorrio,8.5
2016,Gizona,16 urte eta gehiago,,,,,Elorrio,%,Elorrio,9.5
2021,Gizona,16 urte eta gehiago,,,,,Elorrio,%,Elorrio,8.0
2020,Gizona,16 urte eta gehiago,,,,,Elorrio,%,Elorrio,6.4
2019,Gizona,16 urte eta gehiago,,,,,Elorrio,%,Elorrio,7.6
2018,Gizona,16 urte eta gehiago,,,,,Elorrio,%,Elorrio,7.6
2020,Gizona,16 urte eta gehiago,,,,,Elvillar / Bilar,%,Elvillar / Bilar,3.3
2018,Gizona,16 urte eta gehiago,,,,,Elvillar / Bilar,%,Elvillar / Bilar,3.2
2015,Gizona,16 urte eta gehiago,,,,,Elvillar / Bilar,%,Elvillar / Bilar,8.9
2021,Gizona,16 urte eta gehiago,,,,,Elvillar / Bilar,%,Elvillar / Bilar,10.4
2019,Gizona,16 urte eta gehiago,,,,,Elvillar / Bilar,%,Elvillar / Bilar,3.1
2010,Gizona,16 urte eta gehiago,,,,,Elvillar / Bilar,%,Elvillar / Bilar,6.5
2016,Gizona,16 urte eta gehiago,,,,,Elvillar / Bilar,%,Elvillar / Bilar,9.2
2019,Gizona,16 urte eta gehiago,,,,,Erandio,%,Erandio,10.6
2016,Gizona,16 urte eta gehiago,,,,,Erandio,%,Erandio,17.0
2021,Gizona,16 urte eta gehiago,,,,,Erandio,%,Erandio,11.4
2018,Gizona,16 urte eta gehiago,,,,,Erandio,%,Erandio,11.9
2020,Gizona,16 urte eta gehiago,,,,,Erandio,%,Erandio,9.7
