Year,Habilidad informática,Edad,Sexo,Territorio histórico,Units,Value
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Mujer,Bizkaia,%,84.3
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Mujer,Gipuzkoa,%,87.3
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Mujer,Gipuzkoa,%,91.7
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Mujer,Gipuzkoa,%,87.5
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Mujer,Gipuzkoa,%,90.0
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Mujer,Gipuzkoa,%,85.4
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Mujer,Gipuzkoa,%,84.4
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,,%,81.9
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,,%,86.4
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,,%,77.0
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,,%,82.5
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,,%,77.2
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,,%,73.2
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Araba/Álava,%,82.5
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Araba/Álava,%,76.9
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Araba/Álava,%,71.4
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Araba/Álava,%,88.5
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Araba/Álava,%,77.8
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Araba/Álava,%,73.5
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Bizkaia,%,81.1
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Bizkaia,%,86.3
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Bizkaia,%,85.8
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Bizkaia,%,85.5
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Bizkaia,%,66.6
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Bizkaia,%,75.5
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Gipuzkoa,%,80.5
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Gipuzkoa,%,72.4
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Gipuzkoa,%,89.2
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Gipuzkoa,%,74.7
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Gipuzkoa,%,82.4
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",16-24 años,Hombre,Gipuzkoa,%,79.9
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,,%,37.4
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,,%,37.2
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,,%,39.9
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,,%,34.5
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,,%,41.0
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,,%,35.4
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Araba/Álava,%,32.1
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Araba/Álava,%,36.4
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Araba/Álava,%,38.5
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Araba/Álava,%,42.5
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Araba/Álava,%,31.7
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Araba/Álava,%,38.7
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Bizkaia,%,35.5
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Bizkaia,%,41.4
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Bizkaia,%,40.2
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Bizkaia,%,37.6
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Bizkaia,%,36.6
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Bizkaia,%,36.0
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Gipuzkoa,%,39.7
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Gipuzkoa,%,36.9
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Gipuzkoa,%,40.0
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Gipuzkoa,%,33.3
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Gipuzkoa,%,37.3
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,,Gipuzkoa,%,37.5
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,,%,35.7
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,,%,40.3
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,,%,37.5
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,,%,39.6
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,,%,36.5
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,,%,32.4
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Araba/Álava,%,28.5
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Araba/Álava,%,33.3
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Araba/Álava,%,40.2
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Araba/Álava,%,37.2
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Araba/Álava,%,38.7
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Araba/Álava,%,38.5
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Bizkaia,%,39.0
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Bizkaia,%,34.4
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Bizkaia,%,36.5
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Bizkaia,%,36.8
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Bizkaia,%,35.5
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Bizkaia,%,39.4
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Gipuzkoa,%,37.9
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Gipuzkoa,%,41.1
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Gipuzkoa,%,35.6
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Gipuzkoa,%,38.2
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Gipuzkoa,%,41.8
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Mujer,Gipuzkoa,%,30.9
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,,%,35.1
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,,%,41.7
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,,%,40.1
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,,%,38.3
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,,%,36.7
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,,%,36.8
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Araba/Álava,%,35.5
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Araba/Álava,%,44.8
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Araba/Álava,%,30.9
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Araba/Álava,%,35.1
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Araba/Álava,%,39.0
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Araba/Álava,%,38.3
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Bizkaia,%,37.8
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Bizkaia,%,36.4
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Bizkaia,%,43.4
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Bizkaia,%,41.4
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Bizkaia,%,39.7
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Bizkaia,%,34.4
2024,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Gipuzkoa,%,35.8
2023,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Gipuzkoa,%,38.3
2022,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Gipuzkoa,%,36.3
2021,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Gipuzkoa,%,37.5
2020,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Gipuzkoa,%,38.9
2019,"Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos",25-74 años,Hombre,Gipuzkoa,%,37.2
2022,Programar en un lenguaje de programación,,,,%,5.3
2021,Programar en un lenguaje de programación,,,,%,5.3
2019,Programar en un lenguaje de programación,,,,%,5.6
2023,Programar en un lenguaje de programación,,,,%,6.2
2024,Programar en un lenguaje de programación,,,,%,4.5
2020,Programar en un lenguaje de programación,,,,%,5.7
2020,Programar en un lenguaje de programación,,,Araba/Álava,%,5.7
2019,Programar en un lenguaje de programación,,,Araba/Álava,%,5.3
2022,Programar en un lenguaje de programación,,,Araba/Álava,%,4.7
2021,Programar en un lenguaje de programación,,,Araba/Álava,%,5.7
2024,Programar en un lenguaje de programación,,,Araba/Álava,%,3.7
2023,Programar en un lenguaje de programación,,,Araba/Álava,%,4.3
2020,Programar en un lenguaje de programación,,,Bizkaia,%,5.7
2023,Programar en un lenguaje de programación,,,Bizkaia,%,6.9
2021,Programar en un lenguaje de programación,,,Bizkaia,%,5.2
2019,Programar en un lenguaje de programación,,,Bizkaia,%,5.8
2022,Programar en un lenguaje de programación,,,Bizkaia,%,5.1
2024,Programar en un lenguaje de programación,,,Bizkaia,%,4.9
2020,Programar en un lenguaje de programación,,,Gipuzkoa,%,5.6
2019,Programar en un lenguaje de programación,,,Gipuzkoa,%,5.2
2021,Programar en un lenguaje de programación,,,Gipuzkoa,%,5.2
2024,Programar en un lenguaje de programación,,,Gipuzkoa,%,4.1
2022,Programar en un lenguaje de programación,,,Gipuzkoa,%,5.7
2023,Programar en un lenguaje de programación,,,Gipuzkoa,%,6.1
2024,Programar en un lenguaje de programación,,Mujer,,%,2.9
2021,Programar en un lenguaje de programación,,Mujer,,%,3.1
2019,Programar en un lenguaje de programación,,Mujer,,%,3.1
2020,Programar en un lenguaje de programación,,Mujer,,%,4.0
2023,Programar en un lenguaje de programación,,Mujer,,%,4.4
2022,Programar en un lenguaje de programación,,Mujer,,%,3.4
2020,Programar en un lenguaje de programación,,Mujer,Araba/Álava,%,4.6
2019,Programar en un lenguaje de programación,,Mujer,Araba/Álava,%,3.0
2022,Programar en un lenguaje de programación,,Mujer,Araba/Álava,%,3.0
2024,Programar en un lenguaje de programación,,Mujer,Araba/Álava,%,2.1
2021,Programar en un lenguaje de programación,,Mujer,Araba/Álava,%,3.7
2023,Programar en un lenguaje de programación,,Mujer,Araba/Álava,%,3.5
2024,Programar en un lenguaje de programación,,Mujer,Bizkaia,%,4.0
2023,Programar en un lenguaje de programación,,Mujer,Bizkaia,%,5.3
2022,Programar en un lenguaje de programación,,Mujer,Bizkaia,%,3.7
2021,Programar en un lenguaje de programación,,Mujer,Bizkaia,%,3.3
2020,Programar en un lenguaje de programación,,Mujer,Bizkaia,%,3.6
2019,Programar en un lenguaje de programación,,Mujer,Bizkaia,%,3.3
2023,Programar en un lenguaje de programación,,Mujer,Gipuzkoa,%,3.4
2024,Programar en un lenguaje de programación,,Mujer,Gipuzkoa,%,1.5
2021,Programar en un lenguaje de programación,,Mujer,Gipuzkoa,%,2.6
2020,Programar en un lenguaje de programación,,Mujer,Gipuzkoa,%,4.5
2019,Programar en un lenguaje de programación,,Mujer,Gipuzkoa,%,2.7
2022,Programar en un lenguaje de programación,,Mujer,Gipuzkoa,%,2.8
2020,Programar en un lenguaje de programación,,Hombre,,%,7.4
2022,Programar en un lenguaje de programación,,Hombre,,%,7.2
2021,Programar en un lenguaje de programación,,Hombre,,%,7.4
2019,Programar en un lenguaje de programación,,Hombre,,%,8.1
2024,Programar en un lenguaje de programación,,Hombre,,%,6.1
2023,Programar en un lenguaje de programación,,Hombre,,%,8.1
2024,Programar en un lenguaje de programación,,Hombre,Araba/Álava,%,5.3
2019,Programar en un lenguaje de programación,,Hombre,Araba/Álava,%,7.6
2022,Programar en un lenguaje de programación,,Hombre,Araba/Álava,%,6.5
2021,Programar en un lenguaje de programación,,Hombre,Araba/Álava,%,7.7
2023,Programar en un lenguaje de programación,,Hombre,Araba/Álava,%,5.0
2020,Programar en un lenguaje de programación,,Hombre,Araba/Álava,%,6.8
2019,Programar en un lenguaje de programación,,Hombre,Bizkaia,%,8.5
2024,Programar en un lenguaje de programación,,Hombre,Bizkaia,%,5.8
2020,Programar en un lenguaje de programación,,Hombre,Bizkaia,%,8.0
2022,Programar en un lenguaje de programación,,Hombre,Bizkaia,%,6.6
2021,Programar en un lenguaje de programación,,Hombre,Bizkaia,%,7.0
2023,Programar en un lenguaje de programación,,Hombre,Bizkaia,%,8.5
2021,Programar en un lenguaje de programación,,Hombre,Gipuzkoa,%,7.8
2019,Programar en un lenguaje de programación,,Hombre,Gipuzkoa,%,7.8
2023,Programar en un lenguaje de programación,,Hombre,Gipuzkoa,%,8.9
2020,Programar en un lenguaje de programación,,Hombre,Gipuzkoa,%,6.7
2022,Programar en un lenguaje de programación,,Hombre,Gipuzkoa,%,8.6
2024,Programar en un lenguaje de programación,,Hombre,Gipuzkoa,%,6.9
2023,Programar en un lenguaje de programación,16-24 años,,,%,16.6
2024,Programar en un lenguaje de programación,16-24 años,,,%,11.2
2020,Programar en un lenguaje de programación,16-24 años,,,%,13.2
2022,Programar en un lenguaje de programación,16-24 años,,,%,11.0
2021,Programar en un lenguaje de programación,16-24 años,,,%,14.7
2019,Programar en un lenguaje de programación,16-24 años,,,%,12.3
2020,Programar en un lenguaje de programación,16-24 años,,Araba/Álava,%,7.0
2024,Programar en un lenguaje de programación,16-24 años,,Araba/Álava,%,17.1
2023,Programar en un lenguaje de programación,16-24 años,,Araba/Álava,%,14.4
2019,Programar en un lenguaje de programación,16-24 años,,Araba/Álava,%,10.6
2021,Programar en un lenguaje de programación,16-24 años,,Araba/Álava,%,14.5
2022,Programar en un lenguaje de programación,16-24 años,,Araba/Álava,%,11.1
2022,Programar en un lenguaje de programación,16-24 años,,Bizkaia,%,11.4
2023,Programar en un lenguaje de programación,16-24 años,,Bizkaia,%,20.1
2019,Programar en un lenguaje de programación,16-24 años,,Bizkaia,%,14.2
2020,Programar en un lenguaje de programación,16-24 años,,Bizkaia,%,16.1
2021,Programar en un lenguaje de programación,16-24 años,,Bizkaia,%,14.5
2024,Programar en un lenguaje de programación,16-24 años,,Bizkaia,%,10.2
2022,Programar en un lenguaje de programación,16-24 años,,Gipuzkoa,%,10.5
2023,Programar en un lenguaje de programación,16-24 años,,Gipuzkoa,%,12.5
2019,Programar en un lenguaje de programación,16-24 años,,Gipuzkoa,%,10.5
2021,Programar en un lenguaje de programación,16-24 años,,Gipuzkoa,%,14.9
2024,Programar en un lenguaje de programación,16-24 años,,Gipuzkoa,%,10.3
2020,Programar en un lenguaje de programación,16-24 años,,Gipuzkoa,%,11.7
2022,Programar en un lenguaje de programación,16-24 años,Mujer,,%,9.1
2024,Programar en un lenguaje de programación,16-24 años,Mujer,,%,6.3
2021,Programar en un lenguaje de programación,16-24 años,Mujer,,%,11.1
2020,Programar en un lenguaje de programación,16-24 años,Mujer,,%,9.7
2023,Programar en un lenguaje de programación,16-24 años,Mujer,,%,12.1
2019,Programar en un lenguaje de programación,16-24 años,Mujer,,%,8.9
2024,Programar en un lenguaje de programación,16-24 años,Mujer,Araba/Álava,%,5.9
2023,Programar en un lenguaje de programación,16-24 años,Mujer,Araba/Álava,%,9.0
2022,Programar en un lenguaje de programación,16-24 años,Mujer,Araba/Álava,%,4.7
2021,Programar en un lenguaje de programación,16-24 años,Mujer,Araba/Álava,%,9.2
2020,Programar en un lenguaje de programación,16-24 años,Mujer,Araba/Álava,%,4.1
2019,Programar en un lenguaje de programación,16-24 años,Mujer,Araba/Álava,%,7.9
2024,Programar en un lenguaje de programación,16-24 años,Mujer,Bizkaia,%,8.4
2023,Programar en un lenguaje de programación,16-24 años,Mujer,Bizkaia,%,15.5
2022,Programar en un lenguaje de programación,16-24 años,Mujer,Bizkaia,%,13.1
2021,Programar en un lenguaje de programación,16-24 años,Mujer,Bizkaia,%,13.4
2020,Programar en un lenguaje de programación,16-24 años,Mujer,Bizkaia,%,11.5
2019,Programar en un lenguaje de programación,16-24 años,Mujer,Bizkaia,%,10.7
2024,Programar en un lenguaje de programación,16-24 años,Mujer,Gipuzkoa,%,3.6
2023,Programar en un lenguaje de programación,16-24 años,Mujer,Gipuzkoa,%,8.3
2022,Programar en un lenguaje de programación,16-24 años,Mujer,Gipuzkoa,%,4.7
2021,Programar en un lenguaje de programación,16-24 años,Mujer,Gipuzkoa,%,8.3
2020,Programar en un lenguaje de programación,16-24 años,Mujer,Gipuzkoa,%,9.3
2019,Programar en un lenguaje de programación,16-24 años,Mujer,Gipuzkoa,%,6.8
2019,Programar en un lenguaje de programación,16-24 años,Hombre,,%,15.8
2020,Programar en un lenguaje de programación,16-24 años,Hombre,,%,16.5
2022,Programar en un lenguaje de programación,16-24 años,Hombre,,%,12.9
2024,Programar en un lenguaje de programación,16-24 años,Hombre,,%,15.6
2023,Programar en un lenguaje de programación,16-24 años,Hombre,,%,20.8
2021,Programar en un lenguaje de programación,16-24 años,Hombre,,%,17.8
2023,Programar en un lenguaje de programación,16-24 años,Hombre,Araba/Álava,%,18.6
2022,Programar en un lenguaje de programación,16-24 años,Hombre,Araba/Álava,%,17.3
2024,Programar en un lenguaje de programación,16-24 años,Hombre,Araba/Álava,%,27.8
2021,Programar en un lenguaje de programación,16-24 años,Hombre,Araba/Álava,%,18.8
2020,Programar en un lenguaje de programación,16-24 años,Hombre,Araba/Álava,%,9.6
2019,Programar en un lenguaje de programación,16-24 años,Hombre,Araba/Álava,%,13.7
2024,Programar en un lenguaje de programación,16-24 años,Hombre,Bizkaia,%,11.8
2023,Programar en un lenguaje de programación,16-24 años,Hombre,Bizkaia,%,24.5
2022,Programar en un lenguaje de programación,16-24 años,Hombre,Bizkaia,%,9.6
2021,Programar en un lenguaje de programación,16-24 años,Hombre,Bizkaia,%,15.6
2020,Programar en un lenguaje de programación,16-24 años,Hombre,Bizkaia,%,20.5
2019,Programar en un lenguaje de programación,16-24 años,Hombre,Bizkaia,%,17.7
2024,Programar en un lenguaje de programación,16-24 años,Hombre,Gipuzkoa,%,16.1
2021,Programar en un lenguaje de programación,16-24 años,Hombre,Gipuzkoa,%,20.3
2020,Programar en un lenguaje de programación,16-24 años,Hombre,Gipuzkoa,%,13.9
2019,Programar en un lenguaje de programación,16-24 años,Hombre,Gipuzkoa,%,14.1
2023,Programar en un lenguaje de programación,16-24 años,Hombre,Gipuzkoa,%,16.5
2022,Programar en un lenguaje de programación,16-24 años,Hombre,Gipuzkoa,%,16.0
2019,Programar en un lenguaje de programación,25-74 años,,,%,4.8
2023,Programar en un lenguaje de programación,25-74 años,,,%,4.9
2020,Programar en un lenguaje de programación,25-74 años,,,%,4.8
2021,Programar en un lenguaje de programación,25-74 años,,,%,4.0
2022,Programar en un lenguaje de programación,25-74 años,,,%,4.5
2024,Programar en un lenguaje de programación,25-74 años,,,%,3.5
2022,Programar en un lenguaje de programación,25-74 años,,Araba/Álava,%,4.0
2021,Programar en un lenguaje de programación,25-74 años,,Araba/Álava,%,4.5
2024,Programar en un lenguaje de programación,25-74 años,,Araba/Álava,%,1.8
2019,Programar en un lenguaje de programación,25-74 años,,Araba/Álava,%,4.7
2020,Programar en un lenguaje de programación,25-74 años,,Araba/Álava,%,5.6
2023,Programar en un lenguaje de programación,25-74 años,,Araba/Álava,%,2.9
2020,Programar en un lenguaje de programación,25-74 años,,Bizkaia,%,4.5
2022,Programar en un lenguaje de programación,25-74 años,,Bizkaia,%,4.3
2021,Programar en un lenguaje de programación,25-74 años,,Bizkaia,%,4.0
2019,Programar en un lenguaje de programación,25-74 años,,Bizkaia,%,5.0
2023,Programar en un lenguaje de programación,25-74 años,,Bizkaia,%,5.2
2024,Programar en un lenguaje de programación,25-74 años,,Bizkaia,%,4.2
2021,Programar en un lenguaje de programación,25-74 años,,Gipuzkoa,%,3.8
2020,Programar en un lenguaje de programación,25-74 años,,Gipuzkoa,%,4.8
2023,Programar en un lenguaje de programación,25-74 años,,Gipuzkoa,%,5.2
2024,Programar en un lenguaje de programación,25-74 años,,Gipuzkoa,%,3.2
2019,Programar en un lenguaje de programación,25-74 años,,Gipuzkoa,%,4.6
2022,Programar en un lenguaje de programación,25-74 años,,Gipuzkoa,%,5.0
2023,Programar en un lenguaje de programación,25-74 años,Mujer,,%,3.5
2020,Programar en un lenguaje de programación,25-74 años,Mujer,,%,3.4
2021,Programar en un lenguaje de programación,25-74 años,Mujer,,%,2.1
2024,Programar en un lenguaje de programación,25-74 años,Mujer,,%,2.5
2022,Programar en un lenguaje de programación,25-74 años,Mujer,,%,2.6
2019,Programar en un lenguaje de programación,25-74 años,Mujer,,%,2.4
2020,Programar en un lenguaje de programación,25-74 años,Mujer,Araba/Álava,%,4.7
2019,Programar en un lenguaje de programación,25-74 años,Mujer,Araba/Álava,%,2.5
2021,Programar en un lenguaje de programación,25-74 años,Mujer,Araba/Álava,%,3.0
2024,Programar en un lenguaje de programación,25-74 años,Mujer,Araba/Álava,%,1.6
2023,Programar en un lenguaje de programación,25-74 años,Mujer,Araba/Álava,%,2.9
2022,Programar en un lenguaje de programación,25-74 años,Mujer,Araba/Álava,%,2.8
2023,Programar en un lenguaje de programación,25-74 años,Mujer,Bizkaia,%,4.1
2022,Programar en un lenguaje de programación,25-74 años,Mujer,Bizkaia,%,2.6
2021,Programar en un lenguaje de programación,25-74 años,Mujer,Bizkaia,%,2.1
2020,Programar en un lenguaje de programación,25-74 años,Mujer,Bizkaia,%,2.7
2019,Programar en un lenguaje de programación,25-74 años,Mujer,Bizkaia,%,2.5
2024,Programar en un lenguaje de programación,25-74 años,Mujer,Bizkaia,%,3.5
2024,Programar en un lenguaje de programación,25-74 años,Mujer,Gipuzkoa,%,1.2
2023,Programar en un lenguaje de programación,25-74 años,Mujer,Gipuzkoa,%,2.7
2022,Programar en un lenguaje de programación,25-74 años,Mujer,Gipuzkoa,%,2.6
2021,Programar en un lenguaje de programación,25-74 años,Mujer,Gipuzkoa,%,1.8
2019,Programar en un lenguaje de programación,25-74 años,Mujer,Gipuzkoa,%,2.2
2020,Programar en un lenguaje de programación,25-74 años,Mujer,Gipuzkoa,%,3.9
2021,Programar en un lenguaje de programación,25-74 años,Hombre,,%,5.9
2023,Programar en un lenguaje de programación,25-74 años,Hombre,,%,6.3
2022,Programar en un lenguaje de programación,25-74 años,Hombre,,%,6.5
2024,Programar en un lenguaje de programación,25-74 años,Hombre,,%,4.6
2020,Programar en un lenguaje de programación,25-74 años,Hombre,,%,6.2
2019,Programar en un lenguaje de programación,25-74 años,Hombre,,%,7.3
2019,Programar en un lenguaje de programación,25-74 años,Hombre,Araba/Álava,%,7.0
2023,Programar en un lenguaje de programación,25-74 años,Hombre,Araba/Álava,%,2.8
2021,Programar en un lenguaje de programación,25-74 años,Hombre,Araba/Álava,%,6.0
2024,Programar en un lenguaje de programación,25-74 años,Hombre,Araba/Álava,%,2.1
2022,Programar en un lenguaje de programación,25-74 años,Hombre,Araba/Álava,%,5.2
2020,Programar en un lenguaje de programación,25-74 años,Hombre,Araba/Álava,%,6.5
2023,Programar en un lenguaje de programación,25-74 años,Hombre,Bizkaia,%,6.4
2022,Programar en un lenguaje de programación,25-74 años,Hombre,Bizkaia,%,6.2
2021,Programar en un lenguaje de programación,25-74 años,Hombre,Bizkaia,%,5.9
2019,Programar en un lenguaje de programación,25-74 años,Hombre,Bizkaia,%,7.5
2020,Programar en un lenguaje de programación,25-74 años,Hombre,Bizkaia,%,6.4
2024,Programar en un lenguaje de programación,25-74 años,Hombre,Bizkaia,%,4.9
2021,Programar en un lenguaje de programación,25-74 años,Hombre,Gipuzkoa,%,5.8
2024,Programar en un lenguaje de programación,25-74 años,Hombre,Gipuzkoa,%,5.3
2023,Programar en un lenguaje de programación,25-74 años,Hombre,Gipuzkoa,%,7.9
