Year,Habilidad informática,Sexo,Edad,Territorio histórico,Units,Value
2020,Instalar software o aplicaciones(apps),Mujer,16-74 años,Bizkaia,%,56.85
2021,Instalar software o aplicaciones(apps),Mujer,16-74 años,Bizkaia,%,60.56
2023,Instalar software o aplicaciones(apps),Mujer,16-74 años,Bizkaia,%,49.35
2020,Instalar software o aplicaciones(apps),Mujer,16-74 años,Gipuzkoa,%,56.86
2023,Instalar software o aplicaciones(apps),Mujer,16-74 años,Gipuzkoa,%,46.88
2021,Instalar software o aplicaciones(apps),Mujer,16-74 años,Gipuzkoa,%,62.05
2022,Instalar software o aplicaciones(apps),Mujer,16-74 años,Gipuzkoa,%,52.17
2019,Instalar software o aplicaciones(apps),Mujer,16-74 años,Gipuzkoa,%,49.41
2019,Instalar software o aplicaciones(apps),Mujer,25-74 años,,%,46.69
2020,Instalar software o aplicaciones(apps),Mujer,25-74 años,,%,53.16
2022,Instalar software o aplicaciones(apps),Mujer,25-74 años,,%,48.51
2023,Instalar software o aplicaciones(apps),Mujer,25-74 años,,%,45.18
2021,Instalar software o aplicaciones(apps),Mujer,25-74 años,,%,58.11
2019,Instalar software o aplicaciones(apps),Mujer,25-74 años,Araba/Álava,%,45.81
2022,Instalar software o aplicaciones(apps),Mujer,25-74 años,Araba/Álava,%,46.44
2021,Instalar software o aplicaciones(apps),Mujer,25-74 años,Araba/Álava,%,59.26
2020,Instalar software o aplicaciones(apps),Mujer,25-74 años,Araba/Álava,%,51.71
2023,Instalar software o aplicaciones(apps),Mujer,25-74 años,Araba/Álava,%,49.41
2019,Instalar software o aplicaciones(apps),Mujer,25-74 años,Bizkaia,%,47.91
2021,Instalar software o aplicaciones(apps),Mujer,25-74 años,Bizkaia,%,57.31
2023,Instalar software o aplicaciones(apps),Mujer,25-74 años,Bizkaia,%,45.68
2022,Instalar software o aplicaciones(apps),Mujer,25-74 años,Bizkaia,%,48.69
2020,Instalar software o aplicaciones(apps),Mujer,25-74 años,Bizkaia,%,53.23
2020,Instalar software o aplicaciones(apps),Mujer,25-74 años,Gipuzkoa,%,53.72
2023,Instalar software o aplicaciones(apps),Mujer,25-74 años,Gipuzkoa,%,42.39
2022,Instalar software o aplicaciones(apps),Mujer,25-74 años,Gipuzkoa,%,49.21
2019,Instalar software o aplicaciones(apps),Mujer,25-74 años,Gipuzkoa,%,45.07
2021,Instalar software o aplicaciones(apps),Mujer,25-74 años,Gipuzkoa,%,58.89
2023,Instalar software o aplicaciones(apps),Hombre,16-24 años,,%,73.67
2019,Instalar software o aplicaciones(apps),Hombre,16-24 años,,%,81.0
2022,Instalar software o aplicaciones(apps),Hombre,16-24 años,,%,83.51
2021,Instalar software o aplicaciones(apps),Hombre,16-24 años,,%,90.82
2020,Instalar software o aplicaciones(apps),Hombre,16-24 años,,%,88.17
2022,Instalar software o aplicaciones(apps),Hombre,16-24 años,Araba/Álava,%,76.66
2020,Instalar software o aplicaciones(apps),Hombre,16-24 años,Araba/Álava,%,92.8
2019,Instalar software o aplicaciones(apps),Hombre,16-24 años,Araba/Álava,%,82.04
2023,Instalar software o aplicaciones(apps),Hombre,16-24 años,Araba/Álava,%,67.59
2021,Instalar software o aplicaciones(apps),Hombre,16-24 años,Araba/Álava,%,94.25
2019,Instalar software o aplicaciones(apps),Hombre,16-24 años,Bizkaia,%,82.9
2020,Instalar software o aplicaciones(apps),Hombre,16-24 años,Bizkaia,%,85.69
2022,Instalar software o aplicaciones(apps),Hombre,16-24 años,Bizkaia,%,84.03
2021,Instalar software o aplicaciones(apps),Hombre,16-24 años,Bizkaia,%,87.52
2023,Instalar software o aplicaciones(apps),Hombre,16-24 años,Bizkaia,%,72.42
2019,Instalar software o aplicaciones(apps),Hombre,16-24 años,Gipuzkoa,%,78.05
2020,Instalar software o aplicaciones(apps),Hombre,16-24 años,Gipuzkoa,%,89.68
2021,Instalar software o aplicaciones(apps),Hombre,16-24 años,Gipuzkoa,%,93.67
2023,Instalar software o aplicaciones(apps),Hombre,16-24 años,Gipuzkoa,%,78.58
2022,Instalar software o aplicaciones(apps),Hombre,16-24 años,Gipuzkoa,%,85.47
2023,Instalar software o aplicaciones(apps),Hombre,16-74 años,,%,54.26
2022,Instalar software o aplicaciones(apps),Hombre,16-74 años,,%,56.24
2020,Instalar software o aplicaciones(apps),Hombre,16-74 años,,%,60.91
2019,Instalar software o aplicaciones(apps),Hombre,16-74 años,,%,57.35
2021,Instalar software o aplicaciones(apps),Hombre,16-74 años,,%,68.05
2022,Instalar software o aplicaciones(apps),Hombre,16-74 años,Araba/Álava,%,55.98
2019,Instalar software o aplicaciones(apps),Hombre,16-74 años,Araba/Álava,%,59.34
2021,Instalar software o aplicaciones(apps),Hombre,16-74 años,Araba/Álava,%,69.67
2023,Instalar software o aplicaciones(apps),Hombre,16-74 años,Araba/Álava,%,52.49
2020,Instalar software o aplicaciones(apps),Hombre,16-74 años,Araba/Álava,%,58.72
2022,Instalar software o aplicaciones(apps),Hombre,16-74 años,Bizkaia,%,57.05
2019,Instalar software o aplicaciones(apps),Hombre,16-74 años,Bizkaia,%,58.97
2020,Instalar software o aplicaciones(apps),Hombre,16-74 años,Bizkaia,%,59.84
2021,Instalar software o aplicaciones(apps),Hombre,16-74 años,Bizkaia,%,68.17
2023,Instalar software o aplicaciones(apps),Hombre,16-74 años,Bizkaia,%,54.6
2022,Instalar software o aplicaciones(apps),Hombre,16-74 años,Gipuzkoa,%,55.07
2019,Instalar software o aplicaciones(apps),Hombre,16-74 años,Gipuzkoa,%,53.9
2020,Instalar software o aplicaciones(apps),Hombre,16-74 años,Gipuzkoa,%,63.68
2023,Instalar software o aplicaciones(apps),Hombre,16-74 años,Gipuzkoa,%,54.55
2021,Instalar software o aplicaciones(apps),Hombre,16-74 años,Gipuzkoa,%,67.13
2021,Instalar software o aplicaciones(apps),Hombre,25-74 años,,%,64.79
2022,Instalar software o aplicaciones(apps),Hombre,25-74 años,,%,52.49
2020,Instalar software o aplicaciones(apps),Hombre,25-74 años,,%,57.35
2019,Instalar software o aplicaciones(apps),Hombre,25-74 años,,%,54.65
2023,Instalar software o aplicaciones(apps),Hombre,25-74 años,,%,51.54
2022,Instalar software o aplicaciones(apps),Hombre,25-74 años,Araba/Álava,%,53.44
2021,Instalar software o aplicaciones(apps),Hombre,25-74 años,Araba/Álava,%,65.94
2019,Instalar software o aplicaciones(apps),Hombre,25-74 años,Araba/Álava,%,56.94
2023,Instalar software o aplicaciones(apps),Hombre,25-74 años,Araba/Álava,%,50.1
2020,Instalar software o aplicaciones(apps),Hombre,25-74 años,Araba/Álava,%,54.06
2022,Instalar software o aplicaciones(apps),Hombre,25-74 años,Bizkaia,%,53.37
2020,Instalar software o aplicaciones(apps),Hombre,25-74 años,Bizkaia,%,56.62
2021,Instalar software o aplicaciones(apps),Hombre,25-74 años,Bizkaia,%,65.64
2019,Instalar software o aplicaciones(apps),Hombre,25-74 años,Bizkaia,%,56.39
2023,Instalar software o aplicaciones(apps),Hombre,25-74 años,Bizkaia,%,52.24
2022,Instalar software o aplicaciones(apps),Hombre,25-74 años,Gipuzkoa,%,50.62
2019,Instalar software o aplicaciones(apps),Hombre,25-74 años,Gipuzkoa,%,50.81
2023,Instalar software o aplicaciones(apps),Hombre,25-74 años,Gipuzkoa,%,51.09
2021,Instalar software o aplicaciones(apps),Hombre,25-74 años,Gipuzkoa,%,62.86
2020,Instalar software o aplicaciones(apps),Hombre,25-74 años,Gipuzkoa,%,60.11
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,,%,45.54
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,,%,47.09
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,,%,46.21
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,,%,36.68
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,,%,26.84
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Araba/Álava,%,40.31
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Araba/Álava,%,40.3
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Araba/Álava,%,50.88
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Araba/Álava,%,39.35
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Araba/Álava,%,24.81
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Bizkaia,%,45.54
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Bizkaia,%,46.35
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Bizkaia,%,28.04
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Bizkaia,%,47.25
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Bizkaia,%,36.42
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Gipuzkoa,%,47.31
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Gipuzkoa,%,35.6
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Gipuzkoa,%,46.46
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Gipuzkoa,%,26.03
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-24 años,Gipuzkoa,%,48.36
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,,%,27.86
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,,%,15.99
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,,%,23.02
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,,%,28.44
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,,%,33.43
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Araba/Álava,%,26.99
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Araba/Álava,%,16.17
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Araba/Álava,%,31.66
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Araba/Álava,%,23.59
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Araba/Álava,%,26.81
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Bizkaia,%,16.73
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Bizkaia,%,27.9
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Bizkaia,%,34.41
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Bizkaia,%,27.96
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Bizkaia,%,22.47
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Gipuzkoa,%,32.69
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Gipuzkoa,%,28.08
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Gipuzkoa,%,30.07
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Gipuzkoa,%,23.66
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,16-74 años,Gipuzkoa,%,14.73
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,,%,21.22
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,,%,14.77
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,,%,31.83
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,,%,25.39
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,,%,26.13
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Araba/Álava,%,21.59
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Araba/Álava,%,15.19
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Araba/Álava,%,30.59
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Araba/Álava,%,23.79
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Araba/Álava,%,25.17
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Bizkaia,%,33.0
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Bizkaia,%,15.54
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Bizkaia,%,25.51
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Bizkaia,%,25.71
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Bizkaia,%,20.65
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Gipuzkoa,%,27.92
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Gipuzkoa,%,25.3
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Gipuzkoa,%,13.32
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Gipuzkoa,%,30.5
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",,25-74 años,Gipuzkoa,%,21.98
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,,%,20.92
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,,%,38.31
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,,%,43.67
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,,%,33.27
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,,%,46.26
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Araba/Álava,%,37.67
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Araba/Álava,%,37.98
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Araba/Álava,%,15.98
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Araba/Álava,%,53.03
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Araba/Álava,%,40.89
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Bizkaia,%,39.11
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Bizkaia,%,23.45
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Bizkaia,%,39.79
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Bizkaia,%,29.02
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Bizkaia,%,45.21
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Gipuzkoa,%,38.14
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Gipuzkoa,%,44.88
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Gipuzkoa,%,50.47
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Gipuzkoa,%,37.19
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-24 años,Gipuzkoa,%,19.62
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,,%,29.31
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,,%,23.51
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,,%,11.61
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,,%,25.47
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,,%,19.46
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Araba/Álava,%,19.28
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Araba/Álava,%,24.4
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Araba/Álava,%,8.75
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Araba/Álava,%,26.0
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Araba/Álava,%,24.05
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Bizkaia,%,24.81
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Bizkaia,%,18.43
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Bizkaia,%,22.38
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Bizkaia,%,30.26
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Bizkaia,%,13.52
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Gipuzkoa,%,9.81
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Gipuzkoa,%,29.29
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Gipuzkoa,%,25.12
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Gipuzkoa,%,27.06
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,16-74 años,Gipuzkoa,%,21.28
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,,%,27.52
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,,%,23.03
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,,%,17.71
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,,%,10.57
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,,%,21.65
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Araba/Álava,%,21.12
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Araba/Álava,%,22.35
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Araba/Álava,%,7.88
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Araba/Álava,%,17.14
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Araba/Álava,%,24.23
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Bizkaia,%,20.3
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Bizkaia,%,17.11
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Bizkaia,%,22.48
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Bizkaia,%,12.49
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Bizkaia,%,29.11
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Gipuzkoa,%,24.83
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Gipuzkoa,%,8.62
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Gipuzkoa,%,26.42
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Gipuzkoa,%,23.57
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Mujer,25-74 años,Gipuzkoa,%,19.01
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,,%,47.3
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,,%,39.99
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,,%,53.26
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,,%,32.81
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,,%,47.85
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Araba/Álava,%,49.01
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Araba/Álava,%,42.88
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Araba/Álava,%,35.16
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Araba/Álava,%,38.16
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Araba/Álava,%,42.22
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Bizkaia,%,51.15
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Bizkaia,%,32.63
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Bizkaia,%,43.76
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Bizkaia,%,47.43
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Bizkaia,%,55.21
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Gipuzkoa,%,46.3
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Gipuzkoa,%,47.94
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Gipuzkoa,%,32.18
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Gipuzkoa,%,33.21
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-24 años,Gipuzkoa,%,55.51
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,,%,31.46
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,,%,32.22
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,,%,37.7
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,,%,20.51
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,,%,26.75
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Araba/Álava,%,29.91
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Araba/Álava,%,29.26
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Araba/Álava,%,23.92
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Araba/Álava,%,28.03
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Araba/Álava,%,37.29
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Bizkaia,%,20.07
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Bizkaia,%,31.07
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Bizkaia,%,26.8
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Bizkaia,%,33.67
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Bizkaia,%,38.78
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Gipuzkoa,%,31.0
2019,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Gipuzkoa,%,19.69
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Gipuzkoa,%,33.15
2023,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Gipuzkoa,%,36.17
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,16-74 años,Gipuzkoa,%,26.07
2020,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,,%,29.32
2021,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,,%,29.21
2022,"Cambiar la configuración de cualquier software, incluídos el sistema operativo y los programas de seguridad",Hombre,25-74 años,,%,24.92
