Year,Profesión,Situación laboral,Sexo,Territorio histórico,Units,Value
2016,,No jubilados/as,Hombre,,Por 10.000 habitantes,74.3
2023,,Jubilados/as,Hombre,,Por 10.000 habitantes,22.6
2015,,Jubilados/as,Hombre,,Por 10.000 habitantes,11.1
2025,,No jubilados/as,Hombre,,Por 10.000 habitantes,73.8
2014,,No jubilados/as,Hombre,,Por 10.000 habitantes,74.3
2016,,,Hombre,,Por 10.000 habitantes,86.3
2018,,Jubilados/as,Hombre,,Por 10.000 habitantes,13.8
2012,,,Hombre,,Por 10.000 habitantes,83.9
2019,,,Hombre,,Por 10.000 habitantes,89.7
2019,,No jubilados/as,Hombre,,Por 10.000 habitantes,73.9
2010,,,Hombre,,Por 10.000 habitantes,82.3
2013,,,Hombre,,Por 10.000 habitantes,83.6
2020,,Jubilados/as,Hombre,,Por 10.000 habitantes,17.0
2011,,Jubilados/as,Hombre,,Por 10.000 habitantes,8.2
2017,,No jubilados/as,Hombre,,Por 10.000 habitantes,73.9
2018,,No jubilados/as,Hombre,,Por 10.000 habitantes,74.3
2025,,,Hombre,,Por 10.000 habitantes,97.8
2014,,,Hombre,,Por 10.000 habitantes,84.6
2011,,,Hombre,,Por 10.000 habitantes,84.8
2023,,,Hombre,,Por 10.000 habitantes,96.6
2024,,No jubilados/as,Hombre,,Por 10.000 habitantes,73.6
2016,,Jubilados/as,Hombre,,Por 10.000 habitantes,11.9
2010,,No jubilados/as,Hombre,,Por 10.000 habitantes,74.2
2025,,Jubilados/as,Hombre,,Por 10.000 habitantes,24.0
2022,,No jubilados/as,Hombre,,Por 10.000 habitantes,74.7
2021,,No jubilados/as,Hombre,,Por 10.000 habitantes,74.7
2020,,,Hombre,,Por 10.000 habitantes,91.8
2015,,,Hombre,,Por 10.000 habitantes,85.2
2022,,,Hombre,,Por 10.000 habitantes,93.7
2019,,Jubilados/as,Hombre,,Por 10.000 habitantes,15.7
2024,,Jubilados/as,Hombre,,Por 10.000 habitantes,22.7
2023,,No jubilados/as,Hombre,,Por 10.000 habitantes,74.0
2021,,,Hombre,,Por 10.000 habitantes,92.9
2012,,No jubilados/as,Hombre,,Por 10.000 habitantes,74.4
2018,,,Hombre,,Por 10.000 habitantes,88.2
2021,,Jubilados/as,Hombre,,Por 10.000 habitantes,18.2
2014,,Jubilados/as,Hombre,,Por 10.000 habitantes,10.2
2024,,,Hombre,,Por 10.000 habitantes,96.3
2012,,Jubilados/as,Hombre,,Por 10.000 habitantes,9.4
2011,,No jubilados/as,Hombre,,Por 10.000 habitantes,68.5
2015,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,11.0
2020,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,16.3
2011,,,Hombre,Araba/Álava,Por 10.000 habitantes,76.3
2022,,,Hombre,Araba/Álava,Por 10.000 habitantes,85.6
2015,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,68.4
2010,,,Hombre,Araba/Álava,Por 10.000 habitantes,75.2
2016,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,68.1
2021,,,Hombre,Araba/Álava,Por 10.000 habitantes,86.3
2017,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,68.1
2024,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,19.2
2025,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,68.1
2010,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,7.2
2023,,,Hombre,Araba/Álava,Por 10.000 habitantes,86.2
2021,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,69.2
2014,,,Hombre,Araba/Álava,Por 10.000 habitantes,78.6
2012,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,8.0
2015,,,Hombre,Araba/Álava,Por 10.000 habitantes,79.4
2016,,,Hombre,Araba/Álava,Por 10.000 habitantes,80.6
2023,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,66.8
2025,,,Hombre,Araba/Álava,Por 10.000 habitantes,88.0
2024,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,67.3
2016,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,12.5
2017,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,13.7
2012,,,Hombre,Araba/Álava,Por 10.000 habitantes,76.3
2018,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,14.5
2014,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,9.7
2025,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,20.0
2018,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,68.1
2011,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,62.9
2011,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,7.2
2012,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,68.3
2017,,,Hombre,Araba/Álava,Por 10.000 habitantes,81.8
2019,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,15.3
2010,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,67.7
2022,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,66.9
2021,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,17.1
2019,,,Hombre,Araba/Álava,Por 10.000 habitantes,83.9
2013,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,67.9
2013,,,Hombre,Araba/Álava,Por 10.000 habitantes,77.0
2013,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,9.0
2014,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,68.9
2020,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,68.8
2018,,,Hombre,Araba/Álava,Por 10.000 habitantes,82.6
2020,,,Hombre,Araba/Álava,Por 10.000 habitantes,85.1
2023,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,19.4
2019,,No jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,68.6
2022,,Jubilados/as,Hombre,Araba/Álava,Por 10.000 habitantes,18.7
2024,,,Hombre,Araba/Álava,Por 10.000 habitantes,86.5
2012,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,10.1
2016,,,Hombre,Bizkaia,Por 10.000 habitantes,94.2
2024,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,83.4
2021,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,83.9
2022,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,84.2
2014,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,81.5
2015,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,10.9
2015,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,81.7
2025,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,24.6
2018,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,14.0
2025,,,Hombre,Bizkaia,Por 10.000 habitantes,108.2
2016,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,11.7
2020,,,Hombre,Bizkaia,Por 10.000 habitantes,101.6
2014,,,Hombre,Bizkaia,Por 10.000 habitantes,92.2
2019,,,Hombre,Bizkaia,Por 10.000 habitantes,98.5
2017,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,12.9
2012,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,79.3
2013,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,80.7
2017,,,Hombre,Bizkaia,Por 10.000 habitantes,95.2
2019,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,16.3
2022,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,19.5
2011,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,9.3
2016,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,82.3
2018,,,Hombre,Bizkaia,Por 10.000 habitantes,97.1
2021,,,Hombre,Bizkaia,Por 10.000 habitantes,102.9
2010,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,80.3
2014,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,10.5
2012,,,Hombre,Bizkaia,Por 10.000 habitantes,89.5
2021,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,19.0
2010,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,8.8
2022,,,Hombre,Bizkaia,Por 10.000 habitantes,103.7
2023,,,Hombre,Bizkaia,Por 10.000 habitantes,105.7
2024,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,23.2
2011,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,72.6
2013,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,10.0
2020,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,17.7
2015,,,Hombre,Bizkaia,Por 10.000 habitantes,92.9
2025,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,83.6
2013,,,Hombre,Bizkaia,Por 10.000 habitantes,90.9
2018,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,83.0
2024,,,Hombre,Bizkaia,Por 10.000 habitantes,106.6
2010,,,Hombre,Bizkaia,Por 10.000 habitantes,89.3
2017,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,82.1
2020,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,83.8
2011,,,Hombre,Bizkaia,Por 10.000 habitantes,90.5
2023,,Jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,21.9
2019,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,82.1
2023,,No jubilados/as,Hombre,Bizkaia,Por 10.000 habitantes,83.8
2022,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,18.4
2013,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,9.4
2021,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,62.9
2025,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,61.1
2011,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,64.5
2017,,,Hombre,Gipuzkoa,Por 10.000 habitantes,76.1
2013,,,Hombre,Gipuzkoa,Por 10.000 habitantes,75.1
2012,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,9.0
2011,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,6.8
2018,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,13.3
2015,,,Hombre,Gipuzkoa,Por 10.000 habitantes,75.8
2018,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,63.4
2017,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,63.5
2010,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,67.4
2014,,,Hombre,Gipuzkoa,Por 10.000 habitantes,75.5
2018,,,Hombre,Gipuzkoa,Por 10.000 habitantes,76.7
2019,,,Hombre,Gipuzkoa,Por 10.000 habitantes,78.5
2020,,,Hombre,Gipuzkoa,Por 10.000 habitantes,79.6
2023,,,Hombre,Gipuzkoa,Por 10.000 habitantes,87.1
2025,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,24.9
2019,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,14.9
2017,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,12.6
2021,,,Hombre,Gipuzkoa,Por 10.000 habitantes,80.3
2012,,,Hombre,Gipuzkoa,Por 10.000 habitantes,78.3
2014,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,10.0
2011,,,Hombre,Gipuzkoa,Por 10.000 habitantes,79.5
2022,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,63.3
2020,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,63.4
2014,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,65.4
2019,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,63.6
2023,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,61.9
2015,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,64.3
2012,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,69.4
2024,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,61.2
2025,,,Hombre,Gipuzkoa,Por 10.000 habitantes,86.0
2013,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,65.7
2024,,,Hombre,Gipuzkoa,Por 10.000 habitantes,84.6
2010,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,6.8
2016,,,Hombre,Gipuzkoa,Por 10.000 habitantes,76.5
2015,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,11.5
2023,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,25.3
2016,,No jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,64.6
2020,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,16.2
2022,,,Hombre,Gipuzkoa,Por 10.000 habitantes,81.7
2021,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,17.4
2024,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,23.4
2016,,Jubilados/as,Hombre,Gipuzkoa,Por 10.000 habitantes,11.9
2010,,,Hombre,Gipuzkoa,Por 10.000 habitantes,74.2
2023,Médico/a,,,,Por 10.000 habitantes,71.8
2020,Médico/a,,,,Por 10.000 habitantes,67.1
2012,Médico/a,,,,Por 10.000 habitantes,57.1
2016,Médico/a,No jubilados/as,,,Por 10.000 habitantes,53.9
2019,Médico/a,No jubilados/as,,,Por 10.000 habitantes,54.8
2017,Médico/a,Jubilados/as,,,Por 10.000 habitantes,7.9
2017,Médico/a,,,,Por 10.000 habitantes,62.1
2023,Médico/a,No jubilados/as,,,Por 10.000 habitantes,57.1
2013,Médico/a,,,,Por 10.000 habitantes,58.2
2016,Médico/a,Jubilados/as,,,Por 10.000 habitantes,7.1
2025,Médico/a,No jubilados/as,,,Por 10.000 habitantes,58.3
2025,Médico/a,Jubilados/as,,,Por 10.000 habitantes,17.0
2019,Médico/a,Jubilados/as,,,Por 10.000 habitantes,10.3
2014,Médico/a,No jubilados/as,,,Por 10.000 habitantes,53.6
2013,Médico/a,No jubilados/as,,,Por 10.000 habitantes,53.1
2020,Médico/a,Jubilados/as,,,Por 10.000 habitantes,11.3
2017,Médico/a,No jubilados/as,,,Por 10.000 habitantes,54.1
2021,Médico/a,No jubilados/as,,,Por 10.000 habitantes,56.5
2015,Médico/a,No jubilados/as,,,Por 10.000 habitantes,53.7
2014,Médico/a,,,,Por 10.000 habitantes,59.3
2022,Médico/a,Jubilados/as,,,Por 10.000 habitantes,13.1
2015,Médico/a,,,,Por 10.000 habitantes,60.0
2010,Médico/a,No jubilados/as,,,Por 10.000 habitantes,50.2
2016,Médico/a,,,,Por 10.000 habitantes,61.0
2014,Médico/a,Jubilados/as,,,Por 10.000 habitantes,5.7
2015,Médico/a,Jubilados/as,,,Por 10.000 habitantes,6.3
2022,Médico/a,,,,Por 10.000 habitantes,70.3
2011,Médico/a,,,,Por 10.000 habitantes,55.6
2024,Médico/a,No jubilados/as,,,Por 10.000 habitantes,57.6
2018,Médico/a,No jubilados/as,,,Por 10.000 habitantes,54.6
2021,Médico/a,Jubilados/as,,,Por 10.000 habitantes,12.4
2023,Médico/a,Jubilados/as,,,Por 10.000 habitantes,14.7
2011,Médico/a,No jubilados/as,,,Por 10.000 habitantes,51.2
2013,Médico/a,Jubilados/as,,,Por 10.000 habitantes,5.2
2012,Médico/a,Jubilados/as,,,Por 10.000 habitantes,5.0
2024,Médico/a,Jubilados/as,,,Por 10.000 habitantes,15.7
2018,Médico/a,,,,Por 10.000 habitantes,63.4
2019,Médico/a,,,,Por 10.000 habitantes,65.0
2010,Médico/a,Jubilados/as,,,Por 10.000 habitantes,4.1
2022,Médico/a,No jubilados/as,,,Por 10.000 habitantes,57.1
2025,Médico/a,,,,Por 10.000 habitantes,75.4
2018,Médico/a,Jubilados/as,,,Por 10.000 habitantes,8.8
2020,Médico/a,No jubilados/as,,,Por 10.000 habitantes,55.8
2021,Médico/a,,,,Por 10.000 habitantes,68.9
2010,Médico/a,,,,Por 10.000 habitantes,54.3
2024,Médico/a,,,,Por 10.000 habitantes,73.2
2011,Médico/a,Jubilados/as,,,Por 10.000 habitantes,4.3
2012,Médico/a,No jubilados/as,,,Por 10.000 habitantes,52.1
2014,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,5.3
2017,Médico/a,,,Araba/Álava,Por 10.000 habitantes,59.1
2015,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.3
2023,Médico/a,,,Araba/Álava,Por 10.000 habitantes,64.7
2010,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,3.7
2010,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,47.9
2022,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,13.0
2011,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,49.8
2024,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,14.2
2013,Médico/a,,,Araba/Álava,Por 10.000 habitantes,56.5
2024,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,51.9
2022,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,50.5
2017,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,8.4
2014,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,52.3
2013,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,4.7
2015,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,51.7
2020,Médico/a,,,Araba/Álava,Por 10.000 habitantes,61.3
2018,Médico/a,,,Araba/Álava,Por 10.000 habitantes,59.2
2012,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,51.3
2025,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,52.6
2016,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,51.1
2018,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,9.1
2019,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,50.1
2019,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,10.2
2010,Médico/a,,,Araba/Álava,Por 10.000 habitantes,51.6
2012,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,4.0
2014,Médico/a,,,Araba/Álava,Por 10.000 habitantes,57.6
2025,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,15.9
2017,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,50.6
2015,Médico/a,,,Araba/Álava,Por 10.000 habitantes,57.9
2011,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,3.7
2016,Médico/a,,,Araba/Álava,Por 10.000 habitantes,58.6
2021,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,51.1
2019,Médico/a,,,Araba/Álava,Por 10.000 habitantes,60.3
2024,Médico/a,,,Araba/Álava,Por 10.000 habitantes,66.1
2020,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,50.4
2013,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,51.8
2016,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,7.5
2011,Médico/a,,,Araba/Álava,Por 10.000 habitantes,53.4
2022,Médico/a,,,Araba/Álava,Por 10.000 habitantes,63.5
2023,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,50.8
2021,Médico/a,,,Araba/Álava,Por 10.000 habitantes,62.6
2012,Médico/a,,,Araba/Álava,Por 10.000 habitantes,55.4
2020,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,10.9
2025,Médico/a,,,Araba/Álava,Por 10.000 habitantes,68.5
2023,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,13.8
2018,Médico/a,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,50.2
2021,Médico/a,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,11.5
2017,Médico/a,,,Bizkaia,Por 10.000 habitantes,66.2
2012,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,5.4
2019,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,59.1
2022,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,13.6
2012,Médico/a,,,Bizkaia,Por 10.000 habitantes,60.1
2013,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,56.1
2010,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,4.6
2020,Médico/a,,,Bizkaia,Por 10.000 habitantes,72.5
2018,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,59.1
2014,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,5.7
2010,Médico/a,,,Bizkaia,Por 10.000 habitantes,57.2
2020,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,60.4
2022,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,62.4
2017,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,8.0
2017,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,58.2
2025,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,18.3
2025,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,63.5
2016,Médico/a,,,Bizkaia,Por 10.000 habitantes,64.8
2014,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,56.8
2024,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,62.8
2019,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,10.9
2021,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,13.4
2021,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,61.1
2023,Médico/a,,,Bizkaia,Por 10.000 habitantes,78.0
2014,Médico/a,,,Bizkaia,Por 10.000 habitantes,62.6
2020,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,12.1
2024,Médico/a,,,Bizkaia,Por 10.000 habitantes,79.6
2015,Médico/a,,,Bizkaia,Por 10.000 habitantes,63.6
2015,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,6.3
2016,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,7.0
2012,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,54.7
2011,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,53.6
2025,Médico/a,,,Bizkaia,Por 10.000 habitantes,81.8
2011,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,4.9
2019,Médico/a,,,Bizkaia,Por 10.000 habitantes,70.0
2018,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,9.0
2021,Médico/a,,,Bizkaia,Por 10.000 habitantes,74.4
2023,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,62.3
2013,Médico/a,,,Bizkaia,Por 10.000 habitantes,61.5
2024,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,16.8
2023,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,15.7
2018,Médico/a,,,Bizkaia,Por 10.000 habitantes,68.1
2016,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,57.8
2015,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,57.3
2010,Médico/a,No jubilados/as,,Bizkaia,Por 10.000 habitantes,52.6
2011,Médico/a,,,Bizkaia,Por 10.000 habitantes,58.5
2022,Médico/a,,,Bizkaia,Por 10.000 habitantes,75.9
2013,Médico/a,Jubilados/as,,Bizkaia,Por 10.000 habitantes,5.4
2017,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,56.9
2015,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,6.5
2025,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,15.6
2021,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,11.3
2017,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,7.6
2013,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,5.0
2023,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,65.2
2015,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,55.3
2011,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,3.7
2011,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,51.8
2025,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,68.3
2020,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,51.0
2024,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,51.9
2018,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,49.5
2021,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,51.7
2023,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,51.7
2016,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,49.0
2013,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,48.8
2010,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,47.3
2014,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,49.1
2020,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,61.2
2022,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,64.4
2016,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,55.9
2014,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,54.8
2014,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,5.7
2013,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,53.8
2018,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,57.9
2012,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,52.9
2022,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,12.5
2024,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,66.3
2010,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,50.9
2012,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,4.7
2012,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,48.2
2019,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,49.9
2020,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,10.3
2016,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,6.9
2010,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,3.5
2025,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,52.7
2023,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,13.5
2015,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,48.9
2011,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,47.9
2017,Médico/a,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,49.3
2021,Médico/a,,,Gipuzkoa,Por 10.000 habitantes,63.0
2024,Médico/a,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,14.4
