Year,Type of renewable technology,Province,County,Municipality,Units,GeoCode,Value
2016,Photovoltaic,,,Usurbil,Watts per capita,Usurbil,15.1
2011,Photovoltaic,,,Usurbil,Watts per capita,Usurbil,14.6
2019,Photovoltaic,,,Usurbil,Watts per capita,Usurbil,15.1
2013,Photovoltaic,,,Usurbil,Watts per capita,Usurbil,15.4
2018,Photovoltaic,,,Usurbil,Watts per capita,Usurbil,15.1
2023,Photovoltaic,,,Usurbil,Watts per capita,Usurbil,239.2
2012,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,542.1
2013,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,544.1
2014,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,554.5
2011,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,533.0
2022,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,532.2
2020,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,529.1
2023,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,578.0
2017,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,553.7
2015,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,554.8
2010,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,519.4
2019,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,558.0
2016,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,558.9
2021,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,512.4
2018,Photovoltaic,,,Valdegovía/Gaubea,Watts per capita,Valdegovía/Gaubea,553.1
2019,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,0.6
2020,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,53.9
2022,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,54.3
2013,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,0.6
2023,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,62.7
2015,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,0.6
2021,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,54.3
2018,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,0.6
2012,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,0.6
2016,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,0.6
2017,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,0.6
2014,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,0.6
2010,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,0.6
2011,Photovoltaic,,,Valle de Trápaga-Trapagaran,Watts per capita,Valle de Trápaga-Trapagaran,0.6
2011,Photovoltaic,,,Villabona,Watts per capita,Villabona,4.7
2018,Photovoltaic,,,Villabona,Watts per capita,Villabona,5.1
2014,Photovoltaic,,,Villabona,Watts per capita,Villabona,4.7
2013,Photovoltaic,,,Villabona,Watts per capita,Villabona,4.7
2023,Photovoltaic,,,Villabona,Watts per capita,Villabona,46.5
2019,Photovoltaic,,,Villabona,Watts per capita,Villabona,5.1
2020,Photovoltaic,,,Villabona,Watts per capita,Villabona,5.2
2012,Photovoltaic,,,Villabona,Watts per capita,Villabona,4.7
2017,Photovoltaic,,,Villabona,Watts per capita,Villabona,5.1
2016,Photovoltaic,,,Villabona,Watts per capita,Villabona,4.6
2010,Photovoltaic,,,Villabona,Watts per capita,Villabona,4.7
2022,Photovoltaic,,,Villabona,Watts per capita,Villabona,46.8
2015,Photovoltaic,,,Villabona,Watts per capita,Villabona,4.7
2021,Photovoltaic,,,Villabona,Watts per capita,Villabona,42.7
2015,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2019,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2021,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2011,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2014,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2012,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2016,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2018,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2013,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2022,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,100.3
2017,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2023,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,119.4
2010,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2020,Photovoltaic,,,Villabuena de Álava/Eskuernaga,Watts per capita,Villabuena de Álava/Eskuernaga,0.0
2015,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,14.8
2012,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,12.8
2020,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,23.6
2011,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,12.3
2017,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,14.8
2014,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,14.9
2018,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,15.5
2023,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,53.4
2016,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,14.9
2019,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,18.7
2021,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,33.4
2010,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,11.5
2013,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,14.5
2022,Photovoltaic,,,Vitoria-Gasteiz,Watts per capita,Vitoria-Gasteiz,33.4
2014,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,134.8
2022,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,144.9
2011,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,122.4
2018,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,139.3
2021,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,145.5
2016,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,138.8
2020,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,136.1
2012,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,129.7
2019,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,134.1
2015,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,131.6
2010,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,123.7
2023,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,136.6
2017,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,138.8
2013,Photovoltaic,,,Yécora/Iekora,Watts per capita,Yécora/Iekora,134.6
2021,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,14.3
2017,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,13.2
2022,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,16.4
2013,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,13.3
2014,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,13.2
2010,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,13.3
2012,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,13.3
2015,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,13.2
2020,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,14.2
2016,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,13.2
2019,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,14.2
2023,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,98.7
2018,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,14.1
2011,Photovoltaic,,,Zaldibar,Watts per capita,Zaldibar,13.1
2019,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,7.5
2017,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,5.6
2016,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,5.7
2023,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,88.3
2018,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,5.6
2014,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,5.7
2022,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,47.9
2020,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,9.5
2012,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,6.0
2011,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,5.9
2013,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,5.8
2015,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,5.8
2021,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,49.8
2010,Photovoltaic,,,Zaldibia,Watts per capita,Zaldibia,6.0
2020,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,26.3
2017,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,27.6
2014,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,24.3
2015,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,27.3
2023,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,135.2
2022,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,43.9
2012,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,28.3
2021,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,45.4
2016,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,27.1
2010,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,24.5
2011,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,26.0
2019,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,27.4
2013,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,27.6
2018,Photovoltaic,,,Zalduondo,Watts per capita,Zalduondo,27.8
2023,Photovoltaic,,,Zalla,Watts per capita,Zalla,31.2
2010,Photovoltaic,,,Zalla,Watts per capita,Zalla,1.3
2019,Photovoltaic,,,Zalla,Watts per capita,Zalla,2.1
2022,Photovoltaic,,,Zalla,Watts per capita,Zalla,19.6
2017,Photovoltaic,,,Zalla,Watts per capita,Zalla,1.7
2016,Photovoltaic,,,Zalla,Watts per capita,Zalla,1.7
2020,Photovoltaic,,,Zalla,Watts per capita,Zalla,4.8
2013,Photovoltaic,,,Zalla,Watts per capita,Zalla,1.7
2012,Photovoltaic,,,Zalla,Watts per capita,Zalla,1.7
2014,Photovoltaic,,,Zalla,Watts per capita,Zalla,1.8
2018,Photovoltaic,,,Zalla,Watts per capita,Zalla,2.1
2021,Photovoltaic,,,Zalla,Watts per capita,Zalla,19.6
2015,Photovoltaic,,,Zalla,Watts per capita,Zalla,1.8
2011,Photovoltaic,,,Zalla,Watts per capita,Zalla,1.8
2022,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,278.3
2018,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,246.6
2011,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,243.7
2019,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,251.3
2014,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,258.4
2015,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,259.0
2012,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,246.0
2023,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,308.3
2020,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,255.9
2016,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,253.5
2017,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,252.9
2021,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,275.7
2010,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,261.6
2013,Photovoltaic,,,Zambrana,Watts per capita,Zambrana,251.8
2015,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,16.9
2013,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,16.9
2010,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,16.6
2016,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,16.7
2012,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,16.8
2018,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,16.4
2014,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,17.0
2022,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,246.1
2011,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,16.8
2019,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,27.4
2023,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,535.8
2021,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,247.7
2017,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,16.4
2020,Photovoltaic,,,Zamudio,Watts per capita,Zamudio,58.8
2022,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,13.9
2017,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,0.0
2021,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,7.3
2010,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,0.0
2018,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,0.0
2011,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,0.0
2015,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,0.0
2019,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,0.0
2014,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,0.0
2020,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,5.8
2016,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,0.0
2012,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,0.0
2013,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,0.0
2023,Photovoltaic,,,Zaratamo,Watts per capita,Zaratamo,53.2
2017,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,4.9
2018,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,4.8
2015,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,4.9
2010,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,5.0
2014,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,4.9
2013,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,4.9
2020,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,5.5
2022,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,14.1
2019,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,4.8
2023,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,37.0
2016,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,4.9
2011,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,5.0
2021,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,5.9
2012,Photovoltaic,,,Zarautz,Watts per capita,Zarautz,5.0
2015,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,14.5
2012,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,13.5
2022,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,23.0
2023,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,106.7
2010,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,12.9
2016,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,14.4
2021,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,19.5
2013,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,13.8
2011,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,13.0
2017,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,14.4
2019,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,17.9
2014,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,14.4
2018,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,14.3
2020,Photovoltaic,,,Zeanuri,Watts per capita,Zeanuri,18.2
2020,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,6.1
2014,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,2.8
2012,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,2.0
2023,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,37.6
2019,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,2.4
2010,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,1.9
2011,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,1.9
2018,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,2.4
2013,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,2.4
2021,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,6.2
2022,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,8.6
2017,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,2.5
2016,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,2.5
2015,Photovoltaic,,,Zeberio,Watts per capita,Zeberio,2.4
2016,Photovoltaic,,,Zegama,Watts per capita,Zegama,10.5
2014,Photovoltaic,,,Zegama,Watts per capita,Zegama,10.5
2018,Photovoltaic,,,Zegama,Watts per capita,Zegama,11.1
2022,Photovoltaic,,,Zegama,Watts per capita,Zegama,15.3
2012,Photovoltaic,,,Zegama,Watts per capita,Zegama,10.0
2015,Photovoltaic,,,Zegama,Watts per capita,Zegama,10.6
2010,Photovoltaic,,,Zegama,Watts per capita,Zegama,9.7
2020,Photovoltaic,,,Zegama,Watts per capita,Zegama,15.2
2021,Photovoltaic,,,Zegama,Watts per capita,Zegama,15.4
2023,Photovoltaic,,,Zegama,Watts per capita,Zegama,21.0
2017,Photovoltaic,,,Zegama,Watts per capita,Zegama,10.5
2019,Photovoltaic,,,Zegama,Watts per capita,Zegama,14.5
2011,Photovoltaic,,,Zegama,Watts per capita,Zegama,9.8
2013,Photovoltaic,,,Zegama,Watts per capita,Zegama,10.1
2017,Photovoltaic,,,Zerain,Watts per capita,Zerain,22.1
2014,Photovoltaic,,,Zerain,Watts per capita,Zerain,23.3
2018,Photovoltaic,,,Zerain,Watts per capita,Zerain,21.4
2012,Photovoltaic,,,Zerain,Watts per capita,Zerain,21.5
2016,Photovoltaic,,,Zerain,Watts per capita,Zerain,22.2
2011,Photovoltaic,,,Zerain,Watts per capita,Zerain,22.8
2023,Photovoltaic,,,Zerain,Watts per capita,Zerain,157.3
2015,Photovoltaic,,,Zerain,Watts per capita,Zerain,22.1
2022,Photovoltaic,,,Zerain,Watts per capita,Zerain,77.2
2010,Photovoltaic,,,Zerain,Watts per capita,Zerain,23.6
2020,Photovoltaic,,,Zerain,Watts per capita,Zerain,52.0
2019,Photovoltaic,,,Zerain,Watts per capita,Zerain,20.8
2021,Photovoltaic,,,Zerain,Watts per capita,Zerain,52.7
2013,Photovoltaic,,,Zerain,Watts per capita,Zerain,21.5
2022,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,37.6
2011,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,13.4
2017,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,12.7
2019,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,14.1
2021,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,30.8
2020,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,15.4
2013,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,13.3
2014,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,13.2
2010,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,13.5
2018,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,12.8
2016,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,12.8
2012,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,13.4
2023,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,223.6
2015,Photovoltaic,,,Zestoa,Watts per capita,Zestoa,13.1
2018,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,3.1
2021,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,77.3
2020,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,3.1
2012,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,0.9
2019,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,3.1
2016,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,3.1
2015,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,2.6
2010,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,0.7
2017,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,3.1
2013,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,1.8
2011,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,0.7
2022,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,82.5
2023,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,107.8
2014,Photovoltaic,,,Zierbena,Watts per capita,Zierbena,2.7
2019,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,50.4
2013,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,24.7
2016,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,34.2
2021,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,104.6
2017,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,34.4
2023,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,196.7
2012,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,24.5
2015,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,33.0
2011,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,24.4
2018,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,44.0
2022,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,120.8
2010,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,24.6
2020,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,71.2
2014,Photovoltaic,,,Zigoitia,Watts per capita,Zigoitia,32.5
2019,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2016,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2010,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2017,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2023,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,150.2
2015,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2012,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2021,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,76.2
2014,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2018,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2013,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2011,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2020,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,0.0
2022,Photovoltaic,,,Ziortza-Bolibar,Watts per capita,Ziortza-Bolibar,77.5
2011,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,8.7
2021,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,13.7
2018,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,9.0
2015,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,8.6
2012,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,8.6
2020,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,13.0
2023,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,84.3
2022,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,14.9
2010,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,9.0
2016,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,9.1
2014,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,8.5
2013,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,8.6
2017,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,9.1
2019,Photovoltaic,,,Zizurkil,Watts per capita,Zizurkil,9.0
2015,Photovoltaic,,,Zuia,Watts per capita,Zuia,36.6
2023,Photovoltaic,,,Zuia,Watts per capita,Zuia,175.5
2011,Photovoltaic,,,Zuia,Watts per capita,Zuia,35.2
2020,Photovoltaic,,,Zuia,Watts per capita,Zuia,67.0
2013,Photovoltaic,,,Zuia,Watts per capita,Zuia,35.6
2012,Photovoltaic,,,Zuia,Watts per capita,Zuia,35.5
2016,Photovoltaic,,,Zuia,Watts per capita,Zuia,36.7
2019,Photovoltaic,,,Zuia,Watts per capita,Zuia,57.5
2018,Photovoltaic,,,Zuia,Watts per capita,Zuia,43.4
2022,Photovoltaic,,,Zuia,Watts per capita,Zuia,114.2
2017,Photovoltaic,,,Zuia,Watts per capita,Zuia,36.7
2014,Photovoltaic,,,Zuia,Watts per capita,Zuia,36.0
2021,Photovoltaic,,,Zuia,Watts per capita,Zuia,104.6
2010,Photovoltaic,,,Zuia,Watts per capita,Zuia,26.6
