Year,Computer skills,Age,Sex,Province,Units,Value
2021,Programming in a programming language,16-24 years,Female,Araba/Álava,%,9.2
2020,Programming in a programming language,16-24 years,Female,Araba/Álava,%,4.1
2019,Programming in a programming language,16-24 years,Female,Araba/Álava,%,7.9
2024,Programming in a programming language,16-24 years,Female,Bizkaia,%,8.4
2023,Programming in a programming language,16-24 years,Female,Bizkaia,%,15.5
2022,Programming in a programming language,16-24 years,Female,Bizkaia,%,13.1
2021,Programming in a programming language,16-24 years,Female,Bizkaia,%,13.4
2020,Programming in a programming language,16-24 years,Female,Bizkaia,%,11.5
2019,Programming in a programming language,16-24 years,Female,Bizkaia,%,10.7
2024,Programming in a programming language,16-24 years,Female,Gipuzkoa,%,3.6
2023,Programming in a programming language,16-24 years,Female,Gipuzkoa,%,8.3
2022,Programming in a programming language,16-24 years,Female,Gipuzkoa,%,4.7
2021,Programming in a programming language,16-24 years,Female,Gipuzkoa,%,8.3
2020,Programming in a programming language,16-24 years,Female,Gipuzkoa,%,9.3
2019,Programming in a programming language,16-24 years,Female,Gipuzkoa,%,6.8
2019,Programming in a programming language,16-24 years,Male,,%,15.8
2020,Programming in a programming language,16-24 years,Male,,%,16.5
2022,Programming in a programming language,16-24 years,Male,,%,12.9
2024,Programming in a programming language,16-24 years,Male,,%,15.6
2023,Programming in a programming language,16-24 years,Male,,%,20.8
2021,Programming in a programming language,16-24 years,Male,,%,17.8
2023,Programming in a programming language,16-24 years,Male,Araba/Álava,%,18.6
2022,Programming in a programming language,16-24 years,Male,Araba/Álava,%,17.3
2024,Programming in a programming language,16-24 years,Male,Araba/Álava,%,27.8
2021,Programming in a programming language,16-24 years,Male,Araba/Álava,%,18.8
2020,Programming in a programming language,16-24 years,Male,Araba/Álava,%,9.6
2019,Programming in a programming language,16-24 years,Male,Araba/Álava,%,13.7
2024,Programming in a programming language,16-24 years,Male,Bizkaia,%,11.8
2023,Programming in a programming language,16-24 years,Male,Bizkaia,%,24.5
2022,Programming in a programming language,16-24 years,Male,Bizkaia,%,9.6
2021,Programming in a programming language,16-24 years,Male,Bizkaia,%,15.6
2020,Programming in a programming language,16-24 years,Male,Bizkaia,%,20.5
2019,Programming in a programming language,16-24 years,Male,Bizkaia,%,17.7
2024,Programming in a programming language,16-24 years,Male,Gipuzkoa,%,16.1
2021,Programming in a programming language,16-24 years,Male,Gipuzkoa,%,20.3
2020,Programming in a programming language,16-24 years,Male,Gipuzkoa,%,13.9
2019,Programming in a programming language,16-24 years,Male,Gipuzkoa,%,14.1
2023,Programming in a programming language,16-24 years,Male,Gipuzkoa,%,16.5
2022,Programming in a programming language,16-24 years,Male,Gipuzkoa,%,16.0
2019,Programming in a programming language,25-74 years,,,%,4.8
2023,Programming in a programming language,25-74 years,,,%,4.9
2020,Programming in a programming language,25-74 years,,,%,4.8
2021,Programming in a programming language,25-74 years,,,%,4.0
2022,Programming in a programming language,25-74 years,,,%,4.5
2024,Programming in a programming language,25-74 years,,,%,3.5
2022,Programming in a programming language,25-74 years,,Araba/Álava,%,4.0
2021,Programming in a programming language,25-74 years,,Araba/Álava,%,4.5
2024,Programming in a programming language,25-74 years,,Araba/Álava,%,1.8
2019,Programming in a programming language,25-74 years,,Araba/Álava,%,4.7
2020,Programming in a programming language,25-74 years,,Araba/Álava,%,5.6
2023,Programming in a programming language,25-74 years,,Araba/Álava,%,2.9
2020,Programming in a programming language,25-74 years,,Bizkaia,%,4.5
2022,Programming in a programming language,25-74 years,,Bizkaia,%,4.3
2021,Programming in a programming language,25-74 years,,Bizkaia,%,4.0
2019,Programming in a programming language,25-74 years,,Bizkaia,%,5.0
2023,Programming in a programming language,25-74 years,,Bizkaia,%,5.2
2024,Programming in a programming language,25-74 years,,Bizkaia,%,4.2
2021,Programming in a programming language,25-74 years,,Gipuzkoa,%,3.8
2020,Programming in a programming language,25-74 years,,Gipuzkoa,%,4.8
2023,Programming in a programming language,25-74 years,,Gipuzkoa,%,5.2
2024,Programming in a programming language,25-74 years,,Gipuzkoa,%,3.2
2019,Programming in a programming language,25-74 years,,Gipuzkoa,%,4.6
2022,Programming in a programming language,25-74 years,,Gipuzkoa,%,5.0
2023,Programming in a programming language,25-74 years,Female,,%,3.5
2020,Programming in a programming language,25-74 years,Female,,%,3.4
2021,Programming in a programming language,25-74 years,Female,,%,2.1
2024,Programming in a programming language,25-74 years,Female,,%,2.5
2022,Programming in a programming language,25-74 years,Female,,%,2.6
2019,Programming in a programming language,25-74 years,Female,,%,2.4
2020,Programming in a programming language,25-74 years,Female,Araba/Álava,%,4.7
2019,Programming in a programming language,25-74 years,Female,Araba/Álava,%,2.5
2021,Programming in a programming language,25-74 years,Female,Araba/Álava,%,3.0
2024,Programming in a programming language,25-74 years,Female,Araba/Álava,%,1.6
2023,Programming in a programming language,25-74 years,Female,Araba/Álava,%,2.9
2022,Programming in a programming language,25-74 years,Female,Araba/Álava,%,2.8
2023,Programming in a programming language,25-74 years,Female,Bizkaia,%,4.1
2022,Programming in a programming language,25-74 years,Female,Bizkaia,%,2.6
2021,Programming in a programming language,25-74 years,Female,Bizkaia,%,2.1
2020,Programming in a programming language,25-74 years,Female,Bizkaia,%,2.7
2019,Programming in a programming language,25-74 years,Female,Bizkaia,%,2.5
2024,Programming in a programming language,25-74 years,Female,Bizkaia,%,3.5
2024,Programming in a programming language,25-74 years,Female,Gipuzkoa,%,1.2
2023,Programming in a programming language,25-74 years,Female,Gipuzkoa,%,2.7
2022,Programming in a programming language,25-74 years,Female,Gipuzkoa,%,2.6
2021,Programming in a programming language,25-74 years,Female,Gipuzkoa,%,1.8
2019,Programming in a programming language,25-74 years,Female,Gipuzkoa,%,2.2
2020,Programming in a programming language,25-74 years,Female,Gipuzkoa,%,3.9
2021,Programming in a programming language,25-74 years,Male,,%,5.9
2023,Programming in a programming language,25-74 years,Male,,%,6.3
2022,Programming in a programming language,25-74 years,Male,,%,6.5
2024,Programming in a programming language,25-74 years,Male,,%,4.6
2020,Programming in a programming language,25-74 years,Male,,%,6.2
2019,Programming in a programming language,25-74 years,Male,,%,7.3
2019,Programming in a programming language,25-74 years,Male,Araba/Álava,%,7.0
2023,Programming in a programming language,25-74 years,Male,Araba/Álava,%,2.8
2021,Programming in a programming language,25-74 years,Male,Araba/Álava,%,6.0
2024,Programming in a programming language,25-74 years,Male,Araba/Álava,%,2.1
2022,Programming in a programming language,25-74 years,Male,Araba/Álava,%,5.2
2020,Programming in a programming language,25-74 years,Male,Araba/Álava,%,6.5
2023,Programming in a programming language,25-74 years,Male,Bizkaia,%,6.4
2022,Programming in a programming language,25-74 years,Male,Bizkaia,%,6.2
2021,Programming in a programming language,25-74 years,Male,Bizkaia,%,5.9
2019,Programming in a programming language,25-74 years,Male,Bizkaia,%,7.5
2020,Programming in a programming language,25-74 years,Male,Bizkaia,%,6.4
2024,Programming in a programming language,25-74 years,Male,Bizkaia,%,4.9
2021,Programming in a programming language,25-74 years,Male,Gipuzkoa,%,5.8
2024,Programming in a programming language,25-74 years,Male,Gipuzkoa,%,5.3
2023,Programming in a programming language,25-74 years,Male,Gipuzkoa,%,7.9
2022,Programming in a programming language,25-74 years,Male,Gipuzkoa,%,7.5
2020,Programming in a programming language,25-74 years,Male,Gipuzkoa,%,5.7
2019,Programming in a programming language,25-74 years,Male,Gipuzkoa,%,7.0
2020,Using spreadsheets,,,,%,41.1
2024,Using spreadsheets,,,,%,42.7
2022,Using spreadsheets,,,,%,42.2
2021,Using spreadsheets,,,,%,44.4
2023,Using spreadsheets,,,,%,41.9
2019,Using spreadsheets,,,,%,41.9
2023,Using spreadsheets,,,Araba/Álava,%,37.4
2020,Using spreadsheets,,,Araba/Álava,%,39.7
2019,Using spreadsheets,,,Araba/Álava,%,42.9
2022,Using spreadsheets,,,Araba/Álava,%,44.9
2024,Using spreadsheets,,,Araba/Álava,%,41.5
2021,Using spreadsheets,,,Araba/Álava,%,44.1
2022,Using spreadsheets,,,Bizkaia,%,40.9
2024,Using spreadsheets,,,Bizkaia,%,43.5
2019,Using spreadsheets,,,Bizkaia,%,41.1
2020,Using spreadsheets,,,Bizkaia,%,41.2
2023,Using spreadsheets,,,Bizkaia,%,41.5
2021,Using spreadsheets,,,Bizkaia,%,44.6
2020,Using spreadsheets,,,Gipuzkoa,%,41.6
2019,Using spreadsheets,,,Gipuzkoa,%,42.8
2022,Using spreadsheets,,,Gipuzkoa,%,43.2
2024,Using spreadsheets,,,Gipuzkoa,%,42.1
2021,Using spreadsheets,,,Gipuzkoa,%,44.4
2023,Using spreadsheets,,,Gipuzkoa,%,44.4
2019,Using spreadsheets,,Female,,%,39.6
2024,Using spreadsheets,,Female,,%,39.0
2023,Using spreadsheets,,Female,,%,40.9
2020,Using spreadsheets,,Female,,%,39.8
2022,Using spreadsheets,,Female,,%,41.1
2021,Using spreadsheets,,Female,,%,42.3
2020,Using spreadsheets,,Female,Araba/Álava,%,39.7
2019,Using spreadsheets,,Female,Araba/Álava,%,40.2
2021,Using spreadsheets,,Female,Araba/Álava,%,43.2
2024,Using spreadsheets,,Female,Araba/Álava,%,37.1
2023,Using spreadsheets,,Female,Araba/Álava,%,39.3
2022,Using spreadsheets,,Female,Araba/Álava,%,43.9
2022,Using spreadsheets,,Female,Bizkaia,%,38.9
2020,Using spreadsheets,,Female,Bizkaia,%,38.2
2021,Using spreadsheets,,Female,Bizkaia,%,41.0
2024,Using spreadsheets,,Female,Bizkaia,%,39.4
2023,Using spreadsheets,,Female,Bizkaia,%,39.9
2019,Using spreadsheets,,Female,Bizkaia,%,38.1
2024,Using spreadsheets,,Female,Gipuzkoa,%,39.2
2020,Using spreadsheets,,Female,Gipuzkoa,%,42.3
2023,Using spreadsheets,,Female,Gipuzkoa,%,43.2
2021,Using spreadsheets,,Female,Gipuzkoa,%,44.0
2019,Using spreadsheets,,Female,Gipuzkoa,%,41.6
2022,Using spreadsheets,,Female,Gipuzkoa,%,43.4
2020,Using spreadsheets,,Male,,%,42.5
2019,Using spreadsheets,,Male,,%,44.3
2023,Using spreadsheets,,Male,,%,42.8
2024,Using spreadsheets,,Male,,%,46.7
2022,Using spreadsheets,,Male,,%,43.4
2021,Using spreadsheets,,Male,,%,46.6
2019,Using spreadsheets,,Male,Araba/Álava,%,45.7
2021,Using spreadsheets,,Male,Araba/Álava,%,44.9
2020,Using spreadsheets,,Male,Araba/Álava,%,39.7
2023,Using spreadsheets,,Male,Araba/Álava,%,35.4
2022,Using spreadsheets,,Male,Araba/Álava,%,46.0
2024,Using spreadsheets,,Male,Araba/Álava,%,46.1
2021,Using spreadsheets,,Male,Bizkaia,%,48.2
2023,Using spreadsheets,,Male,Bizkaia,%,43.3
2024,Using spreadsheets,,Male,Bizkaia,%,47.8
2019,Using spreadsheets,,Male,Bizkaia,%,44.2
2020,Using spreadsheets,,Male,Bizkaia,%,44.3
2022,Using spreadsheets,,Male,Bizkaia,%,43.0
2022,Using spreadsheets,,Male,Gipuzkoa,%,43.0
2024,Using spreadsheets,,Male,Gipuzkoa,%,45.1
2019,Using spreadsheets,,Male,Gipuzkoa,%,43.9
2020,Using spreadsheets,,Male,Gipuzkoa,%,40.9
2021,Using spreadsheets,,Male,Gipuzkoa,%,44.8
2023,Using spreadsheets,,Male,Gipuzkoa,%,45.6
2023,Using spreadsheets,16-24 years,,,%,63.6
2020,Using spreadsheets,16-24 years,,,%,70.7
2019,Using spreadsheets,16-24 years,,,%,70.1
2022,Using spreadsheets,16-24 years,,,%,68.3
2021,Using spreadsheets,16-24 years,,,%,67.3
2024,Using spreadsheets,16-24 years,,,%,64.1
2023,Using spreadsheets,16-24 years,,Araba/Álava,%,57.8
2021,Using spreadsheets,16-24 years,,Araba/Álava,%,61.3
2022,Using spreadsheets,16-24 years,,Araba/Álava,%,74.6
2020,Using spreadsheets,16-24 years,,Araba/Álava,%,68.9
2019,Using spreadsheets,16-24 years,,Araba/Álava,%,70.0
2024,Using spreadsheets,16-24 years,,Araba/Álava,%,67.6
2024,Using spreadsheets,16-24 years,,Bizkaia,%,60.4
2020,Using spreadsheets,16-24 years,,Bizkaia,%,68.8
2019,Using spreadsheets,16-24 years,,Bizkaia,%,69.1
2021,Using spreadsheets,16-24 years,,Bizkaia,%,64.2
2023,Using spreadsheets,16-24 years,,Bizkaia,%,60.9
2022,Using spreadsheets,16-24 years,,Bizkaia,%,69.1
2022,Using spreadsheets,16-24 years,,Gipuzkoa,%,64.6
2023,Using spreadsheets,16-24 years,,Gipuzkoa,%,70.1
2021,Using spreadsheets,16-24 years,,Gipuzkoa,%,74.5
2019,Using spreadsheets,16-24 years,,Gipuzkoa,%,71.5
2020,Using spreadsheets,16-24 years,,Gipuzkoa,%,74.4
2024,Using spreadsheets,16-24 years,,Gipuzkoa,%,67.8
2019,Using spreadsheets,16-24 years,Female,,%,70.3
2020,Using spreadsheets,16-24 years,Female,,%,68.8
2021,Using spreadsheets,16-24 years,Female,,%,64.2
2024,Using spreadsheets,16-24 years,Female,,%,64.1
2022,Using spreadsheets,16-24 years,Female,,%,68.7
2023,Using spreadsheets,16-24 years,Female,,%,64.5
2019,Using spreadsheets,16-24 years,Female,Araba/Álava,%,70.3
2022,Using spreadsheets,16-24 years,Female,Araba/Álava,%,72.2
2021,Using spreadsheets,16-24 years,Female,Araba/Álava,%,62.5
2024,Using spreadsheets,16-24 years,Female,Araba/Álava,%,75.0
2020,Using spreadsheets,16-24 years,Female,Araba/Álava,%,64.6
2023,Using spreadsheets,16-24 years,Female,Araba/Álava,%,62.4
2019,Using spreadsheets,16-24 years,Female,Bizkaia,%,67.8
2022,Using spreadsheets,16-24 years,Female,Bizkaia,%,69.4
2021,Using spreadsheets,16-24 years,Female,Bizkaia,%,59.5
2023,Using spreadsheets,16-24 years,Female,Bizkaia,%,58.9
2024,Using spreadsheets,16-24 years,Female,Bizkaia,%,58.0
2020,Using spreadsheets,16-24 years,Female,Bizkaia,%,65.8
2021,Using spreadsheets,16-24 years,Female,Gipuzkoa,%,72.3
2020,Using spreadsheets,16-24 years,Female,Gipuzkoa,%,75.1
2022,Using spreadsheets,16-24 years,Female,Gipuzkoa,%,66.2
2019,Using spreadsheets,16-24 years,Female,Gipuzkoa,%,73.9
2023,Using spreadsheets,16-24 years,Female,Gipuzkoa,%,73.5
2024,Using spreadsheets,16-24 years,Female,Gipuzkoa,%,68.1
2024,Using spreadsheets,16-24 years,Male,,%,64.1
2023,Using spreadsheets,16-24 years,Male,,%,62.7
2021,Using spreadsheets,16-24 years,Male,,%,70.2
2019,Using spreadsheets,16-24 years,Male,,%,69.8
2020,Using spreadsheets,16-24 years,Male,,%,72.5
2022,Using spreadsheets,16-24 years,Male,,%,68.0
2022,Using spreadsheets,16-24 years,Male,Araba/Álava,%,77.0
2024,Using spreadsheets,16-24 years,Male,Araba/Álava,%,60.7
2020,Using spreadsheets,16-24 years,Male,Araba/Álava,%,72.7
2023,Using spreadsheets,16-24 years,Male,Araba/Álava,%,54.2
2021,Using spreadsheets,16-24 years,Male,Araba/Álava,%,60.4
2019,Using spreadsheets,16-24 years,Male,Araba/Álava,%,69.7
2021,Using spreadsheets,16-24 years,Male,Bizkaia,%,68.8
2023,Using spreadsheets,16-24 years,Male,Bizkaia,%,62.9
2019,Using spreadsheets,16-24 years,Male,Bizkaia,%,70.3
2020,Using spreadsheets,16-24 years,Male,Bizkaia,%,71.7
2024,Using spreadsheets,16-24 years,Male,Bizkaia,%,62.6
2022,Using spreadsheets,16-24 years,Male,Bizkaia,%,68.8
2020,Using spreadsheets,16-24 years,Male,Gipuzkoa,%,73.7
2024,Using spreadsheets,16-24 years,Male,Gipuzkoa,%,67.6
2021,Using spreadsheets,16-24 years,Male,Gipuzkoa,%,76.3
2019,Using spreadsheets,16-24 years,Male,Gipuzkoa,%,69.2
2022,Using spreadsheets,16-24 years,Male,Gipuzkoa,%,63.2
2023,Using spreadsheets,16-24 years,Male,Gipuzkoa,%,66.8
2024,Using spreadsheets,25-74 years,,,%,39.8
2023,Using spreadsheets,25-74 years,,,%,39.0
2020,Using spreadsheets,25-74 years,,,%,37.4
2021,Using spreadsheets,25-74 years,,,%,41.4
2019,Using spreadsheets,25-74 years,,,%,38.7
2022,Using spreadsheets,25-74 years,,,%,38.8
2022,Using spreadsheets,25-74 years,,Araba/Álava,%,41.3
2021,Using spreadsheets,25-74 years,,Araba/Álava,%,41.7
2020,Using spreadsheets,25-74 years,,Araba/Álava,%,36.0
2019,Using spreadsheets,25-74 years,,Araba/Álava,%,39.8
2024,Using spreadsheets,25-74 years,,Araba/Álava,%,38.0
2023,Using spreadsheets,25-74 years,,Araba/Álava,%,34.5
2022,Using spreadsheets,25-74 years,,Bizkaia,%,37.2
2021,Using spreadsheets,25-74 years,,Bizkaia,%,42.1
2023,Using spreadsheets,25-74 years,,Bizkaia,%,39.1
2020,Using spreadsheets,25-74 years,,Bizkaia,%,37.9
2019,Using spreadsheets,25-74 years,,Bizkaia,%,38.2
2024,Using spreadsheets,25-74 years,,Bizkaia,%,41.2
2020,Using spreadsheets,25-74 years,,Gipuzkoa,%,37.3
2021,Using spreadsheets,25-74 years,,Gipuzkoa,%,40.0
2022,Using spreadsheets,25-74 years,,Gipuzkoa,%,40.2
2019,Using spreadsheets,25-74 years,,Gipuzkoa,%,39.2
2024,Using spreadsheets,25-74 years,,Gipuzkoa,%,38.2
2023,Using spreadsheets,25-74 years,,Gipuzkoa,%,40.8
2021,Using spreadsheets,25-74 years,Female,,%,39.6
2020,Using spreadsheets,25-74 years,Female,,%,36.3
2022,Using spreadsheets,25-74 years,Female,,%,37.6
2023,Using spreadsheets,25-74 years,Female,,%,37.9
2019,Using spreadsheets,25-74 years,Female,,%,36.1
2024,Using spreadsheets,25-74 years,Female,,%,35.8
2020,Using spreadsheets,25-74 years,Female,Araba/Álava,%,36.9
2021,Using spreadsheets,25-74 years,Female,Araba/Álava,%,40.9
2022,Using spreadsheets,25-74 years,Female,Araba/Álava,%,40.6
2023,Using spreadsheets,25-74 years,Female,Araba/Álava,%,36.6
2024,Using spreadsheets,25-74 years,Female,Araba/Álava,%,32.3
2019,Using spreadsheets,25-74 years,Female,Araba/Álava,%,36.6
2021,Using spreadsheets,25-74 years,Female,Bizkaia,%,38.7
2024,Using spreadsheets,25-74 years,Female,Bizkaia,%,37.2
2022,Using spreadsheets,25-74 years,Female,Bizkaia,%,35.1
2020,Using spreadsheets,25-74 years,Female,Bizkaia,%,35.0
2019,Using spreadsheets,25-74 years,Female,Bizkaia,%,35.0
2023,Using spreadsheets,25-74 years,Female,Bizkaia,%,37.6
2024,Using spreadsheets,25-74 years,Female,Gipuzkoa,%,35.1
2021,Using spreadsheets,25-74 years,Female,Gipuzkoa,%,40.4
2020,Using spreadsheets,25-74 years,Female,Gipuzkoa,%,38.3
2019,Using spreadsheets,25-74 years,Female,Gipuzkoa,%,37.7
2022,Using spreadsheets,25-74 years,Female,Gipuzkoa,%,40.3
2023,Using spreadsheets,25-74 years,Female,Gipuzkoa,%,39.1
2020,Using spreadsheets,25-74 years,Male,,%,38.6
2022,Using spreadsheets,25-74 years,Male,,%,40.1
2021,Using spreadsheets,25-74 years,Male,,%,43.2
2023,Using spreadsheets,25-74 years,Male,,%,40.1
2024,Using spreadsheets,25-74 years,Male,,%,44.0
2019,Using spreadsheets,25-74 years,Male,,%,41.4
2021,Using spreadsheets,25-74 years,Male,Araba/Álava,%,42.6
2020,Using spreadsheets,25-74 years,Male,Araba/Álava,%,35.2
2022,Using spreadsheets,25-74 years,Male,Araba/Álava,%,42.1
2024,Using spreadsheets,25-74 years,Male,Araba/Álava,%,44.0
2019,Using spreadsheets,25-74 years,Male,Araba/Álava,%,43.2
2023,Using spreadsheets,25-74 years,Male,Araba/Álava,%,32.4
2024,Using spreadsheets,25-74 years,Male,Bizkaia,%,45.6
2023,Using spreadsheets,25-74 years,Male,Bizkaia,%,40.7
2022,Using spreadsheets,25-74 years,Male,Bizkaia,%,39.4
2021,Using spreadsheets,25-74 years,Male,Bizkaia,%,45.5
2020,Using spreadsheets,25-74 years,Male,Bizkaia,%,40.9
2019,Using spreadsheets,25-74 years,Male,Bizkaia,%,41.4
2024,Using spreadsheets,25-74 years,Male,Gipuzkoa,%,41.4
2019,Using spreadsheets,25-74 years,Male,Gipuzkoa,%,40.7
2023,Using spreadsheets,25-74 years,Male,Gipuzkoa,%,42.6
2022,Using spreadsheets,25-74 years,Male,Gipuzkoa,%,40.1
2021,Using spreadsheets,25-74 years,Male,Gipuzkoa,%,39.7
2020,Using spreadsheets,25-74 years,Male,Gipuzkoa,%,36.3
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,,%,51.9
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,,%,52.1
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,,%,37.0
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,,%,55.2
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,,%,50.0
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,,%,60.3
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Araba/Álava,%,38.4
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Araba/Álava,%,46.0
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Araba/Álava,%,59.6
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Araba/Álava,%,52.5
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Araba/Álava,%,51.6
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Araba/Álava,%,55.9
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Bizkaia,%,60.3
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Bizkaia,%,52.8
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Bizkaia,%,37.4
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Bizkaia,%,50.6
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Bizkaia,%,52.3
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Bizkaia,%,54.2
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Gipuzkoa,%,56.4
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Gipuzkoa,%,50.8
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Gipuzkoa,%,35.7
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Gipuzkoa,%,50.6
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Gipuzkoa,%,60.6
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,,Gipuzkoa,%,51.6
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,,%,34.5
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,,%,50.1
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,,%,52.6
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,,%,48.1
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,,%,51.1
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,,%,58.6
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Araba/Álava,%,56.3
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Araba/Álava,%,52.9
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Araba/Álava,%,35.7
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Araba/Álava,%,54.3
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Araba/Álava,%,46.0
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Araba/Álava,%,48.6
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Bizkaia,%,51.4
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Bizkaia,%,58.5
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Bizkaia,%,47.9
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Bizkaia,%,50.5
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Bizkaia,%,34.9
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Bizkaia,%,50.3
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Gipuzkoa,%,50.3
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Gipuzkoa,%,33.2
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Gipuzkoa,%,53.6
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Gipuzkoa,%,51.2
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Gipuzkoa,%,60.0
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Female,Gipuzkoa,%,49.4
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,,%,62.0
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,,%,39.7
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,,%,53.2
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,,%,51.9
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,,%,57.8
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,,%,53.8
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Araba/Álava,%,41.1
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Araba/Álava,%,62.9
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Araba/Álava,%,57.6
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Araba/Álava,%,52.2
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Araba/Álava,%,54.8
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Araba/Álava,%,46.1
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Bizkaia,%,54.2
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Bizkaia,%,57.0
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Bizkaia,%,62.2
